Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",7,2,5,12,1,1.0,,2.0,,1.0,,2.0,1.0,1.0,,5.0,8.0,,,1.0,,,73.0
15,"Anderson, Noah",9,5,17,26,,,,2.0,,2.0,3.0,4.0,,,,11.0,16.0,,,,,,80.0
2,"Atkins, Rory",4,1,7,11,1,,,2.0,,3.0,1.0,,,,,3.0,8.0,,,,,1.0,77.0
10,"Ballard, Charlie",11,6,4,15,,,,1.0,5.0,1.0,,2.0,,,,5.0,9.0,2.0,,5.0,,,96.0
3 ↓,"Bowes, Jack",9,3,,9,,,,2.0,3.0,1.0,2.0,2.0,1.0,1.0,,5.0,6.0,,,2.0,,,57.0
29,"Burgess, Chris",4,3,2,6,,,6.0,,1.0,,,1.0,,1.0,,3.0,3.0,2.0,,2.0,,,73.0
25,"Collins, Sam",7,4,,7,,,,1.0,3.0,,,4.0,,3.0,,5.0,3.0,2.0,,9.0,,,84.0
19,"Corbett, Josh",7,5,1,8,1,,,1.0,,1.0,,5.0,1.0,4.0,,2.0,7.0,,2.0,2.0,,,87.0
4,"Ellis, Brandon",11,6,12,23,,,,1.0,,2.0,2.0,5.0,,4.0,,6.0,17.0,,,,,1.0,93.0
50,"Farrar, Jy",4,3,2,6,,,,4.0,1.0,,,,,,,2.0,5.0,,,5.0,2.0,,86.0
26,"Flanders, Sam",6,4,10,16,1,,,4.0,,5.0,,2.0,1.0,,,5.0,10.0,,,1.0,,1.0,84.0
46,"Graham, Caleb",7,5,3,10,,,10.0,,,2.0,1.0,3.0,,1.0,,5.0,6.0,,,6.0,,,78.0
1,"Greenwood, Hugh",8,2,12,20,1,,,3.0,2.0,1.0,7.0,1.0,2.0,,,13.0,9.0,,,5.0,,,74.0
34,"King, Ben",6,5,2,8,2,3.0,1.0,1.0,,1.0,,,1.0,,,5.0,3.0,3.0,3.0,1.0,,,88.0
23,"Lemmens, Sean",7,1,1,8,,,,1.0,3.0,,,5.0,,3.0,,2.0,6.0,,,1.0,,,87.0
13,"Lukosius, Jack",16,7,2,18,,1.0,,1.0,6.0,4.0,1.0,3.0,,1.0,,2.0,13.0,,1.0,1.0,1.0,,85.0
44 ↑,"Macpherson, Darcy",3,1,1,4,,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,3.0,,,,,,20.0
17,"Markov, Oleg",11,4,8,19,,1.0,,3.0,5.0,3.0,1.0,1.0,,,,9.0,10.0,1.0,,1.0,6.0,,87.0
27,"Powell, Wil",8,3,1,9,,,,3.0,3.0,,,,1.0,,,1.0,4.0,,,3.0,,,86.0
22,"Rankine, Izak",4,3,1,5,,,,3.0,1.0,,,1.0,,1.0,,3.0,5.0,,,2.0,,,78.0
41,"Rosas, Malcolm",5,2,1,6,,1.0,,,,3.0,,1.0,1.0,1.0,,2.0,4.0,,,1.0,,,67.0
24,"Swallow, David",13,2,16,29,,,,4.0,3.0,5.0,4.0,2.0,,,,13.0,18.0,,,4.0,,,78.0
14,"Weller, Lachie",10,4,10,20,,,,3.0,3.0,3.0,3.0,5.0,1.0,,,3.0,17.0,,,1.0,3.0,,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,177,81,118,295,7,9.0,17.0,43.0,40.0,39.0,25.0,50.0,11.0,21.0,,111.0,190.0,10.0,6.0,53.0,12.0,3.0,
Opposition,Opposition,263,138,151,414,19,10.0,42.0,39.0,32.0,64.0,40.0,42.0,21.0,11.0,6.0,135.0,279.0,20.0,16.0,44.0,3.0,13.0,
