Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
18,"Cameron, Leon",22y 233d,89 (48-1-40 54.49%),41 (0.46),←,
16,"Croft, Matthew",22y 56d,28 (16-0-12 57.14%),17 (0.61),←,
3,"Grant, Chris",22y 131d,104 (58-1-45 56.25%),232 (2.23),←,
1,"Grgic, Ilija",23y 49d,36 (22-0-14 61.11%),50 (1.39),←,
6,"Johnson, Brad",18y 279d,13 (8-0-5 61.54%),7 (0.54),←,
40,"Johnston, Michael",24y 66d,9 (8-0-1 88.89%),4 (0.44),1 (1-0-0 100.00%),
4,"Kellett, Nigel",25y 126d,63 (33-0-30 52.38%),25 (0.40),←,
2,"Kolyniuk, Steven",24y 292d,95 (49-1-45 52.11%),114 (1.20),←,
12,"Koster, Kym",22y 81d,24 (13-0-11 54.17%),10 (0.42),←,
36,"Lane, Tyson",18y 241d,4 (3-0-1 75.00%),7 (1.75),←,
39,"Liberatore, Tony",29y 71d,132 (75-1-56 57.20%),67 (0.51),←,
9,"Nicholson, Brad",20y 323d,14 (8-0-6 57.14%),1 (0.07),←,
44,"Osborne, Richard",30y 311d,225 (95-0-130 42.22%),490 (2.18),22 (14-0-8 63.64%),40 (1.82)
22,"Quill, Peter",25y 243d,30 (18-0-12 60.00%),11 (0.37),←,
11,"Romero, Jose",23y 265d,93 (52-0-41 55.91%),102 (1.10),4 (3-0-1 75.00%),4 (1.00)
34,"Sexton, Ben",22y 176d,33 (17-1-15 53.03%),26 (0.79),←,
5,"Smith, Rohan",21y 327d,34 (22-0-12 64.71%),23 (0.68),←,
17,"Standfield, Barry",25y 69d,78 (45-0-33 57.69%),33 (0.42),←,
24,"Wallis, Stephen",30y 178d,232 (125-2-105 54.31%),55 (0.24),←,
25,"Watts, Jason",23y 268d,25 (14-0-11 56.00%),2 (0.08),←,
7,"West, Scott",20y 160d,44 (25-0-19 56.82%),30 (0.68),←,
Totals,Totals,23y 275d,1405 (754-7-644 53.67%),1347 (0.96),,
C,"Joyce, Alan",52y 184d,119 (82-0-37 68.91%),,26 (15-0-11 57.69%),
