West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6,"Banfield, Drew",8,4,5,13,1,1.0,,,,,,,1.0,2.0,,,,,,,,,
20,"Bond, Shane",3,1,3,6,,,,,,,,,1.0,1.0,,,,,,,,,
14,"Brennan, Michael",3,,1,4,,,,1.0,,,,,1.0,,,,,,,,,,
23,"Harding, Paul",4,1,1,5,,,14.0,,,,,,1.0,,,,,,,,,,
36,"Hart, David",13,2,2,15,,,,2.0,,,,,1.0,2.0,,,,,,,,,
1,"Heady, Brett",12,4,1,13,5,,,1.0,,,,,2.0,,,,,,,,,,
27,"Jakovich, Glen",12,14,8,20,,,5.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,
2,"Kemp, Dean",14,5,5,19,1,,1.0,1.0,,,,,2.0,1.0,,,,,,,,,
28,"Lewis, Chris",10,1,4,14,1,2.0,2.0,2.0,,,,,1.0,1.0,,,,,,,,,
3,"Mainwaring, Chris",11,4,2,13,1,,,2.0,,,,,2.0,3.0,,,,,,,,,
30,"Matera, Peter",13,4,4,17,,2.0,,2.0,,,,,2.0,1.0,,,,,,,,,
11,"McIntosh, Ashley",10,6,6,16,,,,2.0,,,,,1.0,3.0,3.0,,,,,,,,
17,"McKenna, Guy",7,2,7,14,,,,2.0,,,,,2.0,,,,,,,,,,
10,"Pyke, Don",12,2,4,16,,,,2.0,,,,,2.0,,,,,,,,,,
29,"Spinks, Brett",10,8,3,13,1,,,,,,,,1.0,,,,,,,,,,
4,"Sumich, Peter",8,4,,8,2,4.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,
7,"Turley, Craig",4,3,2,6,,1.0,,2.0,,,,,,1.0,,,,,,,,,
50,"Turnbull, Ryan",5,3,4,9,2,,21.0,,,,,,1.0,,,,,,,,,,
39,"Waterman, Chris",2,,4,6,,,2.0,1.0,,,,,1.0,1.0,,,,,,,,,
9,"Wilson, Peter",9,,1,10,,,,4.0,,,,,2.0,,,,,,,,,,
24,"Worsfold, John",8,2,9,17,,,,6.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,178,70,76,254,14,13.0,46.0,33.0,,,,,27.0,19.0,4.0,,,,,,,,
Opposition,Opposition,167,50,120,287,11,12.0,28.0,18.0,,,,,19.0,27.0,2.0,,,,,,,,
