Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Anderson, Greg",9,3,4,13,,,,1.0,,,,,1.0,2.0,,,,,,,,,
21,"Brown, David",5,1,1,6,1,,,2.0,,,,,,1.0,,,,,,,,,
19,"Chalmers, Brett",1,,,1,,,,,,,,,,,,,,,,,,,
9,"Hall, Tony",8,7,10,18,1,,,1.0,,,,,,1.0,,,,,,,,,
34,"Hart, Ben",9,4,5,14,1,,,1.0,,,,,2.0,2.0,,,,,,,,,
35,"Jameson, Rod",13,3,4,17,,,,,,,,,1.0,,,,,,,,,,
2,"Jarman, Andrew",7,1,8,15,,,,7.0,,,,,2.0,2.0,,,,,,,,,
13,"Lee, Scott",10,2,2,12,,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,
27,"Liptak, Matthew",6,1,9,15,,1.0,,,,,,,,2.0,,,,,,,,,
18,"Maynard, Rodney",11,3,13,24,,,,4.0,,,,,4.0,2.0,,,,,,,,,
10,"McDermott, Chris",10,3,16,26,,,,5.0,,,,,,2.0,,,,,,,,,
11,"McGuinness, Tony",15,,7,22,1,,,1.0,,,,,3.0,1.0,,,,,,,,,
6,"Modra, Tony",4,3,,4,2,2.0,,,,,,,1.0,1.0,,,,,,,,,
15,"Pittman, David",,,1,1,,,2.0,,,,,,,,,,,,,,,,
52,"Rehn, Shaun",12,15,18,30,1,,21.0,1.0,,,,,2.0,1.0,2.0,,,,,,,,
32,"Ricciuto, Mark",15,8,5,20,2,2.0,1.0,2.0,,,,,1.0,3.0,,,,,,,,,
40,"Schwerdt, Stephen",10,4,4,14,,1.0,,2.0,,,,,,2.0,,,,,,,,,
7,"Smart, Nigel",9,3,4,13,,1.0,,,,,,,3.0,1.0,,,,,,,,,
12,"Tregenza, Simon",11,,5,16,,,,,,,,,1.0,1.0,,,,,,,,,
33,"Weidemann, Wayne",5,1,3,8,2,,,1.0,,,,,3.0,2.0,,,,,,,,,
44,"Wellman, Sean",9,4,2,11,,1.0,,,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,179,66,121,300,11,13.0,24.0,30.0,,,,,27.0,29.0,2.0,,,,,,,,
Opposition,Opposition,194,77,101,295,12,7.0,18.0,31.0,,,,,29.0,27.0,4.0,,,,,,,,
