Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
23,"Bolton, Mark",28y 151d,124 (57-2-65 46.77%),50 (0.40),←,
16,"Bradley, Kepler",21y 292d,49 (13-1-35 27.55%),14 (0.29),←,
31,"Fletcher, Dustin",32y 117d,276 (172-3-101 62.86%),63 (0.23),←,
3,"Gumbleton, Scott",19y 29d,5 (2-0-3 40.00%),3 (0.60),←,
26,"Heffernan, Chris",28y 215d,170 (89-2-79 52.94%),56 (0.33),123 (71-2-50 58.54%),46 (0.37)
19,"Hille, David",26y 91d,124 (58-1-65 47.18%),87 (0.70),←,
5,"Hird, James",34y 209d,253 (147-5-101 59.09%),343 (1.36),←,
27,"Laycock, Jason",22y 301d,42 (14-0-28 33.33%),22 (0.52),←,
18,"Lloyd, Matthew",29y 138d,231 (138-2-91 60.17%),829 (3.59),←,
42,"Lovett-Murray, Nathan",24y 287d,65 (22-0-43 33.85%),38 (0.58),←,
13,"Lovett, Andrew",24y 294d,49 (15-1-33 31.63%),58 (1.18),←,
25,"Lucas, Scott",29y 245d,247 (136-2-109 55.47%),431 (1.74),←,
33,"McPhee, Adam",24y 330d,126 (49-0-77 38.89%),58 (0.46),101 (43-0-58 42.57%),49 (0.49)
10,"McVeigh, Mark",26y 218d,162 (81-2-79 50.62%),75 (0.46),←,
22,"Michael, Mal",30y 69d,223 (120-1-102 54.04%),30 (0.13),22 (10-0-12 45.45%),2 (0.09)
6,"Monfries, Angus",20y 225d,53 (16-1-36 31.13%),49 (0.92),←,
34,"Neagle, Jay",19y 227d,1 (0-0-1 0.00%),1 (1.00),←,
11,"Peverill, Damien",28y 51d,134 (63-2-69 47.76%),31 (0.23),←,
20,"Slattery, Henry",21y 222d,32 (13-1-18 42.19%),6 (0.19),←,
24,"Stanton, Brent",21y 123d,76 (26-1-49 34.87%),42 (0.55),←,
12,"Welsh, Andrew",24y 202d,117 (49-2-66 42.74%),18 (0.15),←,
8,"Winderlich, Jason",22y 326d,47 (18-0-29 38.30%),16 (0.34),←,
Totals,Totals,25y 215d,2606 (1298-29-1279 49.81%),2320 (0.89),,
C,"Sheedy, Kevin",59y 251d,634 (386-6-242 61.36%),,←,
