Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
34,"Bewley, Brett",24y 42d,1 (1-0-0 100.00%),,←,
19,"Blakely, Connor",23y 85d,48 (18-0-30 37.50%),2 (0.04),←,
8,"Brayshaw, Andrew",19y 199d,27 (11-0-16 40.74%),7 (0.26),←,
5,"Cerra, Adam",19y 231d,31 (13-0-18 41.94%),9 (0.29),←,
6,"Conca, Reece",26y 287d,114 (63-1-50 55.70%),23 (0.20),10 (5-0-5 50.00%),
36,"Cox, Brennan",20y 286d,30 (9-0-21 30.00%),24 (0.80),←,
44,"Duman, Taylin",21y 38d,15 (6-0-9 40.00%),,←,
7,"Fyfe, Nat",27y 250d,162 (90-1-71 55.86%),138 (0.85),←,
21,"Hamling, Joel",26y 47d,73 (36-0-37 49.32%),,50 (20-0-30 40.00%),
9,"Hill, Bradley",25y 321d,137 (90-0-47 65.69%),76 (0.55),42 (16-0-26 38.10%),18 (0.43)
11,"Hogan, Jesse",24y 103d,80 (36-0-44 45.00%),160 (2.00),9 (4-0-5 44.44%),8 (0.89)
15,"Hughes, Ethan",24y 170d,39 (14-0-25 35.90%),3 (0.08),←,
26,"Langdon, Ed",23y 114d,56 (21-0-35 37.50%),25 (0.45),←,
37,"Lobb, Rory",26y 106d,84 (47-2-35 57.14%),71 (0.85),10 (5-0-5 50.00%),7 (0.70)
3,"Matera, Brandon",27y 76d,127 (42-1-84 33.46%),153 (1.20),26 (11-0-15 42.31%),29 (1.12)
16,"Mundy, David",33y 310d,304 (156-1-147 51.48%),134 (0.44),←,
25,"Pearce, Alex",23y 351d,52 (21-0-31 40.38%),3 (0.06),←,
38,"Ryan, Luke",23y 109d,41 (15-0-26 36.59%),3 (0.07),←,
39,"Switkowski, Sam",22y 187d,9 (4-0-5 44.44%),4 (0.44),←,
18,"Tucker, Darcy",22y 123d,58 (18-0-40 31.03%),24 (0.41),←,
10,"Walters, Michael",28y 139d,139 (71-1-67 51.44%),238 (1.71),←,
14,"Wilson, Nathan",26y 139d,108 (52-2-54 49.07%),17 (0.16),31 (12-0-19 38.71%),1 (0.03)
Totals,Totals,24y 219d,1735 (834-9-892 48.07%),1114 (0.64),,
C,"Lyon, Ross",52y 199d,294 (168-5-121 57.99%),,173 (92-1-80 53.47%),
