St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",24y 212d,80 (39-0-41 48.75%),26 (0.32),←,
16,"Butler, Dan",26y 302d,108 (63-0-45 58.33%),123 (1.14),63 (32-0-31 50.79%),70 (1.11)
13,"Byrnes, Ryan",21y 333d,31 (19-0-12 61.29%),6 (0.19),←,
47,"Caminiti, Anthony",19y 113d,3 (3-0-0 100.00%),3 (1.00),←,
11,"Clark, Hunter",24y 6d,71 (30-1-40 42.96%),8 (0.11),←,
21,"Cordy, Zaine",26y 156d,121 (66-0-55 54.55%),15 (0.12),3 (3-0-0 100.00%),3 (1.00)
5,"Crouch, Brad",29y 77d,139 (71-0-68 51.08%),48 (0.35),44 (23-0-21 52.27%),14 (0.32)
4,"Gresham, Jade",25y 220d,116 (54-1-61 46.98%),120 (1.03),←,
22,"Higgins, Jack",24y 13d,83 (50-1-32 60.84%),91 (1.10),40 (20-0-20 50.00%),62 (1.55)
8,"Hill, Bradley",29y 266d,214 (129-0-85 60.28%),91 (0.43),65 (35-0-30 53.85%),12 (0.18)
20,"Howard, Dougal",27y 7d,105 (54-0-51 51.43%),15 (0.14),60 (31-0-29 51.67%),1 (0.02)
19,"Marshall, Rowan",27y 128d,89 (42-0-47 47.19%),45 (0.51),←,
10,"Owens, Mitch",19y 189d,10 (5-0-5 50.00%),9 (0.90),←,
33,"Paton, Ben",24y 164d,58 (29-0-29 50.00%),4 (0.07),←,
25,"Phillipou, Mattaes",18y 95d,3 (3-0-0 100.00%),4 (1.33),←,
6,"Ross, Sebastian",29y 329d,183 (74-2-107 40.98%),32 (0.17),←,
35,"Sinclair, Jack",28y 48d,144 (63-1-80 44.10%),47 (0.33),←,
14,"Stocker, Liam",23y 68d,31 (11-0-20 35.48%),2 (0.06),3 (3-0-0 100.00%),
7,"Wanganeen-Milera, Nasiah",20y 38d,20 (11-0-9 55.00%),1 (0.05),←,
29,"Webster, Jimmy",29y 277d,135 (53-1-81 39.63%),4 (0.03),←,
44,"Wilkie, Callum",27y 22d,88 (44-0-44 50.00%),1 (0.01),←,
17,"Windhager, Marcus",19y 320d,20 (11-0-9 55.00%),5 (0.25),←,
32,"Wood, Mason",29y 200d,96 (50-0-46 52.08%),100 (1.04),31 (20-0-11 64.52%),24 (0.77)
Totals,Totals,25y 13d,1948 (974-7-967 50.00%),800 (0.41),,
C,"Lyon, Ross",56y 144d,308 (175-5-128 57.63%),,124 (79-4-41 65.32%),
