Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Alessio, Steven",9,6,2,11,3,1.0,4.0,1.0,,,,,,1.0,,,,,,,,,
8,"Bewick, Darren",7,,5,12,1,1.0,,,,,,,2.0,,,,,,,,,,
9,"Cockatoo-Collins, Che",14,12,5,19,3,2.0,,1.0,,,,,,2.0,,,,,,,,,
7,"Daniher, Chris",10,4,2,12,,,,1.0,,,,,1.0,,,,,,,,,,
20,"Darcy, Tim",4,4,8,12,,1.0,,,,,,,1.0,1.0,,,,,,,,,
38,"Denham, Sean",11,2,14,25,,2.0,,3.0,,,,,,1.0,,,,,,,,,
31,"Fletcher, Dustin",8,5,5,13,,,1.0,2.0,,,,,1.0,1.0,,,,,,,,,
28,"Flood, David",5,2,5,10,,,,,,,,,,1.0,,,,,,,,,
29,"Grenvold, David",2,,3,5,,,,,,,,,1.0,,,,,,,,,,
39,"Hardwick, Damien",10,2,6,16,,,,5.0,,,,,2.0,,,,,,,,,,
5,"Hird, James",10,8,10,20,3,1.0,,,,,,,,,2.0,,,,,,,,
13,"Long, Michael",20,4,20,40,2,1.0,,3.0,,,,,1.0,,3.0,,,,,,,,
2,"Mercuri, Mark",13,7,15,28,1,1.0,,,,,,,,1.0,,,,,,,,,
24,"Misiti, Joe",11,1,12,23,,1.0,,,,,,,,,,,,,,,,,
41,"OConnor, Ryan",7,5,6,13,2,1.0,,,,,,,,,,,,,,,,,
10,"ODonnell, Gary",16,3,6,22,2,,,1.0,,,,,3.0,1.0,,,,,,,,,
47,"Olarenshaw, Ricky",12,3,10,22,,,,,,,,,2.0,2.0,,,,,,,,,
19,"Somerville, Peter",8,6,5,13,1,,8.0,,,,,,2.0,2.0,,,,,,,,,
12,"Symons, Michael",11,4,7,18,,,,2.0,,,,,2.0,,,,,,,,,,
26,"Thompson, Mark",13,5,7,20,,,,,,,,,,1.0,,,,,,,,,
35,"Young, Barry",7,4,7,14,1,1.0,,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,87,160,368,19,14.0,13.0,19.0,,,,,18.0,15.0,5.0,,,,,,,,
Opposition,Opposition,163,66,115,278,14,16.0,12.0,32.0,,,,,15.0,18.0,1.0,,,,,,,,
