Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",28y 153d,198 (124-0-74 62.63%),112 (0.57),←,
12,"Blakey, John",35y 31d,345 (185-0-160 53.62%),107 (0.31),210 (133-0-77 63.33%),69 (0.33)
22,"Burton, Matthew",31y 97d,113 (44-0-69 38.94%),48 (0.42),43 (22-0-21 51.16%),16 (0.37)
18,"Carey, Wayne",30y 89d,244 (152-0-92 62.30%),671 (2.75),←,
23,"Clayton, Shane",22y 304d,86 (45-0-41 52.33%),33 (0.38),68 (43-0-25 63.24%),32 (0.47)
6,"Grant, Shannon",24y 127d,152 (93-1-58 61.51%),176 (1.16),94 (61-0-33 64.89%),138 (1.47)
29,"Harvey, Brent",23y 102d,108 (70-0-38 64.81%),118 (1.09),←,
21,"Jones, Corey",20y 179d,12 (5-0-7 41.67%),5 (0.42),←,
34,"King, David",29y 170d,175 (114-0-61 65.14%),88 (0.50),←,
35,"Makepeace, Troy",22y 171d,38 (20-0-18 52.63%),11 (0.29),←,
5,"McCartney, Jason",27y 163d,166 (92-0-74 55.42%),54 (0.33),91 (58-0-33 63.74%),6 (0.07)
31,"McKernan, Corey",27y 248d,181 (119-0-62 65.75%),233 (1.29),←,
8,"McLaren, Joe",23y 256d,68 (26-1-41 38.97%),37 (0.54),11 (5-0-6 45.45%),4 (0.36)
19,"Motlop, Daniel",19y 161d,1 (0-0-1 0.00%),,←,
44,"Motlop, Shannon",23y 6d,41 (25-0-16 60.98%),24 (0.59),←,
20,"Petrie, Drew",18y 313d,8 (3-0-5 37.50%),,←,
28,"Pickett, Byron",24y 13d,97 (62-0-35 63.92%),38 (0.39),←,
3,"Rawlings, Brady",20y 75d,38 (25-0-13 65.79%),16 (0.42),←,
26,"Rocca, Saverio",27y 277d,176 (78-2-96 44.89%),561 (3.19),20 (8-0-12 40.00%),47 (2.35)
7,"Simpson, Adam",25y 189d,135 (90-0-45 66.67%),43 (0.32),←,
9,"Sinclair, Jess",22y 363d,67 (19-0-48 28.36%),35 (0.52),17 (6-0-11 35.29%),9 (0.53)
40,"Teague, David",20y 111d,9 (4-0-5 44.44%),1 (0.11),←,
Totals,Totals,24y 346d,2458 (1395-4-1059 56.75%),2411 (0.98),,
C,"Pagan, Denis",53y 334d,216 (138-0-78 63.89%),,←,
