Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",28y 229d,144 (75-0-69 52.08%),21 (0.15),←,
35,"Biglands, Rhett",27y 323d,103 (58-0-45 56.31%),37 (0.36),←,
44,"Bock, Nathan",22y 126d,27 (15-0-12 55.56%),10 (0.37),←,
24,"Burton, Brett",27y 81d,111 (56-0-55 50.45%),140 (1.26),←,
11,"Doughty, Michael",25y 353d,69 (42-0-27 60.87%),21 (0.30),←,
9,"Edwards, Tyson",28y 352d,213 (112-0-101 52.58%),136 (0.64),←,
36,"Goodwin, Simon",28y 210d,162 (89-0-73 54.94%),93 (0.57),←,
34,"Hart, Ben",31y 15d,290 (152-1-137 52.59%),45 (0.16),←,
37,"Hentschel, Trent",22y 211d,34 (18-0-16 52.94%),29 (0.85),←,
13,"Hudson, Ben",26y 150d,30 (17-0-13 56.67%),5 (0.17),←,
39,"Mattner, Martin",22y 352d,50 (29-0-21 58.00%),7 (0.14),←,
16,"McGregor, Ken",24y 176d,109 (55-0-54 50.46%),56 (0.51),←,
23,"McLeod, Andrew",28y 354d,232 (121-0-111 52.16%),234 (1.01),←,
22,"Perrie, Ian",26y 106d,86 (48-0-38 55.81%),91 (1.06),←,
33,"Reilly, Brent",21y 254d,38 (22-0-16 57.89%),13 (0.34),←,
32,"Ricciuto, Mark",30y 46d,279 (139-1-139 50.00%),228 (0.82),←,
25,"Rutten, Ben",22y 57d,28 (18-0-10 64.29%),3 (0.11),←,
12,"Shirley, Robert",25y 45d,67 (35-0-32 52.24%),13 (0.19),←,
5,"Thompson, Scott",22y 132d,55 (30-0-25 54.55%),36 (0.65),16 (12-0-4 75.00%),19 (1.19)
15,"Torney, Jason",28y 38d,162 (85-1-76 52.78%),24 (0.15),44 (26-0-18 59.09%),8 (0.18)
7,"van Berlo, Nathan",19y 48d,8 (7-0-1 87.50%),1 (0.13),←,
17,"Welsh, Scott",26y 229d,130 (76-0-54 58.46%),222 (1.71),94 (50-0-44 53.19%),192 (2.04)
Totals,Totals,25y 293d,2427 (1299-3-1125 53.52%),1465 (0.60),,
C,"Craig, Neil",49y 194d,26 (16-0-10 61.54%),,←,
