Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
31,"Alvey, Mark",22y 307d,44 (21-1-22 48.86%),28 (0.64),←,
11,"Bandy, Daniel",27y 146d,130 (43-1-86 33.46%),113 (0.87),25 (10-1-14 42.00%),33 (1.32)
12,"Bassett, Scott",24y 186d,18 (11-0-7 61.11%),2 (0.11),3 (1-0-2 33.33%),
20,"Bowden, Patrick",21y 252d,8 (1-0-7 12.50%),2 (0.25),←,
17,"Brown, Nathan",25y 62d,118 (62-2-54 53.39%),161 (1.36),←,
16,"Croft, Matthew",30y 46d,169 (92-4-73 55.62%),55 (0.33),←,
14,"Darcy, Luke",27y 275d,158 (81-3-74 52.22%),115 (0.73),←,
28,"Dimattina, Paul",28y 142d,113 (61-1-51 54.42%),50 (0.44),←,
10,"Eagleton, Nathan",24y 154d,115 (56-3-56 50.00%),90 (0.78),59 (30-1-28 51.69%),45 (0.76)
4,"Garlick, Simon",28y 3d,157 (83-2-72 53.50%),121 (0.77),113 (59-2-52 53.10%),94 (0.83)
13,"Giansiracusa, Daniel",21y 33d,37 (15-1-21 41.89%),42 (1.14),←,
8,"Hahn, Mitch",21y 338d,32 (17-0-15 53.13%),6 (0.19),←,
25,"Hargrave, Ryan",21y 261d,22 (10-1-11 47.73%),5 (0.23),←,
6,"Johnson, Brad",26y 269d,192 (97-4-91 51.56%),231 (1.20),←,
35,"Kretiuk, Steven",30y 283d,158 (88-3-67 56.65%),11 (0.07),←,
23,"McMahon, Jordan",19y 321d,21 (6-1-14 30.95%),14 (0.67),←,
2,"Murphy, Robert",20y 308d,41 (19-1-21 47.56%),10 (0.24),←,
15,"Power, Sam",19y 285d,8 (3-0-5 37.50%),3 (0.38),←,
30,"Robbins, Matthew",25y 340d,59 (29-1-29 50.00%),16 (0.27),52 (25-1-26 49.04%),16 (0.31)
5,"Smith, Rohan",29y 317d,216 (112-4-100 52.78%),205 (0.95),←,
7,"West, Scott",28y 150d,213 (108-3-102 51.41%),83 (0.39),←,
21,"Wiggins, Patrick",22y 63d,8 (5-0-3 62.50%),1 (0.13),←,
Totals,Totals,24y 356d,2037 (1020-36-981 50.07%),1364 (0.67),,
C,"Rohde, Peter",38y 145d,4 (2-0-2 50.00%),,←,
