Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Birchall, Grant",11,7,17,28,,,,1.0,4.0,4.0,,,1.0,,,8.0,20.0,,,3.0,,,83.0
22,"Breust, Luke",8,1,8,16,2,,,3.0,,3.0,2.0,1.0,1.0,,,9.0,7.0,,,1.0,,,86.0
9,"Burgoyne, Shaun",8,1,6,14,,1.0,,1.0,1.0,2.0,1.0,,,,,4.0,10.0,,,1.0,,,85.0
13 ↑,"Cheney, Kyle",2,2,5,7,,,,1.0,,1.0,,,1.0,,,3.0,5.0,1.0,,2.0,,,23.0
6,"Gibson, Josh",18,7,12,30,,,,2.0,7.0,1.0,,3.0,,1.0,,4.0,24.0,,,7.0,,,100.0
27,"Gilham, Stephen",5,2,5,10,,,,1.0,,,,,,,,2.0,8.0,,,8.0,,,82.0
19,"Gunston, Jack",10,9,3,13,4,1.0,,,,3.0,,1.0,,1.0,,1.0,12.0,1.0,4.0,1.0,,,89.0
20,"Hale, David",4,2,14,18,,1.0,23.0,2.0,1.0,2.0,4.0,1.0,1.0,,,11.0,7.0,,,1.0,,2.0,85.0
3,"Lewis, Jordan",10,6,13,23,2,,2.0,1.0,,2.0,6.0,1.0,1.0,1.0,,12.0,11.0,1.0,1.0,1.0,,,83.0
5,"Mitchell, Sam",19,4,15,34,1,,,5.0,1.0,6.0,6.0,3.0,3.0,1.0,3.0,13.0,21.0,,1.0,1.0,1.0,2.0,85.0
29,"Murphy, Tom",9,6,4,13,,,,2.0,4.0,3.0,1.0,2.0,,1.0,,5.0,9.0,1.0,,5.0,,,90.0
28,"Puopolo, Paul",1,,3,4,,,,3.0,,2.0,,2.0,1.0,2.0,,2.0,2.0,,,,,,82.0
33,"Rioli, Cyril",10,5,5,15,2,1.0,,4.0,,6.0,2.0,3.0,,2.0,,5.0,11.0,,,4.0,1.0,2.0,78.0
2,"Roughead, Jarryd",8,3,10,18,2,3.0,9.0,4.0,,1.0,6.0,2.0,,,,15.0,3.0,2.0,3.0,3.0,,3.0,87.0
25 ↓,"Schoenmakers, Ryan",7,5,7,14,2,1.0,,1.0,,1.0,1.0,1.0,2.0,1.0,,9.0,5.0,2.0,3.0,,,,69.0
12,"Sewell, Brad",10,3,14,24,1,1.0,,6.0,2.0,3.0,4.0,2.0,,1.0,2.0,13.0,12.0,1.0,1.0,,,,85.0
26,"Shiels, Liam",10,1,8,18,,1.0,,5.0,,1.0,6.0,2.0,,,,10.0,7.0,,,1.0,,,88.0
16,"Smith, Isaac",7,7,15,22,,,1.0,2.0,3.0,3.0,,3.0,,,,3.0,19.0,,,,1.0,1.0,79.0
24,"Stratton, Ben",9,4,11,20,,,,4.0,4.0,1.0,,2.0,1.0,2.0,,12.0,7.0,2.0,,9.0,1.0,,96.0
4,"Suckling, Matt",5,2,4,9,,,,2.0,,2.0,,2.0,,2.0,,,9.0,,,2.0,1.0,,81.0
37,"Whitecross, Brendan",18,9,7,25,1,,1.0,4.0,2.0,6.0,4.0,3.0,2.0,1.0,,7.0,19.0,,2.0,2.0,,3.0,84.0
11,"Young, Clinton",15,2,7,22,,2.0,1.0,2.0,3.0,9.0,3.0,3.0,3.0,1.0,,7.0,15.0,,,1.0,,1.0,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,88,193,397,17,14.0,37.0,56.0,32.0,62.0,46.0,37.0,17.0,17.0,5.0,155.0,243.0,11.0,15.0,53.0,5.0,14.0,
Opposition,Opposition,212,109,135,347,6,8.0,41.0,61.0,41.0,38.0,28.0,34.0,17.0,17.0,1.0,116.0,229.0,13.0,9.0,41.0,8.0,4.0,
