Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Bennett, Darren",8,6,1,9,6,,,,,,,,1.0,,,,,,,,,,
24,"Beveridge, Luke",9,1,6,15,2,,,4.0,,,,,1.0,,,,,,,,,,
30,"Bryce, Paul",11,7,6,17,,,,,,,,,1.0,,,,,,,,,,
4,"Campbell, Tony",17,4,3,20,,1.0,,,,,,,3.0,,,,,,,,,,
32,"Clark, Steven",7,1,2,9,,,,1.0,,,,,2.0,1.0,,,,,,,,,
48,"Cuthbertson, Darren",18,5,3,21,2,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
23,"Dyson, Kevin",9,3,7,16,2,,,,,,,,2.0,1.0,,,,,,,,,
25,"Eishold, Simon",8,4,6,14,2,1.0,,1.0,,,,,,4.0,,,,,,,,,
21,"Febey, Steven",20,5,4,24,,3.0,,2.0,,,,,1.0,1.0,,,,,,,,,
33,"Healy, Greg",8,3,2,10,1,3.0,,,,,,,,,,,,,,,,,
17,"Lovett, Brett",2,,4,6,,,,,,,,,,,,,,,,,,,
6,"Lovett, Glenn",14,1,3,17,1,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
1,"ODwyer, Steven",10,7,2,12,3,,14.0,,,,,,2.0,3.0,,,,,,,,,
7,"Owen, Rod",5,,,5,1,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
5,"Spalding, Earl",10,5,5,15,,,1.0,1.0,,,,,,6.0,,,,,,,,,
18,"Stretch, Steven",14,5,5,19,,1.0,,,,,,,2.0,,,,,,,,,,
11,"Stynes, Jim",9,4,5,14,,1.0,11.0,1.0,,,,,1.0,1.0,,,,,,,,,
12,"Viney, Todd",23,4,4,27,,2.0,1.0,2.0,,,,,1.0,2.0,,,,,,,,,
27,"Wight, Sean",11,4,7,18,,,,,,,,,1.0,1.0,,,,,,,,,
8,"Yeats, Graeme",8,2,2,10,1,,,1.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,221,71,77,298,21,19.0,27.0,18.0,,,,,24.0,25.0,,,,,,,,,
Opposition,Opposition,206,56,140,346,24,10.0,15.0,15.0,,,,,25.0,24.0,6.0,,,,,,,,
