Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Cunningham, Harry",11,2,7,18,3,,,4.0,3.0,3.0,2.0,3.0,2.0,1.0,,6.0,13.0,1.0,,,,,85.0
23,"Franklin, Lance",11,6,2,13,1,1.0,,2.0,,4.0,,2.0,1.0,,,2.0,11.0,1.0,2.0,,,1.0,88.0
37,"Goodes, Adam",5,4,10,15,1,,,2.0,,2.0,1.0,3.0,1.0,1.0,,7.0,9.0,,,1.0,,2.0,92.0
39,"Grundy, Heath",11,6,8,19,,,,,5.0,,,3.0,1.0,1.0,,6.0,11.0,1.0,,5.0,,,97.0
4,"Hannebery, Dan",17,4,15,32,1,,,5.0,1.0,8.0,9.0,1.0,1.0,1.0,,16.0,16.0,2.0,,,,,85.0
5,"Heeney, Isaac",11,8,6,17,2,,,3.0,,5.0,1.0,,,,,6.0,11.0,,1.0,2.0,,1.0,85.0
33,"Jack, Brandon",9,4,6,15,,1.0,,2.0,,5.0,4.0,4.0,,3.0,,8.0,9.0,1.0,1.0,1.0,,3.0,79.0
15 ↓,"Jack, Kieren",4,3,3,7,,,,1.0,,2.0,1.0,2.0,,,,3.0,5.0,,,2.0,,,18.0
32 ↑,"Jetta, Lewis",14,2,5,19,,,,2.0,3.0,5.0,1.0,1.0,,1.0,,1.0,16.0,,,,1.0,,67.0
10,"Jones, Zak",10,2,3,13,,,,2.0,4.0,3.0,,1.0,1.0,,,4.0,11.0,,,2.0,,,83.0
12,"Kennedy, Josh",16,3,15,31,2,1.0,,5.0,2.0,8.0,3.0,2.0,2.0,1.0,3.0,12.0,19.0,,1.0,,,1.0,87.0
11,"Laidler, Jeremy",13,4,9,22,,,,1.0,3.0,1.0,,5.0,1.0,3.0,,9.0,9.0,1.0,,4.0,,1.0,87.0
44,"Lloyd, Jake",13,10,7,20,,,,,1.0,1.0,2.0,3.0,,,,4.0,16.0,,,2.0,,1.0,92.0
6,"Mitchell, Tom",19,5,17,36,1,1.0,,12.0,1.0,5.0,7.0,3.0,2.0,,2.0,15.0,20.0,,,,,2.0,85.0
38,"Pyke, Mike",1,6,10,11,,,13.0,2.0,,1.0,,2.0,,2.0,,4.0,8.0,,,1.0,,,84.0
24,"Rampe, Dane",13,5,8,21,1,,,3.0,6.0,1.0,,1.0,1.0,,,7.0,14.0,,,6.0,3.0,,89.0
20,"Reid, Sam",12,11,13,25,3,3.0,2.0,4.0,1.0,1.0,1.0,4.0,,,1.0,10.0,14.0,3.0,5.0,1.0,,1.0,93.0
25,"Richards, Ted",2,,7,9,,,,1.0,1.0,,,,,,,3.0,6.0,,,9.0,1.0,,99.0
16,"Rohan, Gary",10,5,2,12,,,,1.0,1.0,5.0,,3.0,1.0,1.0,,5.0,8.0,1.0,,3.0,1.0,,59.0
2,"Shaw, Rhyce",13,8,10,23,,,,,1.0,3.0,,4.0,,2.0,,5.0,18.0,,1.0,1.0,,,79.0
8,"Tippett, Kurt",10,9,8,18,2,3.0,15.0,1.0,,2.0,5.0,,2.0,,,11.0,7.0,4.0,6.0,,,,78.0
22,"Towers, Dean",12,6,8,20,2,,,3.0,,5.0,,,1.0,,,7.0,13.0,,3.0,,2.0,1.0,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,237,113,179,416,19,13.0,30.0,56.0,33.0,70.0,37.0,47.0,17.0,17.0,6.0,151.0,264.0,15.0,20.0,40.0,8.0,14.0,
Opposition,Opposition,191,77,128,319,9,10.0,29.0,43.0,45.0,44.0,32.0,50.0,17.0,17.0,,137.0,179.0,6.0,6.0,45.0,5.0,4.0,
