Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",26y 210d,99 (51-0-48 51.52%),18 (0.18),←,
26,"Bickley, Mark",33y 335d,262 (133-0-129 50.76%),77 (0.29),←,
35,"Biglands, Rhett",25y 304d,65 (37-0-28 56.92%),22 (0.34),←,
10,"Bode, Matthew",24y 6d,65 (34-0-31 52.31%),53 (0.82),36 (23-0-13 63.89%),28 (0.78)
5,"Burns, Ronnie",30y 114d,142 (76-2-64 54.23%),253 (1.78),8 (5-0-3 62.50%),14 (1.75)
24,"Burton, Brett",25y 62d,75 (38-0-37 50.67%),104 (1.39),←,
2,"Carey, Wayne",32y 39d,252 (157-0-95 62.30%),687 (2.73),8 (5-0-3 62.50%),16 (2.00)
4,"Clarke, Matthew",29y 290d,192 (96-2-94 50.52%),28 (0.15),62 (34-0-28 54.84%),9 (0.15)
9,"Edwards, Tyson",26y 333d,165 (87-0-78 52.73%),102 (0.62),←,
34,"Hart, Ben",28y 361d,263 (135-1-127 51.52%),42 (0.16),←,
18,"Johncock, Graham",20y 257d,39 (25-0-14 64.10%),25 (0.64),←,
40,"Ladhams, Chris",22y 257d,41 (24-0-17 58.54%),29 (0.71),←,
3,"Massie, Kris",23y 36d,67 (41-0-26 61.19%),17 (0.25),24 (15-0-9 62.50%),5 (0.21)
16,"McGregor, Ken",22y 157d,65 (33-0-32 50.77%),28 (0.43),←,
23,"McLeod, Andrew",26y 335d,183 (96-0-87 52.46%),199 (1.09),←,
22,"Perrie, Ian",24y 87d,50 (27-0-23 54.00%),48 (0.96),←,
32,"Ricciuto, Mark",28y 27d,230 (114-1-115 49.78%),194 (0.84),←,
12,"Shirley, Robert",23y 26d,26 (12-0-14 46.15%),,←,
7,"Smart, Nigel",34y 45d,262 (134-1-127 51.34%),113 (0.43),←,
20,"Stenglein, Tyson",22y 354d,75 (43-0-32 57.33%),17 (0.23),←,
15,"Torney, Jason",26y 19d,132 (68-1-63 51.89%),21 (0.16),14 (9-0-5 64.29%),5 (0.36)
17,"Welsh, Scott",24y 210d,94 (56-0-38 59.57%),133 (1.41),58 (30-0-28 51.72%),103 (1.78)
Totals,Totals,26y 176d,2844 (1517-8-1319 53.34%),2210 (0.78),,
C,"Ayres, Gary",42y 280d,200 (111-1-88 55.75%),,84 (46-0-38 54.76%),
