Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Betts, Eddie",4,1.0,5,9,,2.0,,4.0,,1.0,,2.0,,,,5,3,,,,,1.0,88.0
41,"Casboult, Levi",9,5.0,5,14,,1.0,3.0,5.0,1.0,,1.0,3.0,2.0,1.0,,10,5,1.0,,1.0,,,88.0
9,"Cripps, Patrick",6,2.0,10,16,1.0,1.0,,5.0,1.0,2.0,6.0,2.0,2.0,,,12,4,1.0,1.0,2.0,,,91.0
28,"Cuningham, David",5,4.0,9,14,,1.0,,3.0,,3.0,1.0,1.0,,,,5,9,1.0,,2.0,3.0,,76.0
35,"Curnow, Ed",9,1.0,7,16,,,,7.0,1.0,3.0,5.0,1.0,1.0,,,11,6,,,,,,89.0
12,"De Koning, Tom",7,2.0,3,10,,,19.0,1.0,2.0,4.0,4.0,2.0,,1.0,,6,4,1.0,,2.0,,1.0,89.0
15,"Docherty, Sam",2,1.0,1,3,,,,,,,,1.0,,,,1,2,,,,,,17.0
25,"Fisher, Zac",5,,3,8,,1.0,,,,,1.0,,1.0,,,2,4,,,2.0,1.0,1.0,61.0
40,"Gibbons, Michael",10,5.0,7,17,,,,3.0,,5.0,2.0,2.0,1.0,,,5,12,,,1.0,,3.0,90.0
14,"Jones, Liam",11,5.0,1,12,,,,1.0,4.0,1.0,,1.0,,,,5,5,2.0,,16.0,,,93.0
11,"McGovern, Mitch",6,3.0,2,8,1.0,,,1.0,,3.0,,4.0,,,,6,2,2.0,1.0,,,1.0,84.0
10,"McKay, Harry",6,6.0,2,8,4.0,1.0,,2.0,,1.0,,1.0,,1.0,2.0,5,3,5.0,5.0,2.0,,,94.0
3,"Murphy, Marc",11,8.0,4,15,,,,2.0,2.0,1.0,3.0,1.0,,,,4,11,,1.0,1.0,,,72.0
32,"Newnes, Jack",8,7.0,6,14,,,,4.0,1.0,4.0,,1.0,1.0,1.0,,4,12,,,2.0,,,86.0
4,"OBrien, Lochie",5,2.0,2,7,1.0,,,2.0,1.0,,1.0,1.0,,1.0,,2,5,,1.0,,,,67.0
5,"Petrevski-Seton, Sam",12,4.0,3,15,,,,2.0,2.0,,,2.0,1.0,1.0,,6,12,,,,,,86.0
20,"Plowman, Lachie",8,4.0,4,12,,1.0,,4.0,1.0,2.0,,5.0,,1.0,,3,8,1.0,,1.0,,,94.0
43,"Setterfield, Will",10,2.0,6,16,1.0,,,9.0,1.0,4.0,4.0,2.0,3.0,,,8,8,1.0,,,,,81.0
6,"Simpson, Kade",16,6.0,3,19,,,,,4.0,6.0,1.0,3.0,1.0,2.0,,3,13,,,3.0,3.0,1.0,82.0
18,"Walsh, Sam",12,6.0,10,22,,,,6.0,1.0,4.0,3.0,4.0,,1.0,,5,17,,,,,,87.0
23,"Weitering, Jacob",9,4.0,2,11,,,,4.0,7.0,,,1.0,1.0,,,4,3,1.0,,14.0,,,100.0
31,"Williamson, Tom",5,4.0,2,7,,,,,2.0,,,2.0,,,,2,5,,,,,,83.0
Totals,Totals,176,82.0,97,273,8.0,8.0,22.0,65.0,31.0,44.0,32.0,42.0,14.0,10.0,2.0,114,153,16.0,9.0,49.0,7.0,8.0,
Opposition,Opposition,191,68.0,133,324,10.0,12.0,38.0,52.0,36.0,44.0,30.0,37.0,10.0,14.0,4.0,121,195,4.0,11.0,33.0,3.0,7.0,
