Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
30,"Atkins, Tom",27y 314d,101 (68-1-32 67.82%),15 (0.15),←,
46,"Blicavs, Mark",32y 123d,246 (163-3-80 66.87%),64 (0.26),←,
12,"Bowes, Jack",25y 184d,96 (28-2-66 30.21%),17 (0.18),13 (7-1-5 57.69%),3 (0.23)
4,"Bruhn, Tanner",21y 63d,46 (17-1-28 38.04%),19 (0.41),16 (6-1-9 40.63%),8 (0.50)
5,"Cameron, Jeremy",30y 119d,227 (115-3-109 51.32%),575 (2.53),56 (38-0-18 67.86%),148 (2.64)
45,"Close, Brad",24y 364d,73 (51-1-21 70.55%),62 (0.85),←,
35,"Dangerfield, Patrick",33y 115d,317 (189-2-126 59.94%),324 (1.02),163 (108-2-53 66.87%),161 (0.99)
16,"De Koning, Sam",22y 153d,39 (28-1-10 73.08%),1 (0.03),←,
22,"Duncan, Mitch",32y 49d,271 (194-2-75 71.96%),179 (0.66),←,
39,"Guthrie, Zach",25y 29d,73 (47-2-24 65.75%),8 (0.11),←,
26,"Hawkins, Tom",35y 8d,346 (244-3-99 70.95%),779 (2.25),←,
38,"Henry, Jack",24y 334d,117 (78-1-38 67.09%),24 (0.21),←,
36,"Henry, Oliver",21y,43 (23-1-19 54.65%),58 (1.35),18 (9-1-8 52.78%),30 (1.67)
9,"Holmes, Max",20y 334d,47 (31-1-15 67.02%),20 (0.43),←,
8,"Kolodjashnij, Jake",27y 354d,170 (113-3-54 67.35%),3 (0.02),←,
32,"Miers, Gryan",24y 121d,102 (68-1-33 67.16%),76 (0.75),←,
42,"OConnor, Mark",26y 193d,105 (70-0-35 66.67%),7 (0.07),←,
23,"Rohan, Gary",32y 52d,190 (129-2-59 68.42%),207 (1.09),84 (59-1-24 70.83%),111 (1.32)
7,"Smith, Isaac",34y 211d,276 (189-2-85 68.84%),203 (0.74),66 (45-1-20 68.94%),38 (0.58)
1,"Stanley, Rhys",32y 240d,193 (111-2-80 58.03%),105 (0.54),135 (90-2-43 67.41%),65 (0.48)
18,"Stengle, Tyson",24y 283d,56 (32-1-23 58.04%),90 (1.61),40 (27-1-12 68.75%),75 (1.88)
44,"Stewart, Tom",30y 136d,144 (96-1-47 67.01%),4 (0.03),←,
2,"Tuohy, Zach",33y 231d,267 (143-3-121 54.12%),92 (0.34),147 (95-2-50 65.31%),52 (0.35)
Totals,Totals,27y 365d,3545 (2227-39-1279 62.82%),2932 (0.83),,
C,"Scott, Chris",47y 87d,305 (209-3-93 69.02%),,←,
