Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
40,"Birss, Shane",4,2,6,10,1,1.0,,2.0,,,1.0,1.0,,1.0,,2.0,9.0,,1.0,,,,47.0
42,"Boyd, Matthew",9,3,10,19,1,,1.0,7.0,,4.0,2.0,,1.0,,,7.0,12.0,,,3.0,,1.0,87.0
17,"Cooney, Adam",5,4,6,11,2,,,3.0,4.0,1.0,1.0,4.0,,3.0,,3.0,8.0,,1.0,,7.0,,85.0
4,"Cross, Daniel",7,6,21,28,1,,3.0,4.0,,5.0,5.0,4.0,1.0,1.0,,8.0,20.0,,,2.0,,,90.0
10,"Eagleton, Nathan",15,3,14,29,1,1.0,,,1.0,10.0,4.0,4.0,2.0,,2.0,10.0,19.0,,,2.0,4.0,1.0,88.0
13,"Giansiracusa, Daniel",14,5,6,20,2,2.0,,,,3.0,3.0,1.0,2.0,1.0,,9.0,10.0,,1.0,1.0,2.0,3.0,90.0
9,"Gilbee, Lindsay",20,9,8,28,1,,,,10.0,4.0,1.0,3.0,2.0,,3.0,6.0,19.0,1.0,,3.0,2.0,1.0,100.0
3,"Grant, Chris",11,4,,11,6,,,2.0,3.0,,,2.0,2.0,1.0,1.0,2.0,8.0,,3.0,4.0,2.0,,95.0
16,"Griffen, Ryan",4,1,2,6,,,,1.0,1.0,1.0,,2.0,,2.0,,4.0,3.0,1.0,,3.0,1.0,1.0,67.0
8,"Hahn, Mitch",11,8,6,17,2,2.0,,1.0,,6.0,2.0,2.0,,1.0,,3.0,12.0,1.0,2.0,5.0,1.0,1.0,77.0
25,"Hargrave, Ryan",7,4,1,8,,1.0,,1.0,1.0,2.0,,,,,,,8.0,,,9.0,,,100.0
6,"Johnson, Brad",15,10,13,28,1,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,,11.0,19.0,,1.0,2.0,5.0,,93.0
36,"Lake, Brian",7,4,3,10,,,,1.0,4.0,,,1.0,1.0,,,5.0,4.0,1.0,,2.0,1.0,,100.0
23,"McMahon, Jordan",14,6,5,19,,,,1.0,4.0,6.0,,2.0,,1.0,,1.0,17.0,,,3.0,3.0,1.0,97.0
27,"Minson, Will",6,1,4,10,,,9.0,4.0,1.0,4.0,5.0,5.0,3.0,5.0,,9.0,2.0,1.0,,4.0,,,62.0
38,"Morris, Dale",4,2,4,8,,,,1.0,1.0,,1.0,2.0,1.0,2.0,,2.0,6.0,,,8.0,2.0,,100.0
2,"Murphy, Robert",14,7,4,18,1,1.0,,,1.0,3.0,,2.0,,,,3.0,16.0,,1.0,2.0,5.0,,91.0
30,"Robbins, Matthew",8,3,5,13,2,2.0,,2.0,,3.0,,3.0,,2.0,,3.0,9.0,,1.0,2.0,2.0,1.0,69.0
34,"Skipper, Wayde",3,1,1,4,,,,,,2.0,1.0,4.0,,2.0,,2.0,2.0,,,2.0,,,50.0
5,"Smith, Rohan",6,2,13,19,,1.0,,1.0,2.0,4.0,1.0,1.0,1.0,1.0,,7.0,12.0,,,2.0,6.0,3.0,84.0
31,"Street, Peter",2,2,5,7,,,11.0,2.0,,1.0,1.0,3.0,,1.0,,2.0,5.0,,,1.0,,,44.0
7,"West, Scott",6,3,26,32,,1.0,,1.0,,4.0,4.0,3.0,,,,14.0,18.0,,,1.0,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,90,163,355,21,14.0,25.0,36.0,35.0,66.0,34.0,51.0,17.0,25.0,6.0,113.0,238.0,5.0,11.0,61.0,43.0,13.0,
Opposition,Opposition,176,85,119,295,14,13.0,29.0,38.0,45.0,50.0,30.0,43.0,25.0,16.0,,113.0,183.0,12.0,16.0,54.0,30.0,7.0,
