Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
24,"Allan, Matthew",23y 59d,60 (33-0-27 55.00%),21 (0.35),←,
12,"Anstey, Jacob",20y 89d,12 (6-0-6 50.00%),5 (0.42),←,
29,"Beaumont, Simon",22y 134d,18 (11-0-7 61.11%),9 (0.50),←,
21,"Bradley, Craig",34y 185d,271 (166-2-103 61.62%),198 (0.73),←,
20,"Brown, Fraser",27y 251d,133 (77-1-55 58.27%),83 (0.62),←,
16,"Camporeale, Scott",22y 258d,64 (42-0-22 65.63%),44 (0.69),←,
34,"De Iulio, Ron",26y 11d,74 (44-0-30 59.46%),56 (0.76),←,
35,"Dean, Peter",33y 48d,240 (148-1-91 61.88%),39 (0.16),←,
45,"Franchina, Anthony",20y 197d,3 (1-0-2 33.33%),,←,
36,"Hamill, Aaron",20y 249d,28 (11-0-17 39.29%),17 (0.61),←,
33,"Hogg, Matthew",29y 126d,157 (83-3-71 53.82%),39 (0.25),98 (59-1-38 60.71%),35 (0.36)
27,"Hulme, Darren",20y 290d,13 (4-0-9 30.77%),2 (0.15),←,
43,"Koutoufides, Anthony",25y 98d,112 (68-1-43 61.16%),88 (0.79),←,
17,"Lock, Damien",19y 207d,5 (1-0-4 20.00%),,←,
22,"Manton, Glenn",24y 329d,81 (49-0-32 60.49%),24 (0.30),60 (38-0-22 63.33%),20 (0.33)
5,"McKay, Andrew",27y 286d,113 (72-1-40 64.16%),18 (0.16),←,
18,"Murphy, Justin",22y 2d,52 (30-0-22 57.69%),55 (1.06),40 (21-0-19 52.50%),46 (1.15)
11,"Porter, Mark",21y 197d,9 (3-0-6 33.33%),3 (0.33),←,
7,"Ratten, Brett",26y 289d,147 (87-0-60 59.18%),37 (0.25),←,
23,"Rice, Dean",30y 40d,158 (71-1-86 45.25%),72 (0.46),42 (26-0-16 61.90%),29 (0.69)
14,"Sexton, Michael",27y 52d,153 (94-1-58 61.76%),16 (0.10),←,
8,"Whitnall, Lance",18y 246d,23 (10-0-13 43.48%),26 (1.13),←,
Totals,Totals,24y 282d,1926 (1111-11-804 57.68%),852 (0.44),,
C,"Parkin, David",55y 226d,450 (267-2-181 59.56%),,287 (180-2-105 63.07%),
