Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
7,"Cunningham, Harry",24y 135d,86 (59-0-27 68.60%),44 (0.51),←,
13,"Florent, Oliver",19y 272d,14 (7-0-7 50.00%),6 (0.43),←,
23,"Franklin, Lance",31y 80d,276 (176-1-99 63.95%),878 (3.18),94 (67-0-27 71.28%),298 (3.17)
39,"Grundy, Heath",31y 322d,242 (153-2-87 63.64%),23 (0.10),←,
4,"Hannebery, Dan",27y 55d,197 (128-2-67 65.48%),94 (0.48),←,
9,"Hayward, Will",19y 176d,22 (13-0-9 59.09%),27 (1.23),←,
5,"Heeney, Isaac",21y 350d,63 (45-0-18 71.43%),66 (1.05),←,
29,"Hewett, George",22y 112d,53 (37-0-16 69.81%),29 (0.55),←,
15,"Jack, Kieren",30y 296d,234 (147-3-84 63.46%),156 (0.67),←,
10,"Jones, Zak",23y 36d,57 (35-0-22 61.40%),16 (0.28),←,
12,"Kennedy, Josh",29y 304d,209 (135-2-72 65.07%),133 (0.64),196 (130-2-64 66.84%),129 (0.66)
44,"Lloyd, Jake",24y 212d,97 (69-0-28 71.13%),24 (0.25),←,
31,"Marsh, Harrison",24y 97d,17 (9-0-8 52.94%),,←,
3,"McVeigh, Jarrad",33y 13d,305 (191-4-110 63.28%),199 (0.65),←,
14,"Mills, Callum",21y 18d,51 (33-0-18 64.71%),2 (0.04),←,
11,"Papley, Tom",21y 281d,45 (32-0-13 71.11%),64 (1.42),←,
26,"Parker, Luke",25y 177d,156 (105-1-50 67.63%),123 (0.79),←,
24,"Rampe, Dane",27y 322d,120 (84-1-35 70.42%),6 (0.05),←,
16,"Rohan, Gary",26y 317d,98 (64-1-33 65.82%),93 (0.95),←,
18,"Sinclair, Callum",28y 209d,69 (49-1-19 71.74%),45 (0.65),40 (27-0-13 67.50%),27 (0.68)
40,"Smith, Nick",29y 312d,196 (125-2-69 64.29%),10 (0.05),←,
22,"Towers, Dean",27y 351d,54 (39-0-15 72.22%),30 (0.56),←,
Totals,Totals,26y 20d,2661 (1735-20-906 65.20%),2068 (0.78),,
C,"Longmire, John",47y 110d,178 (120-2-56 67.98%),,←,
