Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Alvin, Tom",31y 143d,196 (116-2-78 59.69%),81 (0.41),←,
25,"Athorn, Mark",25y 308d,82 (39-2-41 48.78%),17 (0.21),29 (20-1-8 70.69%),6 (0.21)
21,"Bradley, Craig",29y 323d,179 (107-2-70 60.34%),138 (0.77),←,
20,"Brown, Fraser",23y 24d,65 (34-1-30 53.08%),35 (0.54),←,
39,"Christou, Ang",21y 238d,23 (16-1-6 71.74%),7 (0.30),←,
34,"De Iulio, Ron",21y 149d,31 (21-0-10 67.74%),45 (1.45),←,
12,"Gleeson, Adrian",26y 134d,142 (87-2-53 61.97%),141 (0.99),←,
13,"Hanna, Mil",27y 159d,127 (68-2-57 54.33%),49 (0.39),←,
17,"Heaver, Brent",22y 88d,36 (25-1-10 70.83%),65 (1.81),24 (16-1-7 68.75%),53 (2.21)
33,"Hogg, Matthew",24y 264d,94 (47-3-44 51.60%),14 (0.15),35 (23-1-11 67.14%),10 (0.29)
4,"Kernahan, Stephen",30y 10d,175 (105-2-68 60.57%),507 (2.90),←,
44,"Madden, Justin",32y 103d,261 (160-2-99 61.69%),161 (0.62),216 (130-2-84 60.65%),141 (0.65)
5,"McKay, Andrew",23y 59d,22 (15-1-6 70.45%),7 (0.32),←,
7,"Ratten, Brett",22y 62d,60 (34-0-26 56.67%),8 (0.13),←,
14,"Sexton, Michael",22y 190d,57 (32-1-24 57.02%),5 (0.09),←,
9,"Sholl, Brett",22y 4d,30 (20-1-9 68.33%),8 (0.27),←,
1,"Silvagni, Stephen",26y 103d,139 (88-1-50 63.67%),110 (0.79),←,
11,"Spalding, Earl",28y 184d,151 (98-1-52 65.23%),105 (0.70),42 (28-1-13 67.86%),42 (1.00)
38,"Welsh, Rohan",22y 339d,29 (18-1-10 63.79%),48 (1.66),←,
2,"Williams, Greg",29y 346d,179 (101-1-77 56.70%),150 (0.84),38 (25-1-12 67.11%),22 (0.58)
Totals,Totals,25y 253d,2078 (1231-27-820 59.24%),1701 (0.82),,
C,"Parkin, David",50y 364d,349 (203-2-144 58.45%),,186 (116-2-68 62.90%),
