Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Ablett, Luke",5,2,8,13,,,,,1.0,3.0,2.0,4.0,,,2.0,6.0,7.0,1.0,,,,,85.0
27,"Ball, Jason",3,2,3,6,,1.0,14.0,2.0,1.0,1.0,,,,,,2.0,4.0,,,1.0,,,46.0
21,"Barry, Leo",9,5,5,14,,,,1.0,8.0,,,1.0,,,,2.0,12.0,,,1.0,6.0,,100.0
42,"Bevan, Paul",7,3,2,9,1,,,2.0,,2.0,,4.0,1.0,2.0,,3.0,5.0,,,,,,59.0
6,"Bolton, Craig",18,9,7,25,,,,,4.0,3.0,1.0,2.0,,,,5.0,19.0,,,4.0,4.0,,100.0
24,"Bolton, Jude",7,2,12,19,,,1.0,4.0,,1.0,4.0,4.0,1.0,1.0,,9.0,9.0,,,3.0,2.0,1.0,77.0
32,"Buchanan, Amon",7,5,8,15,1,2.0,,3.0,2.0,4.0,2.0,1.0,,,,5.0,11.0,,,4.0,4.0,,76.0
28,"Crouch, Jared",2,,10,12,1,,,1.0,,1.0,2.0,4.0,,4.0,,7.0,5.0,,,2.0,4.0,,89.0
2,"Davis, Nick",8,7,2,10,1,2.0,,,1.0,1.0,,,,,,2.0,7.0,1.0,3.0,,,,91.0
37,"Goodes, Adam",10,5,2,12,,1.0,2.0,1.0,,3.0,,2.0,,,,4.0,7.0,1.0,,2.0,3.0,,93.0
1,"Hall, Barry",13,10,,13,1,3.0,,,,5.0,,2.0,,2.0,,4.0,9.0,2.0,3.0,3.0,,,100.0
16,"Jolly, Darren",2,1,1,3,1,1.0,19.0,,,,,6.0,1.0,5.0,,2.0,4.0,,1.0,2.0,,,80.0
17,"Kennelly, Tadhg",5,2,3,8,,,,,4.0,1.0,1.0,2.0,,2.0,,3.0,4.0,,,3.0,,,100.0
31,"Kirk, Brett",8,1,13,21,1,,,1.0,2.0,2.0,3.0,1.0,2.0,1.0,,8.0,15.0,,,2.0,,,86.0
4,"Mathews, Ben",7,4,6,13,,,,,1.0,2.0,,3.0,,1.0,,2.0,11.0,1.0,,,,,90.0
11,"Maxfield, Stuart",7,1,1,8,,,,1.0,2.0,3.0,,3.0,1.0,1.0,,1.0,6.0,,,,1.0,,57.0
3,"McVeigh, Jarrad",7,4,4,11,,,,1.0,,2.0,,1.0,,1.0,,2.0,10.0,,,,1.0,,59.0
23,"Nicks, Matthew",10,6,8,18,,1.0,,2.0,3.0,1.0,1.0,4.0,3.0,1.0,,7.0,11.0,1.0,2.0,2.0,3.0,,90.0
5,"OKeefe, Ryan",4,2,,4,,1.0,,,,,,1.0,,1.0,,1.0,3.0,,1.0,,,,79.0
30,"Roberts-Thomson, Lewis",4,4,4,8,,,,,2.0,1.0,,2.0,,1.0,,1.0,7.0,,,5.0,1.0,,91.0
13,"Schneider, Adam",7,4,4,11,,2.0,,3.0,3.0,2.0,1.0,,1.0,,,5.0,6.0,,1.0,,2.0,,62.0
10,"Williams, Paul",8,2,8,16,,1.0,,1.0,1.0,1.0,2.0,,,,,8.0,6.0,,,1.0,,1.0,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,158,81,111,269,7,17.0,36.0,23.0,35.0,39.0,19.0,47.0,10.0,23.0,2.0,89.0,178.0,7.0,11.0,35.0,31.0,2.0,
Opposition,Opposition,198,101,80,278,12,10.0,22.0,43.0,33.0,41.0,32.0,35.0,23.0,10.0,4.0,96.0,172.0,7.0,11.0,45.0,9.0,8.0,
