Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Alvin, Tom",31y 157d,197 (116-2-79 59.39%),82 (0.42),←,
25,"Athorn, Mark",25y 322d,83 (39-2-42 48.19%),17 (0.20),30 (20-1-9 68.33%),6 (0.20)
21,"Bradley, Craig",29y 337d,180 (107-2-71 60.00%),139 (0.77),←,
20,"Brown, Fraser",23y 38d,66 (34-1-31 52.27%),35 (0.53),←,
39,"Christou, Ang",21y 252d,24 (16-1-7 68.75%),7 (0.29),←,
12,"Gleeson, Adrian",26y 148d,143 (87-2-54 61.54%),141 (0.99),←,
13,"Hanna, Mil",27y 173d,128 (68-2-58 53.91%),49 (0.38),←,
17,"Heaver, Brent",22y 102d,37 (25-1-11 68.92%),66 (1.78),25 (16-1-8 66.00%),54 (2.16)
33,"Hogg, Matthew",24y 278d,95 (47-3-45 51.05%),14 (0.15),36 (23-1-12 65.28%),10 (0.28)
4,"Kernahan, Stephen",30y 24d,176 (105-2-69 60.23%),514 (2.92),←,
44,"Madden, Justin",32y 117d,262 (160-2-100 61.45%),161 (0.61),217 (130-2-85 60.37%),141 (0.65)
5,"McKay, Andrew",23y 73d,23 (15-1-7 67.39%),7 (0.30),←,
22,"Powell, Tim",25y 164d,73 (24-0-49 32.88%),50 (0.68),9 (6-0-3 66.67%),10 (1.11)
7,"Ratten, Brett",22y 76d,61 (34-0-27 55.74%),8 (0.13),←,
14,"Sexton, Michael",22y 204d,58 (32-1-25 56.03%),5 (0.09),←,
9,"Sholl, Brett",22y 18d,31 (20-1-10 66.13%),8 (0.26),←,
1,"Silvagni, Stephen",26y 117d,140 (88-1-51 63.21%),110 (0.79),←,
11,"Spalding, Earl",28y 198d,152 (98-1-53 64.80%),105 (0.69),43 (28-1-14 66.28%),42 (0.98)
38,"Welsh, Rohan",22y 353d,30 (18-1-11 61.67%),50 (1.67),←,
2,"Williams, Greg",29y 360d,180 (101-1-78 56.39%),151 (0.84),39 (25-1-13 65.38%),23 (0.59)
Totals,Totals,25y 340d,2139 (1234-27-878 57.69%),1719 (0.80),,
C,"Parkin, David",51y 13d,350 (203-2-145 58.29%),,187 (116-2-69 62.57%),
