St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Armitage, David",14,1,10,24,1,,,5.0,1.0,4.0,6.0,5.0,1.0,3.0,,9.0,14.0,,,4.0,2.0,,80.0
26,"Dal Santo, Nick",11,2,17,28,,,1.0,3.0,1.0,1.0,5.0,4.0,,1.0,,10.0,18.0,,,2.0,3.0,,86.0
24,"Dempster, Sean",11,7,8,19,1,,,2.0,2.0,2.0,,2.0,1.0,,,3.0,15.0,1.0,,3.0,,1.0,94.0
8,"Dennis-Lane, Trent",3,4,10,13,1,,,4.0,,2.0,,3.0,,2.0,,6.0,7.0,,,2.0,,1.0,91.0
38,"Dunell, Sam",11,8,6,17,,2.0,,4.0,,1.0,1.0,3.0,,1.0,,8.0,8.0,2.0,3.0,3.0,,1.0,82.0
14,"Geary, Jarryn",15,5,12,27,1,,,3.0,5.0,2.0,,,1.0,,,4.0,22.0,1.0,1.0,,3.0,,90.0
33,"Gwilt, James",15,9,7,22,,,,,7.0,1.0,,4.0,,2.0,,4.0,18.0,,,3.0,,,88.0
4,"Jones, Clinton",5,2,6,11,1,,,3.0,1.0,1.0,,,2.0,,,6.0,7.0,,,1.0,1.0,,77.0
23,"Koschitzke, Justin",4,2,3,7,2,1.0,5.0,1.0,,,,2.0,3.0,2.0,,7.0,2.0,1.0,2.0,1.0,,,83.0
5 ↓,"McEvoy, Ben",3,1,3,6,,,11.0,,1.0,,1.0,,1.0,,,4.0,3.0,,,1.0,1.0,,39.0
32,"Milera, Terry",11,7,12,23,1,,,1.0,,3.0,2.0,2.0,,,,7.0,16.0,,1.0,1.0,,4.0,84.0
11,"Montagna, Leigh",20,9,15,35,1,,,5.0,3.0,7.0,7.0,4.0,3.0,,3.0,15.0,19.0,,,,1.0,,90.0
30,"Murdoch, Brodie",6,3,5,11,,,,3.0,,1.0,,2.0,,1.0,,9.0,2.0,3.0,,,,1.0,74.0
16,"Newnes, Jack",13,5,7,20,,,,2.0,2.0,,,3.0,1.0,1.0,,3.0,16.0,,,,,1.0,90.0
22,"Ray, Farren",16,7,13,29,2,,,1.0,2.0,5.0,3.0,1.0,1.0,1.0,,11.0,21.0,1.0,1.0,4.0,3.0,,84.0
12,"Riewoldt, Nick",16,10,5,21,3,1.0,,2.0,,2.0,,2.0,2.0,1.0,,3.0,17.0,,4.0,,,,94.0
17,"Roberton, Dylan",11,7,2,13,,1.0,,1.0,4.0,2.0,,2.0,,1.0,,5.0,9.0,2.0,1.0,6.0,,,88.0
6,"Ross, Sebastian",7,3,11,18,1,,,2.0,2.0,,4.0,5.0,,2.0,,7.0,11.0,,1.0,,,,73.0
31,"Simpkin, Tom",4,3,5,9,,,,1.0,,1.0,1.0,2.0,,1.0,,2.0,7.0,1.0,,9.0,,,91.0
28,"Stanley, Rhys",3,,5,8,1,,10.0,1.0,1.0,1.0,3.0,5.0,,3.0,,4.0,3.0,,,1.0,,,91.0
3,"Steven, Jack",18,1,12,30,,,1.0,2.0,1.0,9.0,9.0,,,,1.0,10.0,18.0,,,,1.0,1.0,85.0
29 ↑,"Webster, Jimmy",4,3,5,9,,,,1.0,1.0,,,,,,,1.0,9.0,,,,,,46.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,221,99,179,400,16,8.0,28.0,47.0,34.0,45.0,42.0,51.0,16.0,22.0,4.0,138.0,262.0,12.0,14.0,41.0,15.0,10.0,
Opposition,Opposition,205,108,161,366,10,9.0,41.0,47.0,27.0,46.0,29.0,54.0,22.0,16.0,2.0,120.0,244.0,9.0,9.0,46.0,10.0,7.0,
