Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Bruce, Cameron",4,2,4,8,,,,,,3.0,2.0,1.0,,,,5.0,2.0,,,1.0,,,84.0
9,"Burgoyne, Shaun",10,5,6,16,,,,1.0,1.0,2.0,5.0,1.0,1.0,1.0,,7.0,10.0,,,4.0,,,85.0
13,"Cheney, Kyle",2,4,3,5,,,,5.0,1.0,1.0,,2.0,,2.0,,1.0,4.0,,,5.0,,,71.0
23,"Franklin, Lance",13,4,6,19,1,6.0,,5.0,,3.0,,7.0,2.0,7.0,,11.0,8.0,1.0,3.0,1.0,,1.0,87.0
6,"Gibson, Josh",9,4,3,12,,,,2.0,2.0,1.0,,2.0,1.0,,,3.0,8.0,,,12.0,,,100.0
18,"Guerra, Brent",14,5,4,18,,,,3.0,7.0,2.0,,1.0,2.0,,,4.0,10.0,,,2.0,1.0,,80.0
19,"Gunston, Jack",4,2,4,8,,1.0,,2.0,,2.0,1.0,,2.0,,,7.0,2.0,,,2.0,,,82.0
20 ↓,"Hale, David",4,2,7,11,,,10.0,4.0,,2.0,,2.0,1.0,2.0,,6.0,6.0,,,2.0,,,70.0
32 ↑,"Hill, Bradley",1,,1,2,,,,1.0,,,,1.0,,,,2.0,,,,,,,20.0
3,"Lewis, Jordan",15,7,11,26,1,,,2.0,3.0,4.0,3.0,3.0,2.0,1.0,,5.0,21.0,,1.0,1.0,,,88.0
5,"Mitchell, Sam",16,6,13,29,,1.0,,9.0,5.0,4.0,6.0,5.0,2.0,3.0,1.0,14.0,16.0,,,1.0,1.0,,91.0
7,"Osborne, Michael",9,2,5,14,1,3.0,,3.0,,2.0,,5.0,2.0,4.0,,5.0,8.0,,,2.0,1.0,,79.0
33,"Rioli, Cyril",9,3,3,12,2,1.0,,4.0,,1.0,,1.0,,1.0,,4.0,8.0,1.0,1.0,1.0,,,88.0
2,"Roughead, Jarryd",9,4,2,11,,,14.0,5.0,,3.0,3.0,3.0,1.0,3.0,,5.0,5.0,1.0,,2.0,,,86.0
21,"Savage, Shane",9,4,3,12,,,,8.0,,2.0,,4.0,1.0,1.0,,4.0,8.0,1.0,,2.0,,,81.0
25,"Schoenmakers, Ryan",4,3,4,8,,,,2.0,1.0,1.0,1.0,2.0,,2.0,,5.0,3.0,,,4.0,,,100.0
12,"Sewell, Brad",13,2,12,25,,1.0,,6.0,1.0,6.0,6.0,2.0,1.0,1.0,,13.0,11.0,,,1.0,,,85.0
26,"Shiels, Liam",8,3,7,15,,1.0,,4.0,,5.0,3.0,3.0,,1.0,,4.0,10.0,,,1.0,,,66.0
24,"Stratton, Ben",9,4,3,12,,,,4.0,1.0,3.0,1.0,3.0,3.0,2.0,,8.0,4.0,1.0,,3.0,,,92.0
4,"Suckling, Matt",17,5,4,21,,1.0,,4.0,4.0,6.0,1.0,1.0,2.0,,,9.0,11.0,1.0,,1.0,,,82.0
37,"Whitecross, Brendan",8,1,4,12,,,2.0,1.0,3.0,3.0,1.0,1.0,,,,5.0,6.0,,,5.0,,,83.0
11,"Young, Clinton",6,,2,8,,,,6.0,1.0,,2.0,2.0,,1.0,,3.0,5.0,,,5.0,,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,72,111,304,5,16.0,26.0,81.0,30.0,56.0,35.0,52.0,23.0,32.0,1.0,130.0,166.0,6.0,5.0,58.0,3.0,1.0,
Opposition,Opposition,213,94,141,354,5,21.0,49.0,48.0,45.0,45.0,39.0,45.0,33.0,23.0,5.0,143.0,206.0,15.0,7.0,41.0,5.0,3.0,
