Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Adcock, Jed",8,2,4,12,,,,5.0,3.0,1.0,,1.0,2.0,1.0,,4.0,7.0,,,,,,92.0
17 ↑,"Beams, Claye",6,3,3,9,1,,,2.0,,3.0,,1.0,,,,1.0,8.0,,1.0,,,,37.0
8,"Bewick, Rohan",10,,2,12,,1.0,2.0,3.0,,5.0,3.0,2.0,1.0,2.0,,9.0,3.0,,,1.0,,1.0,80.0
16,"Brown, Jonathan",6,3,5,11,1,1.0,,1.0,,3.0,,5.0,2.0,4.0,,6.0,5.0,1.0,2.0,,,,89.0
44,"Cornelius, Aaron",6,4,4,10,1,3.0,,1.0,,1.0,,3.0,1.0,1.0,,6.0,4.0,1.0,2.0,2.0,,,81.0
41,"Golby, Mitch",9,4,13,22,,,,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,7.0,12.0,1.0,,4.0,,,95.0
6,"Green, Josh",9,,6,15,,1.0,,6.0,2.0,3.0,4.0,1.0,,,,11.0,4.0,,,,,1.0,81.0
11,"Hanley, Pearce",14,3,8,22,,,,5.0,3.0,4.0,,5.0,,,,5.0,18.0,,1.0,3.0,5.0,,84.0
28,"Karnezis, Patrick",7,5,12,19,,1.0,,2.0,1.0,3.0,,2.0,,1.0,,7.0,12.0,,1.0,1.0,,,80.0
5,"Longer, Billy",2,1,5,7,,,21.0,3.0,,2.0,2.0,3.0,2.0,3.0,,5.0,2.0,1.0,,3.0,,,79.0
36 ↓,"Maguire, Matt",3,2,2,5,,,,2.0,3.0,,,1.0,1.0,1.0,,3.0,2.0,1.0,,5.0,,,46.0
12,"Martin, Stefan",5,2,4,9,1,1.0,9.0,1.0,,2.0,,2.0,1.0,1.0,,6.0,3.0,1.0,2.0,3.0,,1.0,82.0
9,"McGrath, Ashley",4,2,4,8,,1.0,,3.0,1.0,,1.0,,1.0,,,3.0,5.0,,1.0,1.0,1.0,,91.0
21,"Merrett, Daniel",12,6,6,18,,,,2.0,8.0,,,3.0,2.0,1.0,,7.0,11.0,,,7.0,1.0,,98.0
3,"Moloney, Brent",13,5,10,23,1,,,5.0,,7.0,8.0,3.0,2.0,2.0,,13.0,10.0,1.0,,,2.0,,82.0
24,"Patfull, Joel",6,3,6,12,,,,4.0,3.0,,,2.0,2.0,2.0,,4.0,8.0,,,9.0,,,94.0
31,"Polkinghorne, James",4,1,2,6,,1.0,1.0,1.0,1.0,,,2.0,,,,2.0,4.0,,,,,,85.0
30,"Redden, Jack",5,1,10,15,1,1.0,,10.0,,1.0,3.0,6.0,1.0,2.0,,7.0,8.0,,,1.0,,,88.0
10,"Rich, Daniel",5,1,3,8,1,1.0,,3.0,,4.0,3.0,,3.0,,,6.0,4.0,,,,,2.0,81.0
38,"Rockliff, Tom",15,4,18,33,,,1.0,5.0,2.0,4.0,4.0,1.0,,,,7.0,25.0,,,1.0,,,82.0
26,"Yeo, Elliot",9,1,7,16,,,,3.0,3.0,,1.0,3.0,1.0,1.0,,10.0,5.0,,,6.0,1.0,,92.0
15,"Zorko, Dayne",10,1,2,12,,2.0,,4.0,1.0,2.0,4.0,2.0,3.0,2.0,,7.0,5.0,,1.0,3.0,,,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,168,54,136,304,7,17.0,34.0,73.0,33.0,47.0,34.0,50.0,26.0,25.0,,136.0,165.0,7.0,11.0,50.0,10.0,5.0,
Opposition,Opposition,245,116,135,380,19,13.0,39.0,71.0,35.0,55.0,42.0,43.0,25.0,26.0,6.0,146.0,239.0,11.0,13.0,58.0,6.0,13.0,
