Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
7,"Allan, Ben",28y 186d,132 (75-0-57 56.82%),93 (0.70),34 (13-0-21 38.24%),21 (0.62)
44,"Bandy, Daniel",21y 152d,20 (8-0-12 40.00%),19 (0.95),←,
21,"Black, Heath",17y 326d,1 (0-0-1 0.00%),,←,
42,"Callaghan, Craig",21y 41d,31 (8-0-23 25.81%),14 (0.45),←,
31,"Clement, James",20y 227d,16 (5-0-11 31.25%),1 (0.06),←,
30,"Delaney, Tony",21y 113d,36 (13-1-22 37.50%),18 (0.50),21 (8-0-13 38.10%),9 (0.43)
37,"Gale, Mark",20y 347d,6 (2-0-4 33.33%),3 (0.50),←,
3,"Harding, Greg",20y 214d,22 (8-0-14 36.36%),,←,
16,"Hynes, David",30y 19d,86 (56-1-29 65.70%),59 (0.69),13 (4-0-9 30.77%),4 (0.31)
11,"Kickett, Dale",28y 350d,91 (40-0-51 43.96%),47 (0.52),45 (17-0-28 37.78%),7 (0.16)
28,"Koops, Steven",18y 269d,9 (3-0-6 33.33%),9 (1.00),←,
36,"Leach, Quenton",24y 242d,36 (13-0-23 36.11%),15 (0.42),←,
43,"McGovern, Andrew",29y 12d,47 (15-1-31 32.98%),8 (0.17),27 (11-0-16 40.74%),1 (0.04)
45,"Mitchell, Gavin",24y 112d,25 (9-0-16 36.00%),12 (0.48),←,
25,"Norrish, Jason",25y 83d,58 (26-0-32 44.83%),7 (0.12),38 (14-0-24 36.84%),5 (0.13)
10,"OReilly, Stephen",24y 161d,82 (36-0-46 43.90%),9 (0.11),46 (15-0-31 32.61%),4 (0.09)
5,"Parker, Daniel",22y 329d,5 (2-0-3 40.00%),8 (1.60),←,
23,"Parker, Shane",24y 60d,27 (10-0-17 37.04%),3 (0.11),←,
1,"Toia, Luke",19y 147d,15 (5-0-10 33.33%),12 (0.80),←,
26,"Waterhouse, Clive",22y 300d,12 (4-0-8 33.33%),11 (0.92),←,
34,"White, Jeff",20y 59d,23 (9-0-14 39.13%),16 (0.70),←,
Totals,Totals,23y 74d,780 (347-3-430 44.49%),364 (0.47),,
C,"Neesham, Gerard",42y 129d,48 (17-0-31 35.42%),,←,
