Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
19,"Bishop, Matthew",30y 20d,129 (81-1-47 63.18%),7 (0.05),111 (74-1-36 67.12%),3 (0.03)
20,"Brogan, Dean",26y 229d,62 (45-1-16 73.39%),25 (0.40),←,
7,"Burgoyne, Peter",27y 183d,169 (99-3-67 59.47%),167 (0.99),←,
8,"Burgoyne, Shaun",22y 283d,76 (59-0-17 77.63%),82 (1.08),←,
25,"Cassisi, Domenic",22y 312d,61 (43-1-17 71.31%),24 (0.39),←,
35,"Cornes, Chad",25y 261d,136 (88-1-47 65.07%),112 (0.82),←,
18,"Cornes, Kane",22y 207d,87 (60-1-26 69.54%),45 (0.52),←,
17,"Dew, Stuart",25y 347d,154 (90-3-61 59.42%),222 (1.44),←,
10,"Francou, Josh",30y 358d,151 (78-4-69 52.98%),71 (0.47),←,
32,"Gilham, Stephen",20y 332d,1 (0-0-1 0.00%),,←,
38,"James, Roger",29y 283d,147 (91-3-53 62.93%),87 (0.59),←,
29,"Kingsley, Adam",29y 345d,160 (93-3-64 59.06%),43 (0.27),←,
5,"Lade, Brendon",29y 21d,142 (83-3-56 59.51%),119 (0.84),←,
22,"Mahoney, Josh",27y 273d,61 (31-0-30 50.82%),43 (0.70),31 (21-0-10 67.74%),33 (1.06)
3,"Montgomery, Brett",32y 60d,180 (114-3-63 64.17%),101 (0.56),120 (74-2-44 62.50%),47 (0.39)
41,"Pearce, Danyle",19y 115d,1 (0-0-1 0.00%),2 (2.00),←,
36,"Pettigrew, Michael",20y 137d,10 (5-0-5 50.00%),6 (0.60),←,
16,"Tredrea, Warren",26y 219d,173 (104-2-67 60.69%),397 (2.29),←,
2,"Wakelin, Darryl",30y 354d,220 (125-2-93 57.27%),12 (0.05),105 (72-1-32 69.05%),4 (0.04)
4,"Wanganeen, Gavin",32y 43d,293 (175-6-112 60.75%),195 (0.67),166 (102-3-61 62.35%),132 (0.80)
24,"White, Damon",21y 349d,15 (8-1-6 56.67%),13 (0.87),←,
21,"Wilson, Michael",28y 252d,147 (79-4-64 55.10%),44 (0.30),←,
Totals,Totals,26y 210d,2575 (1551-42-982 60.23%),1817 (0.71),,
C,"Williams, Mark",46y 344d,161 (100-2-59 62.73%),,←,
