Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Bode, Matthew",9,1,5,14,1,1.0,,2.0,,2.0,3.0,1.0,,,,7.0,7.0,,,2.0,,,
5,"Bond, Shane",12,9,11,23,,1.0,,1.0,3.0,1.0,3.0,1.0,2.0,,3.0,8.0,17.0,1.0,,1.0,,,
3,"Breuer, Shayne",9,3,3,12,,4.0,3.0,1.0,,5.0,4.0,,,1.0,2.0,12.0,2.0,2.0,1.0,1.0,,,
26,"Burgoyne, Peter",7,2,5,12,,,,1.0,,2.0,2.0,1.0,1.0,,,4.0,8.0,,2.0,2.0,1.0,,
7,"Chalmers, Brett",2,2,4,6,,,16.0,1.0,,4.0,3.0,,,,,5.0,1.0,2.0,,,,,
28,"Daniels, Stephen",3,3,2,5,,,1.0,,3.0,,,,,1.0,,3.0,2.0,1.0,,2.0,,,
37,"Dew, Stuart",4,1,,4,,,,,,,,1.0,1.0,1.0,,1.0,2.0,1.0,,,,,
8,"Francis, Fabian",10,3,4,14,,,,,,2.0,,3.0,1.0,2.0,,2.0,11.0,,,,,,
10,"Francou, Josh",7,1,10,17,,,,2.0,,1.0,9.0,2.0,,4.0,,9.0,8.0,,,,1.0,,
31,"French, Barnaby",2,,5,7,,,4.0,,,,8.0,1.0,2.0,1.0,,8.0,1.0,,,,,,
18,"Harwood, Mark",5,2,2,7,2,,1.0,,,2.0,,,,,,6.0,2.0,2.0,1.0,,2.0,,
38,"James, Roger",10,4,1,11,2,,,,,1.0,2.0,,,,,6.0,5.0,,1.0,,,,
29,"Kingsley, Adam",3,,1,4,,1.0,,2.0,,2.0,2.0,1.0,2.0,,,5.0,1.0,,,1.0,,,
20,"Lade, Brendon",11,9,5,16,,,9.0,,3.0,2.0,2.0,1.0,,1.0,,7.0,9.0,3.0,,,,,
9,"Lyle, Brayden",7,3,6,13,1,,1.0,1.0,,2.0,1.0,,,1.0,,4.0,8.0,,,,,,
33,"Mead, Darren",13,6,3,16,,,1.0,1.0,4.0,2.0,1.0,4.0,3.0,1.0,,6.0,10.0,,,,,,
14,"Paxman, Stephen",4,3,,4,,,,1.0,2.0,,,,1.0,,,1.0,3.0,,,,,,
6,"Schofield, Jarrad",8,3,2,10,2,,,,,3.0,2.0,,,,,2.0,8.0,,1.0,,,,
34,"Steinberner, Nathan",9,,2,11,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,8.0,,,,,,
36,"Stevens, Nick",17,4,3,20,,1.0,,,4.0,8.0,,2.0,2.0,,,5.0,15.0,1.0,,,3.0,,
16,"Tredrea, Warren",8,4,3,11,2,2.0,2.0,1.0,,1.0,3.0,1.0,2.0,,,8.0,4.0,1.0,2.0,2.0,,,
15,"Wilson, Michael",3,,7,10,,,,3.0,1.0,3.0,2.0,2.0,1.0,2.0,,6.0,4.0,,,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,163,63,84,247,10,12.0,38.0,19.0,21.0,44.0,48.0,22.0,19.0,16.0,5.0,118.0,136.0,14.0,8.0,12.0,7.0,,
Opposition,Opposition,172,69,102,274,9,10.0,16.0,29.0,30.0,36.0,37.0,23.0,16.0,19.0,1.0,113.0,143.0,17.0,10.0,8.0,16.0,,
