Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",21y 180d,32 (23-1-8 73.44%),5 (0.16),←,
21,"Akermanis, Jason",32y 40d,294 (177-6-111 61.22%),378 (1.29),46 (26-2-18 58.70%),71 (1.54)
5,"Boyd, Matthew",26y 221d,117 (56-2-59 48.72%),35 (0.30),←,
17,"Cooney, Adam",23y 187d,114 (56-2-56 50.00%),114 (1.00),←,
4,"Cross, Daniel",26y 6d,112 (53-3-56 48.66%),20 (0.18),←,
10,"Eagleton, Nathan",30y 146d,238 (110-5-123 47.27%),202 (0.85),182 (84-3-95 46.98%),157 (0.86)
13,"Giansiracusa, Daniel",27y 25d,152 (66-4-82 44.74%),154 (1.01),←,
9,"Gilbee, Lindsay",27y 271d,142 (68-2-72 48.59%),81 (0.57),←,
16,"Griffen, Ryan",22y 252d,77 (45-1-31 59.09%),38 (0.49),←,
8,"Hahn, Mitch",27y 330d,139 (64-2-73 46.76%),116 (0.83),←,
40,"Harbrow, Jarrod",20y 261d,26 (14-1-11 55.77%),19 (0.73),←,
25,"Hargrave, Ryan",27y 253d,143 (65-4-74 46.85%),34 (0.24),←,
7,"Higgins, Shaun",21y 32d,34 (19-1-14 57.35%),35 (1.03),←,
20,"Hill, Josh",20y 76d,21 (14-1-6 69.05%),19 (0.90),←,
15,"Hudson, Ben",30y 40d,80 (50-1-29 63.13%),8 (0.10),25 (18-1-6 74.00%),2 (0.08)
6,"Johnson, Brad",32y 261d,326 (155-7-164 48.62%),515 (1.58),←,
36,"Lake, Brian",27y 37d,124 (56-2-66 45.97%),13 (0.10),←,
27,"Minson, Will",23y 359d,68 (40-1-27 59.56%),33 (0.49),←,
38,"Morris, Dale",26y 97d,89 (51-2-36 58.43%),1 (0.01),←,
42,"Picken, Liam",22y 247d,1 (1-0-0 100.00%),,←,
14,"Ward, Callan",18y 360d,8 (6-0-2 75.00%),3 (0.38),←,
12,"Williams, Tom",22y 262d,21 (12-1-8 59.52%),1 (0.05),←,
Totals,Totals,25y 163d,2358 (1201-49-1108 50.93%),1824 (0.77),,
C,"Eade, Rodney",51y 1d,247 (133-4-110 54.66%),,95 (52-2-41 55.79%),
