Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
24,"Allan, Matthew",26y 33d,123 (70-0-53 56.91%),69 (0.56),←,
2,"Backwell, Brett",20y 317d,16 (8-0-8 50.00%),12 (0.75),←,
29,"Beaumont, Simon",25y 108d,85 (51-0-34 60.00%),58 (0.68),←,
21,"Bradley, Craig",37y 159d,334 (205-2-127 61.68%),227 (0.68),←,
16,"Camporeale, Scott",25y 232d,130 (82-0-48 63.08%),126 (0.97),←,
32,"Culpitt, Heath",23y 43d,11 (5-0-6 45.45%),5 (0.45),←,
25,"Fevola, Brendan",20y 70d,17 (11-0-6 64.71%),27 (1.59),←,
31,"Fletcher, Simon",22y 226d,35 (24-0-11 68.57%),18 (0.51),←,
17,"Freeborn, Scott",22y 315d,19 (13-0-6 68.42%),10 (0.53),←,
37,"Hotton, Trent",27y 120d,43 (22-0-21 51.16%),34 (0.79),26 (18-0-8 69.23%),20 (0.77)
33,"Houlihan, Ryan",19y 69d,14 (9-0-5 64.29%),9 (0.64),←,
27,"Hulme, Darren",23y 264d,59 (29-0-30 49.15%),30 (0.51),←,
43,"Koutoufides, Anthony",28y 72d,169 (103-1-65 61.24%),141 (0.83),←,
12,"Lappin, Matthew",25y 42d,105 (58-1-46 55.71%),95 (0.90),50 (30-0-20 60.00%),69 (1.38)
22,"Manton, Glenn",27y 303d,141 (84-0-57 59.57%),34 (0.24),120 (73-0-47 60.83%),30 (0.25)
3,"Massie, Kris",20y 305d,33 (20-0-13 60.61%),12 (0.36),←,
5,"McKay, Andrew",30y 260d,180 (111-1-68 61.94%),26 (0.14),←,
11,"Porter, Mark",24y 171d,34 (15-0-19 44.12%),9 (0.26),←,
7,"Ratten, Brett",29y 263d,215 (127-0-88 59.07%),85 (0.40),←,
23,"Rice, Dean",33y 14d,224 (109-1-114 48.88%),85 (0.38),108 (64-0-44 59.26%),42 (0.39)
1,"Silvagni, Stephen",33y 304d,293 (186-1-106 63.65%),188 (0.64),←,
8,"Whitnall, Lance",21y 220d,92 (50-0-42 54.35%),192 (2.09),←,
Totals,Totals,25y 327d,2372 (1392-7-973 58.68%),1492 (0.63),,
C,"Brittain, Wayne",42y 291d,1 (1-0-0 100.00%),,←,
