Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Ah Chee, Callum",6,5,7,13,,1.0,,5.0,1.0,,,1.0,,,,2.0,10.0,,1.0,,,,78.0
39,"Davis, Ryan",7,4,8,15,,,,8.0,,4.0,,1.0,1.0,1.0,,3.0,12.0,,,,,2.0,74.0
12,"Day, Sam",13,9,2,15,4,,,4.0,,3.0,,1.0,1.0,1.0,1.0,7.0,9.0,2.0,2.0,1.0,1.0,,90.0
41,"Garlett, Jarrod",9,1,2,11,,,,6.0,,3.0,3.0,2.0,,,,6.0,5.0,,,1.0,,,82.0
2,"Grant, Jarrad",8,3,7,15,2,1.0,,3.0,,1.0,1.0,1.0,3.0,,,10.0,6.0,1.0,1.0,2.0,,2.0,72.0
5,"Harbrow, Jarrod",13,4,9,22,,,,3.0,5.0,,,2.0,1.0,1.0,,8.0,11.0,,,1.0,6.0,,79.0
38,"Joyce, Jesse",3,,9,12,,,,1.0,2.0,,,1.0,1.0,,,2.0,10.0,,,1.0,,,82.0
28,"Kolodjashnij, Kade",12,7,5,17,,,,2.0,4.0,2.0,,3.0,,1.0,,1.0,16.0,,,3.0,5.0,,87.0
37,"Lonergan, Jesse",9,5,10,19,,,,4.0,,2.0,1.0,2.0,1.0,,,9.0,10.0,,,1.0,,,72.0
19,"Lynch, Tom",12,8,5,17,4,1.0,,3.0,,2.0,1.0,2.0,2.0,1.0,,13.0,6.0,2.0,3.0,6.0,,3.0,93.0
7,"Malceski, Nick",19,8,5,24,,,,2.0,3.0,7.0,2.0,4.0,1.0,2.0,,5.0,19.0,,,1.0,,,81.0
4,"Martin, Jack",10,5,7,17,1,,2.0,6.0,1.0,2.0,1.0,,,,,5.0,12.0,1.0,1.0,,1.0,,71.0
32,"Matera, Brandon",9,5,3,12,1,2.0,,4.0,1.0,2.0,2.0,,,,,5.0,7.0,1.0,1.0,1.0,1.0,1.0,75.0
17,"May, Steven",16,13,8,24,,,,3.0,3.0,,,2.0,2.0,,2.0,6.0,17.0,2.0,,14.0,,,90.0
11,"Miller, Touk",16,3,12,28,,,,7.0,1.0,5.0,7.0,1.0,2.0,,,16.0,11.0,,,1.0,,,82.0
22,"Nicholls, Tom",6,4,7,13,,,24.0,5.0,1.0,3.0,6.0,3.0,1.0,2.0,,11.0,2.0,2.0,,1.0,,,82.0
36,"Schoenfeld, Josh",10,8,9,19,,,,4.0,2.0,1.0,,1.0,,1.0,,2.0,17.0,,,2.0,,,81.0
6,"Sexton, Alex",22,4,4,26,1,,,8.0,,14.0,7.0,4.0,,1.0,,7.0,17.0,,1.0,,,3.0,90.0
26,"Shaw, Matt",10,5,12,22,,,,1.0,,3.0,1.0,4.0,,,,7.0,15.0,,,1.0,2.0,1.0,81.0
48,"Tape, Seb",7,4,10,17,,,,4.0,1.0,4.0,,1.0,1.0,,,7.0,10.0,,,3.0,,,86.0
16,"Thompson, Rory",6,2,3,9,,,,3.0,,,,1.0,,,,2.0,7.0,,,7.0,,,88.0
30,"Wright, Peter",12,8,5,17,3,1.0,4.0,3.0,,2.0,2.0,2.0,2.0,,,4.0,12.0,1.0,2.0,3.0,,,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,235,115,149,384,16,9.0,30.0,89.0,25.0,60.0,34.0,39.0,19.0,11.0,3.0,138.0,241.0,12.0,12.0,50.0,16.0,12.0,
Opposition,Opposition,186,84,191,377,12,9.0,48.0,64.0,42.0,41.0,32.0,49.0,11.0,19.0,3.0,123.0,250.0,6.0,12.0,49.0,5.0,10.0,
