Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
16,"Brown, Luke",20y 181d,4 (2-0-2 50.00%),,←,
32,"Dangerfield, Patrick",22y 351d,90 (47-0-43 52.22%),94 (1.04),←,
26,"Douglas, Richard",26y 44d,115 (59-0-56 51.30%),78 (0.68),←,
45,"Henderson, Ricky",24y 192d,43 (21-0-22 48.84%),34 (0.79),←,
24,"Jacobs, Sam",24y 346d,61 (31-0-30 50.82%),13 (0.21),44 (24-0-20 54.55%),10 (0.23)
10,"Jaensch, Matthew",23y 185d,35 (17-0-18 48.57%),14 (0.40),←,
4,"Jenkins, Josh",24y 42d,12 (8-0-4 66.67%),12 (1.00),←,
18,"Johncock, Graham",30y 152d,226 (124-0-102 54.87%),119 (0.53),←,
14,"Mackay, David",24y 240d,87 (52-0-35 59.77%),25 (0.29),←,
36,"Martin, Brodie",24y 136d,17 (8-0-9 47.06%),4 (0.24),←,
22,"Otten, Andy",23y 311d,48 (25-0-23 52.08%),3 (0.06),←,
23,"Petrenko, Jared",23y 90d,60 (27-0-33 45.00%),34 (0.57),←,
40,"Porplyzia, Jason",28y 115d,111 (67-0-44 60.36%),168 (1.51),←,
3,"Reilly, Brent",29y 130d,182 (100-0-82 54.95%),50 (0.27),←,
25,"Rutten, Ben",29y 298d,195 (113-0-82 57.95%),8 (0.04),←,
9,"Sloane, Rory",23y 5d,58 (31-0-27 53.45%),37 (0.64),←,
12,"Talia, Daniel",21y 171d,33 (21-0-12 63.64%),1 (0.03),←,
5,"Thompson, Scott",30y 8d,224 (125-0-99 55.80%),139 (0.62),185 (107-0-78 57.84%),122 (0.66)
7,"van Berlo, Nathan",26y 289d,164 (94-0-70 57.32%),57 (0.35),←,
17,"Vince, Bernie",27y 171d,109 (59-0-50 54.13%),67 (0.61),←,
13,"Walker, Taylor",22y 331d,65 (33-0-32 50.77%),156 (2.40),←,
11,"Wright, Matthew",23y 98d,42 (22-0-20 52.38%),33 (0.79),←,
Totals,Totals,25y 94d,1981 (1086-0-895 54.82%),1146 (0.58),,
C,"Sanderson, Brenton",39y 23d,26 (18-0-8 69.23%),,←,
