Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Anthony, John",8,7,10,18,1,1.0,,1.0,1.0,2.0,,3.0,2.0,1.0,,8.0,11.0,,1.0,2.0,,1.0,84.0
17,"Beams, Dayne",6,4,7,13,,3.0,,,,1.0,1.0,,,,,5.0,8.0,,1.0,5.0,,,71.0
32,"Cloke, Travis",10,4,3,13,,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,7.0,6.0,2.0,,4.0,,1.0,89.0
1,"Davis, Leon",13,4,8,21,1,,,3.0,1.0,6.0,2.0,3.0,1.0,1.0,,9.0,13.0,,1.0,3.0,4.0,,91.0
33,"Dick, Brad",3,2,2,5,,1.0,,2.0,,3.0,,1.0,,,,,5.0,,,1.0,,,75.0
4,"Didak, Alan",18,3,10,28,,1.0,,2.0,,5.0,5.0,5.0,1.0,1.0,,8.0,19.0,,,4.0,,,75.0
25,"Fraser, Josh",3,2,5,8,1,1.0,9.0,,,,2.0,1.0,,1.0,,3.0,5.0,,2.0,2.0,,,58.0
6,"Goldsack, Tyson",6,4,5,11,,,,3.0,4.0,1.0,,,1.0,,,4.0,7.0,1.0,,6.0,5.0,1.0,87.0
26,"Johnson, Ben",10,1,10,20,,,,,3.0,4.0,3.0,2.0,,,,4.0,15.0,,,,1.0,,85.0
24,"Lockyer, Tarkyn",15,7,10,25,2,1.0,,2.0,,1.0,,2.0,1.0,,,8.0,17.0,1.0,2.0,1.0,,2.0,83.0
8,"Lumumba, Heritier",10,4,6,16,,,,1.0,4.0,2.0,,2.0,,,,3.0,13.0,,,4.0,,,100.0
5,"Maxwell, Nick",14,8,13,27,,,,1.0,8.0,2.0,1.0,2.0,1.0,,,8.0,18.0,1.0,,3.0,12.0,,100.0
3,"McCarthy, John",6,2,7,13,1,,,1.0,1.0,4.0,1.0,3.0,1.0,1.0,,2.0,12.0,,1.0,2.0,1.0,,58.0
7,"Medhurst, Paul",4,4,6,10,,1.0,,,,2.0,,2.0,,,,3.0,7.0,2.0,1.0,1.0,,1.0,81.0
11,"OBree, Shane",8,1,11,19,,,,5.0,,2.0,5.0,3.0,,1.0,,10.0,9.0,,,3.0,,,74.0
35,"Prestigiacomo, Simon",2,2,7,9,,,,3.0,,,,1.0,,,,3.0,6.0,1.0,,5.0,,,100.0
39,"Shaw, Heath",18,5,16,34,,1.0,,,9.0,2.0,1.0,6.0,1.0,2.0,2.0,8.0,18.0,,1.0,5.0,10.0,,92.0
36,"Swan, Dane",10,2,11,21,1,1.0,,4.0,1.0,5.0,4.0,,,,,8.0,14.0,,,1.0,1.0,,81.0
13,"Thomas, Dale",10,4,8,18,2,1.0,,1.0,4.0,1.0,1.0,2.0,,1.0,,3.0,14.0,,1.0,,,,73.0
34,"Toovey, Alan",8,5,8,16,,,,1.0,,3.0,,2.0,1.0,,,7.0,8.0,2.0,,2.0,1.0,,93.0
21,"Wellingham, Sharrod",5,,9,14,1,,,1.0,1.0,1.0,1.0,,,,,8.0,6.0,,,1.0,,,84.0
19,"Wood, Cameron",2,,6,8,,,14.0,2.0,1.0,1.0,,,,,,3.0,6.0,,,5.0,,1.0,65.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,75,178,367,10,16.0,24.0,35.0,39.0,51.0,28.0,41.0,11.0,10.0,2.0,122.0,237.0,10.0,11.0,60.0,35.0,7.0,
Opposition,Opposition,267,166,187,454,14,16.0,32.0,39.0,37.0,55.0,30.0,44.0,10.0,11.0,4.0,122.0,328.0,20.0,13.0,49.0,29.0,12.0,
