Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bennell, Harley",19,3,8,27,2,,2.0,7.0,5.0,1.0,6.0,4.0,1.0,1.0,1.0,14.0,10.0,,,2.0,,,94.0
12,"Day, Sam",6,,1,7,,,7.0,5.0,6.0,1.0,,3.0,1.0,1.0,,5.0,3.0,,,8.0,,,93.0
23 ↓,"Dixon, Charlie",1,,1,2,,,1.0,,,,,,1.0,,,2.0,1.0,,,1.0,,,24.0
15,"Gorringe, Daniel",8,,,8,1,,17.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,,4.0,2.0,,,2.0,,,78.0
5,"Harbrow, Jarrod",11,1,3,14,1,2.0,,4.0,2.0,3.0,4.0,2.0,3.0,1.0,,8.0,6.0,,,2.0,,1.0,96.0
39 ↑,"Herbert, Louis",4,,3,7,,,,2.0,,4.0,,1.0,,,,3.0,2.0,,,1.0,,,63.0
28,"Kolodjashnij, Kade",7,3,2,9,1,,,1.0,2.0,,2.0,6.0,,3.0,,4.0,4.0,,1.0,2.0,,,88.0
40,"Lemmens, Sean",11,3,4,15,,,,2.0,3.0,1.0,1.0,4.0,3.0,1.0,,9.0,7.0,,,8.0,,,87.0
37,"Lonergan, Jesse",6,,5,11,,,,3.0,2.0,1.0,3.0,2.0,1.0,,,8.0,3.0,,,3.0,,,79.0
19,"Lynch, Tom",11,7,7,18,1,,,2.0,1.0,1.0,1.0,4.0,1.0,,,12.0,6.0,2.0,2.0,4.0,,1.0,98.0
4,"Martin, Jack",2,,2,4,,,,5.0,,1.0,,3.0,,2.0,,1.0,2.0,,,2.0,,,46.0
32,"Matera, Brandon",5,1,3,8,1,,,2.0,,2.0,,1.0,1.0,,,4.0,4.0,,,1.0,,,89.0
18,"McKenzie, Trent",18,7,4,22,,,,2.0,9.0,4.0,1.0,1.0,,,,8.0,10.0,1.0,,5.0,,,80.0
1,"OMeara, Jaeger",13,2,4,17,,,,6.0,2.0,5.0,4.0,3.0,1.0,1.0,,11.0,6.0,1.0,,1.0,1.0,,81.0
10,"Prestia, Dion",18,,8,26,,,,9.0,5.0,3.0,10.0,3.0,2.0,1.0,,16.0,5.0,,,2.0,,,91.0
35,"Rischitelli, Michael",8,2,6,14,,,1.0,10.0,4.0,1.0,2.0,1.0,,,,9.0,5.0,1.0,,1.0,,,84.0
6,"Sexton, Alex",5,1,4,9,,,,1.0,,3.0,2.0,1.0,,1.0,,6.0,3.0,1.0,,1.0,,1.0,97.0
25,"Stanley, Danny",12,2,2,14,,,2.0,2.0,4.0,3.0,4.0,3.0,,2.0,,9.0,4.0,,,,,,78.0
3,"Sumner, Timmy",2,1,1,3,,,,2.0,1.0,,,3.0,,1.0,,1.0,3.0,,,3.0,,,76.0
24,"Swallow, David",15,1,5,20,,,5.0,6.0,4.0,1.0,6.0,9.0,2.0,3.0,,15.0,5.0,1.0,,4.0,,1.0,81.0
48,"Tape, Seb",4,1,3,7,,,,6.0,1.0,2.0,,,,,,4.0,3.0,,,5.0,,,97.0
16,"Thompson, Rory",,1,3,3,,,2.0,2.0,3.0,,,,,,,3.0,1.0,,,16.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,36,79,265,7,5.0,37.0,81.0,56.0,39.0,49.0,57.0,19.0,19.0,1.0,156.0,95.0,7.0,3.0,74.0,1.0,4.0,
Opposition,Opposition,221,50,115,336,7,14.0,64.0,79.0,29.0,72.0,51.0,57.0,19.0,19.0,5.0,180.0,136.0,10.0,7.0,70.0,2.0,5.0,
