Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Amon, Karl",14,3,4,18,1,1.0,,1.0,6.0,3.0,3.0,3.0,,2.0,,6.0,13.0,,,2.0,1.0,,85.0
1,"Boak, Travis",10,3,10,20,2,2.0,,4.0,2.0,3.0,5.0,4.0,1.0,1.0,,12.0,9.0,,,2.0,,2.0,76.0
5,"Broadbent, Matthew",14,6,6,20,,,,2.0,5.0,2.0,1.0,4.0,,,,5.0,15.0,,,3.0,1.0,,76.0
33,"Byrne-Jones, Darcy",3,3,7,10,,,,1.0,1.0,,1.0,1.0,,,,5.0,5.0,,,2.0,,,82.0
17,"Clurey, Tom",8,5,2,10,,,,1.0,5.0,,,2.0,,2.0,,4.0,6.0,2.0,,7.0,,,99.0
22,"Dixon, Charlie",8,6,4,12,1,2.0,2.0,1.0,,4.0,,3.0,1.0,2.0,,6.0,7.0,2.0,3.0,,,,94.0
7,"Ebert, Brad",12,7,9,21,,,,6.0,1.0,2.0,2.0,4.0,,1.0,,11.0,9.0,1.0,,1.0,,,85.0
9,"Gray, Robbie",9,3,8,17,1,,,4.0,1.0,3.0,6.0,3.0,3.0,1.0,,8.0,9.0,,1.0,2.0,,1.0,90.0
46,"Gray, Sam",7,6,7,14,1,2.0,,1.0,,3.0,,,,,,8.0,6.0,2.0,3.0,1.0,,,78.0
8,"Hartlett, Hamish",8,3,6,14,,,,4.0,4.0,,,2.0,2.0,,,7.0,6.0,,,1.0,,,77.0
43,"Houston, Dan",12,9,7,19,,,,1.0,3.0,,,1.0,1.0,,,3.0,15.0,,,6.0,,,86.0
24,"Impey, Jarman",7,3,2,9,,,,3.0,1.0,1.0,,,3.0,,,5.0,7.0,,1.0,1.0,1.0,2.0,74.0
42,"Jonas, Tom",5,2,4,9,,,,2.0,2.0,3.0,,2.0,,2.0,,3.0,6.0,,,12.0,,,95.0
29,"Pittard, Jasper",18,7,6,24,,1.0,,1.0,4.0,4.0,,2.0,,1.0,,6.0,15.0,2.0,,4.0,,,86.0
21,"Polec, Jared",8,,6,14,,,,2.0,1.0,4.0,1.0,2.0,,,,6.0,8.0,,,,1.0,,77.0
2,"Powell-Pepper, Sam",3,2,5,8,,,,4.0,2.0,2.0,3.0,1.0,1.0,1.0,,6.0,2.0,1.0,,,,,66.0
12,"Trengove, Jackson",6,3,3,9,1,,27.0,5.0,,3.0,2.0,3.0,1.0,3.0,,4.0,5.0,,,,,1.0,89.0
39,"Westhoff, Justin",9,4,6,15,1,1.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,,,6.0,9.0,1.0,1.0,3.0,,,81.0
19,"White, Matt",5,2,6,11,,,,5.0,1.0,2.0,2.0,,,,,5.0,6.0,,,1.0,,,63.0
16,"Wines, Ollie",10,1,9,19,1,,,7.0,1.0,1.0,2.0,3.0,3.0,2.0,,10.0,10.0,,,2.0,,1.0,79.0
20,"Wingard, Chad",9,3,5,14,1,2.0,,,,3.0,,,1.0,,,7.0,8.0,,1.0,2.0,,,92.0
11,"Young, Aaron",6,3,5,11,1,1.0,,1.0,,5.0,,,1.0,,,6.0,5.0,,,1.0,,,71.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,191,84,127,318,11,15.0,31.0,58.0,41.0,51.0,31.0,42.0,19.0,18.0,,139.0,181.0,11.0,10.0,53.0,4.0,7.0,
Opposition,Opposition,233,91,197,430,16,16.0,54.0,77.0,39.0,63.0,47.0,45.0,18.0,19.0,6.0,162.0,262.0,10.0,15.0,44.0,10.0,10.0,
