Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",25y 329d,156 (74-0-82 47.44%),135 (0.87),←,
7,"Brown, Nathan",26y 95d,145 (68-3-74 47.93%),224 (1.54),8 (4-0-4 50.00%),18 (2.25)
6,"Chaffey, Mark",27y 9d,130 (58-0-72 44.62%),28 (0.22),←,
14,"Fiora, Aaron",23y 26d,69 (33-0-36 47.83%),23 (0.33),←,
34,"Fletcher, Simon",25y 272d,87 (42-0-45 48.28%),30 (0.34),3 (3-0-0 100.00%),
2,"Gaspar, Darren",27y 361d,184 (85-0-99 46.20%),20 (0.11),163 (78-0-85 47.85%),19 (0.12)
20,"Hall, Ray",23y 201d,55 (26-0-29 47.27%),24 (0.44),←,
33,"Hartigan, Brent",19y 38d,8 (4-0-4 50.00%),1 (0.13),←,
1,"Hilton, Rory",25y 30d,75 (37-0-38 49.33%),47 (0.63),66 (34-0-32 51.52%),44 (0.67)
31,"Hyde, Chris",21y 280d,16 (4-0-12 25.00%),2 (0.13),←,
28,"Johnson, Kane",26y 61d,132 (66-0-66 50.00%),56 (0.42),28 (11-0-17 39.29%),12 (0.43)
39,"Kellaway, Andrew",28y 174d,133 (61-0-72 45.86%),23 (0.17),←,
27,"Krakouer, Andrew",21y 101d,42 (14-0-28 33.33%),41 (0.98),←,
35,"Newman, Chris",21y 363d,43 (14-0-29 32.56%),6 (0.14),←,
5,"Ottens, Brad",24y 111d,119 (53-0-66 44.54%),140 (1.18),←,
12,"Richardson, Matthew",29y 57d,181 (84-0-97 46.41%),537 (2.97),←,
22,"Roach, Tom",18y 256d,5 (3-0-2 60.00%),1 (0.20),←,
18,"Rodan, David",20y 220d,49 (17-0-32 34.69%),37 (0.76),←,
25,"Schulz, Jay",19y 27d,10 (6-0-4 60.00%),4 (0.40),←,
10,"Stafford, Greg",29y 262d,170 (77-1-92 45.59%),107 (0.63),40 (15-0-25 37.50%),49 (1.23)
32,"Tivendale, Greg",25y 26d,111 (49-0-62 44.14%),88 (0.79),←,
30,"Weller, Luke",22y 123d,8 (4-0-4 50.00%),1 (0.13),4 (3-0-1 75.00%),
Totals,Totals,24y 73d,1928 (879-4-1045 45.59%),1575 (0.82),,
C,"Frawley, Danny",40y 250d,99 (45-0-54 45.45%),,←,
