Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",22y 138d,45 (9-0-36 20.00%),34 (0.76),←,
15,"Anderson, Noah",19y 131d,4 (3-0-1 75.00%),1 (0.25),←,
10,"Ballard, Charlie",20y 340d,35 (7-0-28 20.00%),1 (0.03),←,
3,"Bowes, Jack",22y 153d,46 (11-0-35 23.91%),12 (0.26),←,
35,"Budarick, Connor",19y 82d,4 (3-0-1 75.00%),1 (0.25),←,
25,"Collins, Sam",26y 12d,27 (9-0-18 33.33%),,13 (6-0-7 46.15%),
12,"Day, Sam",27y 295d,124 (35-1-88 28.63%),88 (0.71),←,
4,"Ellis, Brandon",26y 329d,179 (111-1-67 62.29%),58 (0.32),3 (2-0-1 66.67%),
21,"Greenwood, Hugh",28y 113d,55 (33-1-21 60.91%),37 (0.67),4 (3-0-1 75.00%),1 (0.25)
1,"Hanley, Pearce",31y 225d,164 (47-0-117 28.66%),60 (0.37),35 (9-0-26 25.71%),2 (0.06)
5,"Harbrow, Jarrod",31y 345d,248 (87-2-159 35.48%),54 (0.22),178 (47-1-130 26.69%),33 (0.19)
39,"Holman, Nick",25y 29d,47 (11-0-36 23.40%),22 (0.47),38 (10-0-28 26.32%),22 (0.58)
34,"King, Ben",19y 356d,18 (3-0-15 16.67%),24 (1.33),←,
13,"Lukosius, Jack",19y 323d,25 (6-0-19 24.00%),5 (0.20),←,
44,"Macpherson, Darcy",22y 242d,43 (9-0-34 20.93%),24 (0.56),←,
11,"Miller, Touk",24y 126d,104 (23-1-80 22.60%),29 (0.28),←,
27,"Powell, Wil",20y 306d,23 (7-0-16 30.43%),9 (0.39),←,
18,"Rowell, Matt",18y 362d,4 (3-0-1 75.00%),6 (1.50),←,
6,"Sexton, Alex",26y 207d,122 (31-0-91 25.41%),113 (0.93),←,
24,"Swallow, David",27y 221d,142 (36-0-106 25.35%),69 (0.49),←,
14,"Weller, Lachie",24y 125d,90 (23-0-67 25.56%),25 (0.28),43 (9-0-34 20.93%),8 (0.19)
28,"Witts, Jarrod",27y 288d,106 (34-0-72 32.08%),25 (0.24),66 (16-0-50 24.24%),7 (0.11)
Totals,Totals,24y 116d,1655 (541-6-1108 32.69%),697 (0.42),,
C,"Dew, Stuart",40y 314d,48 (10-0-38 20.83%),,←,
