Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Bontempelli, Marcus",12,1,3,15,,,4.0,4.0,1.0,6.0,7.0,,1.0,,,9.0,7.0,,,3.0,,3.0,89.0
17,"Boyd, Tom",6,4,,6,,2.0,,,,2.0,,2.0,1.0,1.0,,5.0,1.0,4.0,3.0,1.0,,,97.0
49,"Cordy, Ayce",7,5,7,14,1,,16.0,6.0,1.0,2.0,3.0,5.0,1.0,2.0,,9.0,5.0,3.0,1.0,4.0,,,91.0
8,"Crameri, Stewart",6,3,9,15,1,1.0,,3.0,1.0,2.0,2.0,3.0,,1.0,,5.0,10.0,,1.0,,,,88.0
6,"Dahlhaus, Luke",6,3,12,18,1,,,2.0,,2.0,1.0,1.0,2.0,1.0,,7.0,10.0,,,1.0,,,80.0
29,"Dickson, Tory",11,4,12,23,,,,5.0,2.0,4.0,4.0,2.0,1.0,,,11.0,11.0,1.0,,,,,80.0
44,"Goodes, Brett",12,3,9,21,1,,2.0,2.0,1.0,7.0,4.0,4.0,2.0,3.0,,9.0,11.0,,,1.0,,,80.0
22,"Honeychurch, Mitch",2,2,7,9,1,1.0,,7.0,,,2.0,1.0,1.0,1.0,,3.0,6.0,,1.0,1.0,,1.0,80.0
13,"Hrovat, Nathan",4,1,6,10,,,,4.0,,1.0,4.0,,1.0,,,9.0,3.0,,,2.0,,,82.0
7 ↑,"Hunter, Lachie",6,3,2,8,,,,1.0,2.0,1.0,1.0,,,,,2.0,6.0,,,,1.0,1.0,44.0
39,"Johannisen, Jason",12,5,12,24,,,,2.0,3.0,2.0,,4.0,1.0,2.0,,4.0,19.0,,,2.0,4.0,1.0,82.0
11,"Macrae, Jack",16,2,7,23,,,,5.0,3.0,7.0,3.0,4.0,2.0,,,11.0,12.0,,,1.0,2.0,,88.0
2,"Murphy, Robert",9,2,6,15,,,,,5.0,3.0,1.0,2.0,,1.0,,3.0,10.0,,,1.0,1.0,,85.0
42,"Picken, Liam",16,4,12,28,2,,,4.0,2.0,6.0,3.0,2.0,,,1.0,11.0,17.0,,2.0,1.0,,,90.0
18,"Roberts, Fletcher",3,1,2,5,,,,2.0,,,,2.0,1.0,1.0,,1.0,4.0,,,2.0,,,93.0
23,"Roughead, Jordan",5,2,4,9,,,5.0,1.0,1.0,3.0,,,1.0,,,3.0,6.0,,,3.0,,,95.0
14 ↓,"Smith, Clay",1,1,7,8,,,,2.0,,,1.0,2.0,1.0,1.0,,7.0,2.0,,,,,,41.0
25,"Stevens, Koby",8,3,9,17,1,1.0,1.0,6.0,,4.0,3.0,2.0,2.0,,,7.0,10.0,1.0,2.0,,,,59.0
9,"Stringer, Jake",8,5,3,11,4,1.0,,3.0,1.0,2.0,1.0,2.0,,1.0,,4.0,7.0,1.0,3.0,,,,89.0
32,"Talia, Michael",7,2,8,15,,,,1.0,3.0,1.0,1.0,5.0,,1.0,,7.0,9.0,1.0,,6.0,,,100.0
19,"Webb, Lukas",4,1,4,8,,,,3.0,1.0,2.0,,5.0,1.0,,,5.0,3.0,,,,,,82.0
10,"Wood, Easton",13,10,8,21,1,,,1.0,2.0,5.0,1.0,,,,,6.0,15.0,3.0,1.0,4.0,,1.0,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,174,67,149,323,13,9.0,28.0,64.0,29.0,62.0,42.0,48.0,19.0,16.0,1.0,138.0,184.0,14.0,14.0,33.0,8.0,7.0,
Opposition,Opposition,223,114,178,401,14,10.0,48.0,59.0,44.0,47.0,35.0,48.0,16.0,19.0,5.0,136.0,260.0,10.0,16.0,40.0,16.0,7.0,
