Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ablett, Gary",19,10,16,35,1,1.0,,1.0,3.0,9.0,4.0,4.0,,,2.0,10.0,25.0,2.0,,,2.0,4.0,90.0
3,"Bartel, Jimmy",16,8,22,38,,1.0,,,4.0,5.0,1.0,1.0,,,3.0,14.0,24.0,1.0,1.0,1.0,,3.0,93.0
24,"Blake, Mark",1,3,9,10,,,8.0,2.0,,1.0,2.0,2.0,1.0,1.0,,4.0,7.0,1.0,,1.0,,1.0,52.0
17,"Byrnes, Shannon",6,5,9,15,,,,5.0,,2.0,1.0,3.0,1.0,1.0,,2.0,13.0,,,1.0,5.0,,87.0
35,"Chapman, Paul",22,12,4,26,2,,,1.0,3.0,8.0,1.0,4.0,,3.0,,2.0,24.0,,1.0,1.0,2.0,,91.0
11,"Corey, Joel",19,7,11,30,2,,2.0,2.0,,6.0,3.0,2.0,1.0,1.0,,10.0,19.0,1.0,1.0,2.0,1.0,1.0,92.0
19,"Egan, Matthew",6,5,8,14,,,,1.0,2.0,3.0,,2.0,,,,7.0,7.0,2.0,,6.0,,1.0,95.0
44,"Enright, Corey",10,5,17,27,1,2.0,,2.0,1.0,2.0,3.0,1.0,,1.0,,12.0,16.0,,1.0,4.0,,,95.0
2,"Harley, Tom",8,3,8,16,,,,1.0,1.0,,,,3.0,,,5.0,10.0,1.0,,1.0,1.0,,96.0
26,"Hawkins, Tom",6,2,1,7,,2.0,,1.0,,2.0,,3.0,,1.0,,3.0,4.0,,1.0,1.0,,,84.0
8,"Hunt, Josh",5,4,9,14,,,,1.0,2.0,1.0,,1.0,1.0,,,4.0,11.0,2.0,,,2.0,,89.0
28,"Johnson, David",8,5,5,13,2,,,2.0,2.0,2.0,,,1.0,,,3.0,10.0,,,2.0,,,78.0
20,"Johnson, Steve",12,5,5,17,1,3.0,,,1.0,2.0,2.0,2.0,3.0,1.0,,7.0,11.0,1.0,2.0,,,2.0,84.0
9,"Kelly, James",8,6,11,19,,1.0,,4.0,,2.0,3.0,2.0,,,,5.0,14.0,,1.0,2.0,,2.0,82.0
45,"Ling, Cameron",5,3,10,15,1,,,3.0,,1.0,2.0,1.0,1.0,1.0,,3.0,12.0,,,3.0,,,90.0
4,"Mackie, Andrew",24,13,5,29,2,,,1.0,8.0,6.0,1.0,3.0,,1.0,1.0,4.0,24.0,,1.0,,,,100.0
39,"Milburn, Darren",13,7,15,28,,,1.0,2.0,6.0,1.0,2.0,2.0,3.0,2.0,,7.0,21.0,,1.0,8.0,4.0,,93.0
21,"Mooney, Cameron",7,9,5,12,4,1.0,,1.0,,1.0,,3.0,1.0,2.0,,7.0,5.0,4.0,6.0,,,,72.0
6,"Ottens, Brad",5,7,4,9,,2.0,18.0,,,2.0,,2.0,,1.0,,4.0,6.0,2.0,2.0,1.0,,,57.0
14,"Selwood, Joel",12,7,11,23,2,1.0,,6.0,3.0,4.0,2.0,1.0,2.0,,,5.0,17.0,,,2.0,,1.0,78.0
27,"Stokes, Mathew",10,6,12,22,2,,,1.0,3.0,2.0,1.0,5.0,1.0,2.0,,5.0,17.0,,1.0,3.0,1.0,,84.0
40,"Wojcinski, David",2,,1,3,,,,,,2.0,1.0,,,,,2.0,1.0,,,,1.0,,17.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,224,132,198,422,20,18.0,29.0,37.0,39.0,64.0,29.0,44.0,19.0,18.0,6.0,125.0,298.0,17.0,19.0,39.0,19.0,15.0,
Opposition,Opposition,194,120,150,344,9,9.0,19.0,37.0,41.0,52.0,23.0,56.0,19.0,19.0,,96.0,248.0,7.0,12.0,37.0,41.0,7.0,
