Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
5,"Ablett, Gary",28y 286d,127 (69-1-57 54.72%),451 (3.55),121 (64-1-56 53.31%),441 (3.64)
16,"Brownless, Bill",23y 167d,76 (38-1-37 50.66%),146 (1.92),←,
15,"Christensen, Martin",24y 307d,62 (30-1-31 49.19%),18 (0.29),←,
7,"Couch, Paul",25y 360d,110 (59-0-51 53.64%),87 (0.79),←,
28,"Darcy, Tim",26y 180d,98 (47-0-51 47.96%),24 (0.24),←,
17,"Exell, Gavin",27y 271d,44 (25-1-18 57.95%),88 (2.00),←,
14,"Flanigan, Darren",28y 128d,125 (62-0-63 49.60%),49 (0.39),←,
25,"Hamilton, Shane",19y 330d,21 (11-0-10 52.38%),37 (1.76),←,
39,"Hinkley, Ken",23y 287d,22 (8-0-14 36.36%),44 (2.00),11 (4-0-7 36.36%),23 (2.09)
32,"Hocking, Garry",21y 279d,49 (28-1-20 58.16%),32 (0.65),←,
1,"Hocking, Steve",25y 177d,119 (61-0-58 51.26%),7 (0.06),←,
12,"Malakellis, Spiro",22y 82d,27 (17-0-10 62.96%),11 (0.41),←,
50,"Malakellis, Tony",20y 112d,3 (1-0-2 33.33%),5 (1.67),←,
38,"McCrabb, Austin",25y 168d,26 (15-0-11 57.69%),3 (0.12),←,
24,"Poole, Trevor",26y 82d,109 (35-0-74 32.11%),65 (0.60),10 (5-0-5 50.00%),9 (0.90)
20,"Rogers, Andrew",25y 333d,38 (24-0-14 63.16%),3 (0.08),30 (19-0-11 63.33%),2 (0.07)
23,"Schulze, Michael",27y 257d,82 (43-1-38 53.05%),10 (0.12),←,
9,"Sterrett, Ray",25y 112d,13 (8-0-5 61.54%),6 (0.46),←,
26,"Stoneham, Barry",22y 155d,79 (42-1-36 53.80%),70 (0.89),←,
21,"Yeates, Mark",30y 65d,150 (78-0-72 52.00%),55 (0.37),←,
Totals,Totals,25y 43d,1380 (701-7-672 50.80%),1211 (0.88),,
C,"Blight, Malcolm",40y 148d,57 (31-0-26 54.39%),,41 (25-0-16 60.98%),
