Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",25y 8d,153 (95-2-56 62.75%),200 (1.31),←,
3,"Bartel, Jimmy",25y 169d,142 (94-2-46 66.90%),90 (0.63),←,
24,"Blake, Mark",23y 255d,67 (54-0-13 80.60%),10 (0.15),←,
35,"Chapman, Paul",27y 198d,163 (98-2-63 60.74%),216 (1.33),←,
11,"Corey, Joel",27y 94d,185 (114-2-69 62.16%),55 (0.30),←,
44,"Enright, Corey",27y 250d,159 (96-2-61 61.01%),47 (0.30),←,
15,"Gamble, Ryan",21y 241d,17 (15-0-2 88.24%),25 (1.47),←,
2,"Harley, Tom",30y 308d,187 (115-3-69 62.30%),11 (0.06),186 (114-3-69 62.10%),10 (0.05)
26,"Hawkins, Tom",20y 305d,27 (24-0-3 88.89%),37 (1.37),←,
28,"Johnson, David",27y 206d,74 (41-1-32 56.08%),16 (0.22),←,
20,"Johnson, Steve",25y 322d,121 (82-2-37 68.60%),236 (1.95),←,
9,"Kelly, James",25y 144d,138 (86-1-51 62.68%),62 (0.45),←,
45,"Ling, Cameron",28y 84d,189 (117-3-69 62.70%),107 (0.57),←,
4,"Mackie, Andrew",24y 288d,91 (70-0-21 76.92%),56 (0.62),←,
41,"Mumford, Shane",22y 321d,9 (9-0-0 100.00%),1 (0.11),←,
33,"Rooke, Max",27y 154d,121 (74-2-45 61.98%),47 (0.39),←,
30,"Scarlett, Matthew",29y 351d,215 (131-2-82 61.40%),16 (0.07),←,
14,"Selwood, Joel",20y 361d,54 (50-0-4 92.59%),15 (0.28),←,
27,"Stokes, Mathew",24y 181d,60 (51-0-9 85.00%),96 (1.60),←,
7,"Taylor, Harry",22y 344d,30 (28-0-2 93.33%),3 (0.10),←,
5,"Varcoe, Travis",21y 42d,43 (39-0-4 90.70%),42 (0.98),←,
40,"Wojcinski, David",28y 246d,141 (88-2-51 63.12%),47 (0.33),←,
Totals,Totals,25y 172d,2386 (1571-26-789 65.84%),1435 (0.60),,
C,"Thompson, Mark",45y 184d,219 (131-3-85 60.50%),,←,
