Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
10,"Boak, Travis",21y 309d,60 (29-0-31 48.33%),26 (0.43),←,
5,"Broadbent, Matthew",19y 309d,5 (1-0-4 20.00%),3 (0.60),←,
20,"Brogan, Dean",31y 174d,151 (91-1-59 60.60%),47 (0.31),←,
27,"Carlile, Alipate",23y 37d,64 (28-0-36 43.75%),3 (0.05),←,
1,"Cassisi, Domenic",27y 257d,160 (88-1-71 55.31%),65 (0.41),←,
30,"Chaplin, Troy",24y 103d,91 (42-1-48 46.70%),9 (0.10),←,
35,"Cornes, Chad",30y 206d,227 (132-1-94 58.37%),165 (0.73),←,
18,"Cornes, Kane",27y 152d,195 (110-1-84 56.67%),77 (0.39),←,
41,"Davenport, Jason",24y 275d,19 (8-0-11 42.11%),21 (1.11),←,
33,"Ebert, Brett",26y 200d,129 (62-1-66 48.45%),193 (1.50),←,
8,"Hartlett, Hamish",19y 296d,14 (6-0-8 42.86%),5 (0.36),←,
44,"Logan, Tom",24y 339d,63 (25-0-38 39.68%),17 (0.27),60 (25-0-35 41.67%),17 (0.28)
4,"Motlop, Daniel",28y 82d,112 (48-1-63 43.30%),188 (1.68),65 (28-0-37 43.08%),135 (2.08)
22,"Nash, Jay",24y 167d,46 (17-1-28 38.04%),10 (0.22),3 (0-0-3 0.00%),
6,"Pearce, Danyle",24y 60d,104 (47-0-57 45.19%),62 (0.60),←,
15,"Rodan, David",26y 241d,139 (54-0-85 38.85%),108 (0.78),74 (35-0-39 47.30%),65 (0.88)
3,"Salopek, Steven",24y 350d,105 (53-0-52 50.48%),50 (0.48),←,
43,"Stewart, Daniel",21y 219d,3 (0-0-3 0.00%),3 (1.00),←,
14,"Stewart, Paul",22y 331d,28 (10-0-18 35.71%),1 (0.04),←,
9,"Surjan, Jacob",24y 295d,98 (49-0-49 50.00%),13 (0.13),←,
21,"Thomas, Matt",23y 99d,40 (14-0-26 35.00%),10 (0.25),←,
12,"Trengove, Jackson",19y 216d,9 (3-0-6 33.33%),2 (0.22),←,
Totals,Totals,24y 248d,1862 (917-8-937 49.25%),1078 (0.58),,
C,"Williams, Mark",51y 289d,269 (150-2-117 56.13%),,←,
