Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Atkins, Rory",6,5,6,12,,,,1.0,2.0,1.0,,1.0,,1.0,,5.0,8.0,,,,,,82.0
18,"Betts, Eddie",9,3,4,13,1,1.0,,5.0,,3.0,2.0,5.0,2.0,2.0,,5.0,8.0,,3.0,,,,82.0
25,"Cheney, Kyle",10,3,3,13,,,,,3.0,,,3.0,2.0,,,4.0,8.0,1.0,,3.0,,,77.0
5,"Crouch, Matt",14,6,16,30,,,,4.0,2.0,4.0,2.0,6.0,1.0,1.0,,11.0,20.0,,,,,,78.0
39,"Doedee, Tom",8,6,6,14,,,,5.0,3.0,1.0,,5.0,,1.0,,4.0,10.0,,,5.0,,,90.0
26,"Douglas, Richard",10,,3,13,,,,2.0,1.0,2.0,3.0,10.0,,3.0,,7.0,5.0,,,2.0,,,86.0
7,"Gallucci, Jordan",11,3,5,16,,,,1.0,1.0,5.0,1.0,,2.0,,,4.0,12.0,,,1.0,,,82.0
6,"Gibbs, Bryce",20,4,8,28,,1.0,,5.0,2.0,4.0,6.0,5.0,4.0,2.0,,9.0,18.0,,,2.0,,,87.0
20,"Gibson, Sam",12,5,11,23,,,,1.0,3.0,2.0,3.0,,1.0,,,9.0,12.0,,,,,,66.0
1,"Greenwood, Hugh",4,2,8,12,,,,5.0,,,3.0,1.0,,,,8.0,5.0,,,1.0,,1.0,72.0
15,"Hartigan, Kyle",13,12,3,16,,,,1.0,4.0,,,2.0,,2.0,,2.0,15.0,,,1.0,,,89.0
24,"Jacobs, Sam",8,3,5,13,2,,28.0,1.0,1.0,2.0,4.0,3.0,2.0,3.0,,9.0,5.0,1.0,1.0,3.0,,,74.0
4,"Jenkins, Josh",7,1,4,11,1,1.0,2.0,2.0,,1.0,,3.0,3.0,2.0,,6.0,4.0,,,3.0,,,89.0
8,"Kelly, Jake",15,10,8,23,,,,3.0,2.0,2.0,,1.0,,,,6.0,16.0,1.0,,6.0,,,91.0
14,"Mackay, David",11,4,5,16,,,,2.0,4.0,2.0,1.0,,1.0,,,3.0,9.0,,1.0,3.0,3.0,,81.0
30,"Milera, Wayne",12,7,5,17,,,,1.0,5.0,1.0,1.0,,,,,6.0,11.0,,,1.0,,,86.0
22,"Otten, Andy",16,12,2,18,,,2.0,2.0,2.0,,,2.0,1.0,1.0,,2.0,16.0,,,2.0,,,83.0
10,"Poholke, Myles",4,5,4,8,,,,1.0,1.0,1.0,,1.0,,,,3.0,5.0,2.0,,,,,75.0
11,"Seedsman, Paul",8,5,4,12,,,,,1.0,2.0,,2.0,,1.0,,4.0,8.0,,,1.0,,,76.0
12,"Talia, Daniel",11,11,8,19,,,,,4.0,,,2.0,,1.0,,5.0,14.0,,,8.0,,,94.0
13,"Walker, Taylor",4,3,6,10,,1.0,,2.0,,2.0,,3.0,2.0,1.0,,8.0,3.0,1.0,1.0,1.0,,,81.0
31,"Wilson, Patrick",7,5,5,12,,,,2.0,1.0,,1.0,3.0,,1.0,,3.0,9.0,,,1.0,,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,115,129,349,4,8.0,32.0,46.0,42.0,35.0,27.0,58.0,21.0,22.0,,123.0,221.0,6.0,6.0,44.0,3.0,1.0,
Opposition,Opposition,221,89,194,415,12,16.0,50.0,56.0,29.0,61.0,49.0,55.0,22.0,21.0,6.0,145.0,270.0,6.0,13.0,65.0,7.0,8.0,
