Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",28y 225d,177 (72-2-103 41.24%),39 (0.22),←,
4,"Aish, James",18y 232d,13 (4-0-9 30.77%),5 (0.38),←,
17,"Beams, Claye",22y 300d,21 (7-0-14 33.33%),17 (0.81),←,
8,"Bewick, Rohan",24y 261d,55 (23-0-32 41.82%),44 (0.80),←,
42,"Clarke, Justin",20y 222d,28 (11-0-17 39.29%),1 (0.04),←,
33,"Close, Michael",19y 333d,7 (1-0-6 14.29%),5 (0.71),←,
6,"Green, Josh",21y 308d,46 (21-0-25 45.65%),58 (1.26),←,
11,"Hanley, Pearce",25y 225d,88 (30-0-58 34.09%),31 (0.35),←,
2,"Harwood, Ryan",22y 325d,49 (20-0-29 40.82%),4 (0.08),←,
35,"Lester, Ryan",21y 306d,47 (19-0-28 40.43%),11 (0.23),←,
36,"Maguire, Matt",30y 29d,161 (79-1-81 49.38%),20 (0.12),62 (25-0-37 40.32%),1 (0.02)
12,"Martin, Stefan",27y 223d,66 (17-1-48 26.52%),27 (0.41),9 (3-0-6 33.33%),4 (0.44)
32,"Mayes, Sam",20y 39d,31 (14-0-17 45.16%),20 (0.65),←,
9,"McGrath, Ashley",31y 39d,209 (101-2-106 48.80%),165 (0.79),←,
25,"McStay, Daniel",19y 4d,1 (1-0-0 100.00%),,←,
21,"Merrett, Daniel",29y 198d,163 (71-3-89 44.48%),63 (0.39),←,
22,"Paparone, Marco",19y 298d,19 (6-0-13 31.58%),12 (0.63),←,
24,"Patfull, Joel",29y 203d,174 (70-3-101 41.09%),23 (0.13),←,
30,"Redden, Jack",23y 201d,112 (41-1-70 37.05%),50 (0.45),←,
38,"Rockliff, Tom",24y 126d,95 (32-0-63 33.68%),49 (0.52),←,
28,"Taylor, Lewis",19y 131d,14 (4-0-10 28.57%),7 (0.50),←,
15,"Zorko, Dayne",25y 139d,52 (22-0-30 42.31%),53 (1.02),←,
Totals,Totals,23y 348d,1628 (666-13-949 40.91%),704 (0.43),,
C,"Leppitsch, Justin",38y 270d,14 (4-0-10 28.57%),,←,
