Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
42,"Bennett, Gerrard",1,1,1,2,,,2.0,4.0,,,1.0,,,,,2.0,,1.0,,2.0,,,
24,"Bolton, Jude",8,3,1,9,1,2.0,2.0,6.0,,4.0,1.0,3.0,1.0,1.0,,5.0,3.0,1.0,1.0,1.0,,,
8,"Cresswell, Daryn",13,1,9,22,1,,,2.0,1.0,2.0,7.0,1.0,2.0,,,7.0,16.0,,,,1.0,,
28,"Crouch, Jared",5,1,3,8,,,,4.0,6.0,1.0,,,,,,2.0,6.0,,,6.0,1.0,,
15,"Doyle, Stephen",1,3,7,8,,1.0,27.0,1.0,1.0,,3.0,1.0,1.0,1.0,,6.0,2.0,1.0,,4.0,,,
6,"Dunkley, Andrew",3,4,11,14,1,,1.0,2.0,,2.0,1.0,,2.0,,,11.0,4.0,1.0,1.0,4.0,,,
12,"Fosdike, Nic",13,4,6,19,,,,1.0,,4.0,3.0,2.0,,1.0,,6.0,15.0,,,1.0,2.0,,
37,"Goodes, Adam",2,2,3,5,,,6.0,4.0,1.0,1.0,3.0,1.0,,1.0,,3.0,2.0,,,1.0,,,
1,"Hall, Barry",5,4,,5,1,,,1.0,,,,2.0,,1.0,,3.0,2.0,2.0,3.0,2.0,,,
14,"Kelly, Paul",16,3,12,28,,1.0,,6.0,4.0,8.0,6.0,2.0,2.0,,,7.0,21.0,,1.0,,,,
31,"Kirk, Brett",7,3,8,15,,,,4.0,,5.0,1.0,2.0,,1.0,,7.0,8.0,,,2.0,,,
4,"Mathews, Ben",9,3,4,13,,,,2.0,3.0,2.0,1.0,1.0,,,,3.0,11.0,,,,,,
11,"Maxfield, Stuart",6,1,2,8,1,,,4.0,3.0,3.0,,2.0,1.0,,,1.0,7.0,,,1.0,3.0,,
13,"McPherson, Daniel",5,1,5,10,,,,3.0,,2.0,3.0,2.0,,,,6.0,5.0,,,,,,
38,"Mott, Ricky",2,2,3,5,,,17.0,,,1.0,1.0,,,,,3.0,2.0,1.0,,2.0,,,
23,"Nicks, Matthew",11,6,5,16,,,1.0,2.0,,6.0,,2.0,1.0,1.0,,8.0,7.0,2.0,,2.0,1.0,,
19,"OLoughlin, Michael",12,2,6,18,,,,5.0,1.0,3.0,2.0,4.0,1.0,3.0,,7.0,13.0,,,2.0,,,
22,"Saddington, Jason",6,5,9,15,,1.0,,1.0,1.0,,2.0,1.0,1.0,,,7.0,6.0,3.0,1.0,1.0,5.0,,
2,"Schwass, Wayne",8,4,11,19,,,,,3.0,1.0,,4.0,,3.0,,2.0,16.0,,,2.0,2.0,,
7,"Seymour, Brad",3,3,5,8,,,,4.0,,,1.0,3.0,,1.0,,3.0,5.0,1.0,,2.0,,,
16,"Stevens, Scott",1,1,1,2,1,,,1.0,,,,,,,,2.0,1.0,,1.0,,,,
10,"Williams, Paul",16,3,4,20,2,1.0,,3.0,2.0,6.0,4.0,1.0,1.0,,,8.0,14.0,,,1.0,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,153,60,116,269,8,8.0,56.0,60.0,26.0,51.0,40.0,34.0,13.0,14.0,,109.0,166.0,13.0,8.0,36.0,16.0,,
Opposition,Opposition,192,96,119,311,8,8.0,25.0,46.0,40.0,40.0,33.0,39.0,14.0,13.0,6.0,117.0,201.0,10.0,10.0,54.0,16.0,,
