Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",20,3,21,41,1,,,1.0,,,,,2.0,2.0,,,,,,,,,
50,"Ballantyne, Jon",15,12,4,19,3,7.0,,,,,,,1.0,,,,,,,,,,
18,"Cameron, Leon",11,4,12,23,,1.0,,,,,,,,,2.0,,,,,,,,
20,"Coleman, Glenn",13,13,10,23,1,3.0,1.0,,,,,,,1.0,,,,,,,,,
41,"Corcoran, Shannon",2,,,2,,,,1.0,,,,,,,,,,,,,,,
22,"Cullen, Mark",12,4,9,21,,2.0,,2.0,,,,,1.0,1.0,,,,,,,,,
12,"Eppelstun, Greg",10,2,10,20,,,,,,,,,1.0,,,,,,,,,,
32,"Foster, Peter",12,8,9,21,,,,,,,,,1.0,2.0,,,,,,,,,
9,"Georgiades, John",6,3,5,11,,1.0,,1.0,,,,,,1.0,,,,,,,,,
7,"Hawkins, Doug",13,2,9,22,2,,,1.0,,,,,2.0,1.0,,,,,,,,,
10,"Hunter, Mark",4,1,14,18,,,,,,,,,,1.0,,,,,,,,,
48,"Kellett, Nigel",14,1,7,21,,,,1.0,,,,,3.0,1.0,,,,,,,,,
21,"Kolyniuk, Steven",26,11,12,38,1,2.0,,2.0,,,,,1.0,2.0,,,,,,,,,
11,"McGuinness, Tony",18,2,11,29,2,,,2.0,,,,,1.0,,,,,,,,,,
14,"Reynolds, Keenan",9,,5,14,,,,,,,,,1.0,,,,,,,,,,
33,"Royal, Brian",9,3,8,17,3,2.0,,,,,,,1.0,1.0,,,,,,,,,
16,"Wallace, Terry",17,2,14,31,2,1.0,,1.0,,,,,3.0,2.0,3.0,,,,,,,,
24,"Wallis, Stephen",11,4,13,24,,,,1.0,,,,,1.0,,,,,,,,,,
6,"Wigney, Stuart",10,7,4,14,1,,,,,,,,2.0,,,,,,,,,,
15,"Wynd, Scott",,5,14,14,,,11.0,,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,232,87,191,423,16,21.0,12.0,13.0,,,,,22.0,17.0,5.0,,,,,,,,
Opposition,Opposition,196,75,138,334,15,6.0,6.0,18.0,,,,,17.0,22.0,1.0,,,,,,,,
