Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Bock, Nathan",11,5,3,14,2,2.0,,2.0,,5.0,,1.0,1.0,1.0,,5.0,8.0,,2.0,,,2.0,83.0
24,"Burton, Brett",7,3,6,13,,,1.0,5.0,1.0,2.0,3.0,,1.0,,,4.0,8.0,,,1.0,,1.0,70.0
11,"Doughty, Michael",7,5,13,20,,,,1.0,2.0,2.0,4.0,2.0,1.0,1.0,,6.0,14.0,,,1.0,,,66.0
9,"Edwards, Tyson",20,10,21,41,1,,1.0,3.0,5.0,7.0,1.0,,1.0,,,7.0,34.0,,,2.0,,,81.0
36,"Goodwin, Simon",7,8,26,33,1,,1.0,3.0,,3.0,8.0,1.0,3.0,1.0,,13.0,21.0,,,,,1.0,87.0
13,"Hudson, Ben",3,4,10,13,,,17.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,,8.0,6.0,1.0,,,,,69.0
18,"Johncock, Graham",13,6,8,21,,,,4.0,5.0,,,,1.0,,,4.0,17.0,,1.0,3.0,1.0,,100.0
21,"Knights, Chris",17,5,15,32,1,1.0,,3.0,2.0,6.0,1.0,4.0,1.0,1.0,,11.0,23.0,,,,1.0,2.0,86.0
20,"Maric, Ivan",2,5,6,8,2,,3.0,3.0,,,,,,,,4.0,4.0,2.0,2.0,,,,53.0
3,"Massie, Kris",4,3,6,10,,,,1.0,1.0,,,,,,,1.0,9.0,,,5.0,,,100.0
16,"McGregor, Ken",8,6,6,14,2,,,2.0,,2.0,,1.0,1.0,1.0,,9.0,3.0,3.0,3.0,,,,83.0
23,"McLeod, Andrew",26,4,13,39,,,,3.0,11.0,5.0,,4.0,,1.0,3.0,7.0,30.0,,,4.0,2.0,,100.0
40,"Porplyzia, Jason",3,,3,6,,1.0,,2.0,,,,1.0,1.0,,,6.0,,,,1.0,,,43.0
33,"Reilly, Brent",11,6,6,17,,,,2.0,,2.0,,4.0,2.0,1.0,,3.0,17.0,,,1.0,,1.0,68.0
32,"Ricciuto, Mark",13,7,4,17,4,2.0,,1.0,,1.0,1.0,3.0,1.0,,2.0,9.0,8.0,2.0,5.0,3.0,,2.0,100.0
25,"Rutten, Ben",2,4,9,11,,,1.0,,2.0,,,,,,,2.0,9.0,,,5.0,1.0,,100.0
12,"Shirley, Robert",5,3,12,17,,,,3.0,,3.0,3.0,2.0,1.0,2.0,,4.0,13.0,,,4.0,,,74.0
27,"Stevens, Scott",7,4,4,11,,,,,2.0,,,3.0,,2.0,,4.0,7.0,1.0,,6.0,,,100.0
5,"Thompson, Scott",19,8,20,39,,2.0,1.0,6.0,4.0,10.0,5.0,3.0,1.0,1.0,1.0,8.0,30.0,,1.0,3.0,,,91.0
15,"Torney, Jason",8,3,7,15,,,,8.0,,2.0,,1.0,1.0,,,6.0,9.0,,1.0,5.0,,,76.0
7,"van Berlo, Nathan",9,3,9,18,,1.0,,7.0,,4.0,3.0,5.0,1.0,3.0,,7.0,13.0,,,,,,77.0
17,"Welsh, Scott",4,1,5,9,2,,,1.0,,2.0,,,1.0,,,6.0,3.0,1.0,,2.0,,,94.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,103,212,418,15,12.0,25.0,64.0,37.0,58.0,31.0,37.0,21.0,16.0,6.0,134.0,286.0,10.0,15.0,46.0,5.0,9.0,
Opposition,Opposition,187,108,176,363,4,7.0,30.0,54.0,39.0,43.0,31.0,48.0,16.0,21.0,,106.0,260.0,8.0,8.0,53.0,10.0,2.0,
