Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Aliir, Aliir",14,8,5,19,,,,4.0,5.0,,,1.0,2.0,,,9.0,9.0,3.0,,4.0,,,96.0
15,"Amon, Karl",21,4,9,30,,1.0,,3.0,2.0,10.0,7.0,5.0,,,2.0,7.0,19.0,,,3.0,2.0,1.0,87.0
14,"Bergman, Miles",14,7,6,20,2,1.0,,1.0,2.0,4.0,,6.0,,,,3.0,16.0,,1.0,1.0,,1.0,76.0
10,"Boak, Travis",13,3,18,31,1,3.0,,5.0,,1.0,3.0,8.0,2.0,1.0,3.0,15.0,16.0,,,,,1.0,86.0
26,"Bonner, Riley",14,3,4,18,,,,2.0,6.0,1.0,1.0,,,,,3.0,10.0,,,,,,77.0
3,"Burton, Ryan",14,5,5,19,,,,1.0,4.0,2.0,,3.0,,1.0,,2.0,17.0,,,,,,81.0
18,"Butters, Zak",11,6,14,25,,,,3.0,1.0,3.0,4.0,2.0,,,,8.0,16.0,,,3.0,2.0,2.0,79.0
33,"Byrne-Jones, Darcy",16,6,11,27,,,,2.0,1.0,5.0,,3.0,1.0,,,7.0,20.0,1.0,,1.0,,,83.0
17,"Clurey, Tom",6,4,8,14,,,,1.0,2.0,,,,,,,4.0,9.0,1.0,,4.0,,,96.0
22,"Dixon, Charlie",8,5,1,9,4,,3.0,1.0,,2.0,1.0,1.0,1.0,,,5.0,4.0,1.0,3.0,1.0,,1.0,94.0
28,"Drew, Willem",4,2,12,16,,,,6.0,,2.0,5.0,1.0,,1.0,,11.0,5.0,1.0,1.0,1.0,,1.0,71.0
7,"Duursma, Xavier",9,1,7,16,,2.0,,2.0,,5.0,4.0,3.0,,2.0,,8.0,8.0,,,,,,78.0
13,"Fantasia, Orazio",7,2,7,14,3,,,1.0,,4.0,2.0,1.0,2.0,,,5.0,9.0,,,,2.0,3.0,77.0
19,"Georgiades, Mitch",5,5,6,11,2,,,,,,,2.0,1.0,,,5.0,6.0,1.0,3.0,1.0,,,82.0
9,"Gray, Robbie",9,4,10,19,2,,,3.0,,4.0,2.0,,,,,7.0,12.0,,1.0,1.0,1.0,1.0,78.0
5,"Houston, Dan",17,5,7,24,1,,,1.0,3.0,6.0,1.0,4.0,,1.0,,6.0,18.0,,,1.0,1.0,2.0,74.0
1,"Jonas, Tom",9,2,6,15,,,,2.0,6.0,,,,1.0,,,5.0,6.0,,,5.0,,,93.0
38,"Ladhams, Peter",9,6,8,17,1,1.0,23.0,4.0,1.0,2.0,1.0,,3.0,,,12.0,5.0,3.0,2.0,2.0,,,77.0
29 ↓,"Lycett, Scott",5,3,5,10,1,2.0,15.0,1.0,,2.0,1.0,2.0,1.0,1.0,,4.0,6.0,1.0,2.0,5.0,,,49.0
4,"Marshall, Todd",8,3,4,12,2,,1.0,1.0,,1.0,,1.0,1.0,1.0,,5.0,7.0,2.0,,2.0,,,83.0
32 ↑,"Mayes, Sam",2,2,1,3,1,,,1.0,1.0,,,1.0,,,,2.0,1.0,1.0,1.0,,,,22.0
20,"Rozee, Connor",11,4,12,23,1,1.0,,2.0,,3.0,2.0,1.0,2.0,,,9.0,14.0,,,,,1.0,87.0
16,"Wines, Ollie",13,4,18,31,,1.0,,7.0,3.0,5.0,5.0,5.0,3.0,,1.0,17.0,15.0,,1.0,2.0,1.0,1.0,73.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,239,94,184,423,21,14.0,42.0,54.0,37.0,62.0,39.0,50.0,20.0,8.0,6.0,159.0,248.0,15.0,15.0,37.0,9.0,15.0,
Opposition,Opposition,203,88,133,336,5,15.0,29.0,60.0,40.0,43.0,33.0,75.0,8.0,20.0,,120.0,203.0,9.0,11.0,54.0,2.0,3.0,
