Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",28y 135d,165 (68-2-95 41.82%),39 (0.24),←,
4,"Aish, James",18y 142d,2 (0-0-2 0.00%),,←,
8,"Bewick, Rohan",24y 171d,48 (21-0-27 43.75%),39 (0.81),←,
16,"Brown, Jonathan",32y 152d,247 (142-3-102 58.10%),579 (2.34),←,
42,"Clarke, Justin",20y 132d,16 (7-0-9 43.75%),,←,
33,"Close, Michael",19y 243d,2 (0-0-2 0.00%),,←,
41,"Golby, Mitch",22y 178d,41 (17-0-24 41.46%),6 (0.15),←,
6,"Green, Josh",21y 218d,36 (17-0-19 47.22%),41 (1.14),←,
11,"Hanley, Pearce",25y 135d,78 (26-0-52 33.33%),29 (0.37),←,
35,"Lester, Ryan",21y 216d,40 (17-0-23 42.50%),9 (0.22),←,
23,"Leuenberger, Matthew",25y 296d,91 (33-1-57 36.81%),20 (0.22),←,
19,"Lisle, Jordan",23y 261d,19 (10-0-9 52.63%),16 (0.84),14 (6-0-8 42.86%),15 (1.07)
32,"Mayes, Sam",19y 314d,20 (10-0-10 50.00%),18 (0.90),←,
21,"Merrett, Daniel",29y 108d,154 (67-3-84 44.48%),57 (0.37),←,
3,"Moloney, Brent",30y 61d,163 (54-3-106 34.05%),46 (0.28),18 (5-0-13 27.78%),9 (0.50)
22,"Paparone, Marco",19y 208d,7 (2-0-5 28.57%),5 (0.71),←,
24,"Patfull, Joel",29y 113d,163 (66-3-94 41.41%),22 (0.13),←,
30,"Redden, Jack",23y 111d,100 (37-1-62 37.50%),44 (0.44),←,
10,"Rich, Daniel",23y 296d,100 (40-1-59 40.50%),67 (0.67),←,
28,"Taylor, Lewis",19y 41d,2 (0-0-2 0.00%),,←,
13,"West, Trent",26y 164d,56 (42-0-14 75.00%),26 (0.46),2 (0-0-2 0.00%),3 (1.50)
15,"Zorko, Dayne",25y 49d,40 (18-0-22 45.00%),43 (1.08),←,
Totals,Totals,24y 37d,1590 (694-17-879 43.65%),1106 (0.70),,
C,"Leppitsch, Justin",38y 180d,2 (0-0-2 0.00%),,←,
