St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Battle, Josh",8,1,3,11,1,1.0,,3.0,2.0,2.0,,2.0,2.0,1.0,,6.0,4.0,,,1.0,,,81.0
15,"Billings, Jack",15,5,15,30,1,,,1.0,,4.0,2.0,2.0,,,,11.0,20.0,,1.0,1.0,,,86.0
16,"Butler, Dan",9,,1,10,1,,,7.0,,2.0,1.0,2.0,1.0,1.0,,2.0,2.0,,,,1.0,1.0,90.0
23,"Bytel, Jack",9,1,4,13,,,,10.0,1.0,5.0,6.0,2.0,1.0,,,7.0,5.0,,,2.0,,,78.0
11,"Clark, Hunter",17,4,7,24,,,,5.0,5.0,5.0,7.0,4.0,,2.0,,12.0,13.0,,,1.0,,1.0,78.0
1,"Coffield, Nick",13,4,4,17,,,,3.0,6.0,1.0,1.0,6.0,1.0,,,6.0,11.0,,,1.0,1.0,,93.0
4,"Gresham, Jade",21,5,7,28,,,,3.0,1.0,7.0,5.0,8.0,,3.0,1.0,6.0,16.0,,,,,1.0,67.0
22,"Higgins, Jack",8,3,4,12,2,1.0,,4.0,,4.0,2.0,2.0,1.0,1.0,,6.0,7.0,,2.0,2.0,,1.0,81.0
34,"Highmore, Tom",10,2,9,19,,,,4.0,4.0,2.0,2.0,6.0,1.0,3.0,,7.0,11.0,,,4.0,,,70.0
8,"Hill, Bradley",8,3,8,16,1,1.0,,2.0,3.0,1.0,3.0,2.0,,1.0,,6.0,9.0,,,1.0,,,80.0
20,"Howard, Dougal",15,1,2,17,,,,1.0,9.0,1.0,,2.0,,,,2.0,5.0,,,15.0,,,96.0
41,"Hunter, Paul",5,1,4,9,,,19.0,2.0,1.0,,1.0,4.0,,3.0,,4.0,5.0,,,8.0,,,71.0
21,"Long, Ben",13,5,4,17,,,,1.0,4.0,2.0,3.0,3.0,,1.0,,10.0,9.0,,,6.0,,,86.0
13,"Lonie, Jack",6,2,5,11,2,,,3.0,,1.0,,,,,,2.0,9.0,,1.0,,,,89.0
36,"McKenzie, Daniel",6,2,3,9,,,,4.0,1.0,2.0,,2.0,,1.0,,2.0,6.0,,,1.0,1.0,,70.0
27,"McKernan, Shaun",5,,1,6,,,17.0,3.0,2.0,1.0,3.0,8.0,1.0,5.0,,7.0,,,,8.0,,,72.0
28,"Membrey, Tim",15,7,6,21,3,,2.0,,1.0,7.0,,3.0,2.0,,3.0,7.0,13.0,1.0,2.0,1.0,,1.0,89.0
6,"Ross, Sebastian",11,4,8,19,2,,,2.0,,4.0,4.0,4.0,,,,8.0,11.0,,1.0,1.0,,,79.0
35,"Sinclair, Jack",11,2,7,18,,1.0,,2.0,4.0,2.0,2.0,3.0,,1.0,,10.0,9.0,,1.0,3.0,,1.0,83.0
9,"Steele, Jack",13,,7,20,,1.0,,9.0,3.0,5.0,7.0,7.0,2.0,4.0,,11.0,8.0,,,5.0,1.0,1.0,87.0
29,"Webster, Jimmy",9,4,4,13,,,,1.0,4.0,,,3.0,,1.0,,3.0,10.0,,,6.0,,,81.0
44,"Wilkie, Callum",8,,4,12,,,,2.0,4.0,,,3.0,2.0,1.0,,5.0,5.0,,,2.0,,,92.0
32,"Wood, Mason",,,,,,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,235,56,117,352,13,8.0,38.0,72.0,55.0,58.0,49.0,78.0,14.0,29.0,4.0,140.0,188.0,1.0,8.0,69.0,4.0,7.0,
Opposition,Opposition,218,59,151,369,11,12.0,47.0,47.0,44.0,68.0,40.0,66.0,30.0,14.0,2.0,168.0,190.0,12.0,7.0,68.0,4.0,9.0,
