Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, Peter",18,8,13,31,,1.0,,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,6.0,26.0,,,3.0,1.0,1.0,93.0
2,"Carr, Josh",6,4,5,11,,,,9.0,,1.0,,2.0,,1.0,,2.0,8.0,,,1.0,2.0,,88.0
15,"Crowley, Ryan",9,4,6,15,1,1.0,,7.0,2.0,1.0,1.0,6.0,2.0,5.0,,7.0,8.0,1.0,,,1.0,,92.0
25,"Dodd, Steven",5,1,9,14,,,,4.0,4.0,,1.0,1.0,1.0,1.0,,4.0,10.0,,,3.0,1.0,,88.0
30,"Drum, Marcus",8,5,7,15,,,,3.0,1.0,2.0,,1.0,,1.0,,6.0,9.0,,,2.0,,2.0,96.0
33,"Farmer, Jeff",13,6,4,17,1,,,2.0,1.0,5.0,,3.0,2.0,1.0,,4.0,12.0,,,,1.0,,94.0
27,"Gilmore, Daniel",6,6,7,13,,,2.0,1.0,1.0,,1.0,2.0,,,,2.0,11.0,,,1.0,1.0,,52.0
14,"Grover, Antoni",2,1,2,4,,,,2.0,,,,,1.0,,,1.0,3.0,,,,,,51.0
43,"Hayden, Roger",7,2,3,10,,,,6.0,3.0,,1.0,2.0,,1.0,,3.0,7.0,,,4.0,,,56.0
19,"Hinkley, Clayton",3,1,4,7,,1.0,,1.0,,1.0,,1.0,1.0,,,2.0,4.0,,,,,,55.0
35,"Ibbotson, Garrick",14,6,13,27,1,,,2.0,3.0,3.0,4.0,2.0,2.0,1.0,,10.0,19.0,,1.0,3.0,,,76.0
37,"Johnson, Michael",13,10,14,27,,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,11.0,17.0,2.0,,3.0,,,84.0
8,"McManus, Shaun",6,3,7,13,,2.0,,2.0,,5.0,2.0,1.0,,,,5.0,8.0,,,,2.0,,74.0
18,"McPharlin, Luke",10,6,7,17,,,1.0,,3.0,1.0,,1.0,1.0,1.0,,4.0,12.0,,,4.0,2.0,,100.0
16,"Mundy, David",15,8,6,21,,,1.0,4.0,5.0,1.0,1.0,3.0,,1.0,,4.0,16.0,,,3.0,,,94.0
28,"Murphy, Ryan",6,2,6,12,1,,,1.0,1.0,4.0,,4.0,1.0,,,3.0,8.0,,,1.0,,1.0,89.0
10,"Palmer, Rhys",13,4,5,18,1,,,1.0,2.0,4.0,3.0,3.0,,,,8.0,10.0,,,2.0,3.0,2.0,89.0
29,"Pavlich, Matthew",16,8,5,21,5,2.0,,2.0,,4.0,1.0,2.0,2.0,,,11.0,11.0,2.0,4.0,2.0,,1.0,99.0
31,"Sandilands, Aaron",9,6,15,24,1,,42.0,2.0,1.0,2.0,10.0,4.0,,1.0,2.0,20.0,5.0,4.0,1.0,3.0,,1.0,89.0
3,"Schammer, Byron",8,4,10,18,,,,2.0,2.0,1.0,,3.0,1.0,3.0,,3.0,15.0,,,1.0,,,67.0
6,"Solomon, Dean",15,5,6,21,2,1.0,1.0,5.0,,6.0,1.0,5.0,2.0,3.0,,9.0,10.0,3.0,2.0,1.0,,,85.0
22,"Thornton, Scott",8,9,14,22,,,,1.0,2.0,3.0,,2.0,,2.0,,4.0,19.0,,,2.0,4.0,1.0,92.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,210,109,168,378,13,10.0,48.0,61.0,34.0,48.0,32.0,52.0,18.0,25.0,3.0,129.0,248.0,12.0,8.0,39.0,18.0,9.0,
Opposition,Opposition,178,92,173,351,13,11.0,23.0,56.0,29.0,49.0,36.0,45.0,25.0,18.0,3.0,124.0,223.0,14.0,13.0,37.0,14.0,12.0,
