Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Chick, Daniel",20y 203d,21 (11-1-9 54.76%),12 (0.57),←,
5,"Collins, Andrew",31y 128d,212 (135-1-76 63.92%),37 (0.17),←,
3,"Condon, Anthony",28y 269d,140 (96-0-44 68.57%),49 (0.35),←,
9,"Crawford, Shane",21y 357d,79 (41-1-37 52.53%),67 (0.85),←,
19,"Dunstall, Jason",32y 17d,247 (170-1-76 69.03%),1178 (4.77),←,
34,"Graham, Mark",23y 171d,64 (31-1-32 49.22%),11 (0.17),←,
15,"Harford, Daniel",19y 165d,32 (14-0-18 43.75%),12 (0.38),←,
2,"Holland, Nick",22y 33d,37 (15-1-21 41.89%),30 (0.81),←,
17,"Hudson, Paul",26y 42d,134 (80-0-54 59.70%),264 (1.97),←,
1,"Jencke, Ray",30y 159d,188 (121-1-66 64.63%),27 (0.14),←,
11,"Kappler, Darren",31y 221d,164 (55-1-108 33.84%),138 (0.84),18 (10-1-7 58.33%),13 (0.72)
14,"Krummel, Brendan",24y 68d,20 (12-0-8 60.00%),4 (0.20),10 (6-0-4 60.00%),1 (0.10)
24,"Langford, Chris",33y 242d,294 (203-2-89 69.39%),32 (0.11),←,
12,"Lawrence, Stephen",27y 131d,122 (73-0-49 59.84%),26 (0.21),←,
7,"McCabe, Luke",20y 21d,16 (9-0-7 56.25%),3 (0.19),←,
44,"Platten, John",33y 167d,239 (158-1-80 66.32%),214 (0.90),←,
18,"Pritchard, Darrin",30y 163d,198 (132-1-65 66.92%),92 (0.46),←,
4,"Salmon, Paul",31y 224d,226 (131-3-92 58.63%),513 (2.27),17 (8-1-8 50.00%),4 (0.24)
6,"Taylor, Richard",23y 48d,32 (16-1-15 51.56%),13 (0.41),←,
33,"Treleven, Craig",26y 78d,20 (10-1-9 52.50%),7 (0.35),←,
30,"Woods, Tony",27y 60d,70 (31-1-38 45.00%),17 (0.24),39 (15-1-23 39.74%),7 (0.18)
Totals,Totals,26y 333d,2555 (1544-18-993 60.43%),2746 (1.07),,
C,"Judge, Ken",38y 229d,22 (11-1-10 52.27%),,←,
