Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Addison, Dylan",5,4,5,10,,,,1.0,1.0,2.0,1.0,1.0,,,,4.0,4.0,1.0,1.0,3.0,1.0,1.0,87.0
5,"Boyd, Matthew",22,6,11,33,,2.0,,3.0,4.0,5.0,6.0,2.0,,1.0,2.0,9.0,21.0,,1.0,,,,91.0
4,"Cross, Daniel",16,10,15,31,,,1.0,3.0,3.0,3.0,4.0,3.0,1.0,,1.0,13.0,19.0,2.0,,5.0,,,90.0
10,"Eagleton, Nathan",11,5,7,18,3,,,1.0,1.0,3.0,3.0,5.0,,2.0,,3.0,14.0,,1.0,,,1.0,77.0
3,"Everitt, Andrejs",9,8,7,16,,,1.0,3.0,,2.0,,3.0,,2.0,,4.0,12.0,,,1.0,1.0,,80.0
13,"Giansiracusa, Daniel",10,4,15,25,2,1.0,,4.0,1.0,2.0,4.0,1.0,1.0,,,11.0,13.0,1.0,2.0,3.0,,1.0,80.0
9,"Gilbee, Lindsay",15,3,9,24,,,,,3.0,1.0,1.0,2.0,1.0,,,4.0,20.0,,1.0,5.0,,1.0,86.0
1,"Grant, Jarrad",15,12,7,22,6,,,2.0,1.0,2.0,,3.0,1.0,2.0,3.0,5.0,16.0,,4.0,,1.0,1.0,86.0
16,"Griffen, Ryan",6,,5,11,,,,2.0,,4.0,3.0,,2.0,,,6.0,4.0,,,,1.0,1.0,46.0
8,"Hahn, Mitch",10,7,7,17,,,,2.0,1.0,,,1.0,2.0,1.0,,3.0,14.0,,,4.0,,,88.0
28,"Hall, Barry",8,6,2,10,4,,,,,2.0,,1.0,,,,3.0,7.0,1.0,4.0,,,1.0,89.0
40,"Harbrow, Jarrod",16,7,15,31,,,,1.0,1.0,6.0,1.0,2.0,,1.0,,7.0,25.0,,,1.0,2.0,,87.0
25,"Hargrave, Ryan",16,8,2,18,,,,4.0,3.0,,,4.0,,2.0,,5.0,12.0,,,1.0,,,92.0
15,"Hudson, Ben",5,3,10,15,,,19.0,2.0,1.0,,3.0,3.0,,2.0,,6.0,8.0,1.0,,1.0,,,81.0
19,"Jones, Liam",8,5,3,11,,,,2.0,,1.0,,3.0,2.0,1.0,,4.0,6.0,1.0,,2.0,,,85.0
36,"Lake, Brian",12,10,12,24,,,,5.0,4.0,1.0,,2.0,2.0,,,6.0,17.0,,,6.0,2.0,,86.0
44,"Moles, Brodie",7,3,9,16,2,,,4.0,3.0,3.0,5.0,4.0,1.0,2.0,,10.0,6.0,,,,2.0,1.0,82.0
2,"Murphy, Robert",19,11,9,28,,,,1.0,2.0,6.0,,1.0,1.0,,,5.0,24.0,,,1.0,8.0,1.0,86.0
42,"Picken, Liam",4,2,3,7,,,,8.0,,2.0,1.0,2.0,1.0,2.0,,4.0,4.0,1.0,,,,,83.0
23,"Roughead, Jordan",7,5,4,11,,1.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,,3.0,7.0,,1.0,2.0,2.0,,69.0
14,"Ward, Callan",11,7,15,26,,,,6.0,,5.0,2.0,3.0,2.0,1.0,,9.0,18.0,,,,2.0,1.0,77.0
12,"Williams, Tom",8,8,3,11,,,,2.0,2.0,1.0,,,1.0,,,3.0,7.0,2.0,,3.0,,,72.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,240,134,175,415,17,5.0,26.0,60.0,33.0,53.0,36.0,47.0,19.0,20.0,6.0,127.0,278.0,10.0,15.0,38.0,22.0,10.0,
Opposition,Opposition,187,87,191,378,11,12.0,29.0,68.0,35.0,49.0,27.0,51.0,20.0,18.0,,147.0,231.0,13.0,13.0,38.0,13.0,8.0,
