Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, Peter",12,7,7,19,,,,1.0,1.0,4.0,1.0,3.0,,,,3.0,16.0,,1.0,,1.0,2.0,88.0
21,"Black, Heath",9,4,5,14,,,,,3.0,2.0,,3.0,1.0,2.0,,2.0,13.0,,,2.0,1.0,,87.0
24,"Campbell, Adam",5,4,2,7,1,,1.0,2.0,,,,2.0,,2.0,,1.0,5.0,,1.0,1.0,,,71.0
2,"Carr, Josh",13,6,10,23,1,,,3.0,3.0,6.0,4.0,3.0,1.0,1.0,,10.0,12.0,,2.0,3.0,2.0,2.0,89.0
9,"Carr, Matthew",8,4,8,16,,,,1.0,,1.0,2.0,3.0,,1.0,,5.0,11.0,,,,,,78.0
15,"Crowley, Ryan",14,6,8,22,1,1.0,1.0,4.0,1.0,6.0,1.0,6.0,,1.0,,3.0,18.0,1.0,1.0,1.0,,,64.0
25,"Dodd, Steven",4,3,11,15,,,,4.0,2.0,1.0,,4.0,1.0,2.0,,10.0,5.0,,,6.0,,,97.0
27,"Gilmore, Daniel",6,5,1,7,1,,,4.0,,2.0,1.0,,,,,1.0,5.0,1.0,1.0,1.0,1.0,1.0,66.0
14,"Grover, Antoni",6,5,10,16,,,,3.0,1.0,1.0,,1.0,1.0,,,3.0,14.0,,,1.0,,,81.0
4,"Hasleby, Paul",21,8,16,37,,2.0,,2.0,3.0,4.0,10.0,2.0,1.0,1.0,2.0,17.0,18.0,,2.0,2.0,,1.0,76.0
43,"Hayden, Roger",16,10,6,22,,,,2.0,5.0,,3.0,1.0,,1.0,,5.0,17.0,1.0,,1.0,,,85.0
11,"Headland, Des",22,9,7,29,3,1.0,,3.0,1.0,12.0,1.0,5.0,2.0,2.0,1.0,8.0,21.0,1.0,,1.0,,2.0,90.0
8,"McManus, Shaun",15,6,16,31,1,,,5.0,2.0,5.0,7.0,5.0,1.0,3.0,,14.0,16.0,,,,2.0,,71.0
18,"McPharlin, Luke",5,4,6,11,,,1.0,1.0,2.0,,,3.0,,,,6.0,5.0,2.0,,5.0,5.0,,98.0
16,"Mundy, David",8,2,4,12,,,,5.0,4.0,,,1.0,1.0,,,4.0,8.0,,,4.0,3.0,,93.0
23,"Parker, Shane",2,,2,4,,,,1.0,2.0,1.0,,,,,,2.0,2.0,,,9.0,,,53.0
29,"Pavlich, Matthew",14,12,8,22,6,2.0,,1.0,,2.0,,2.0,1.0,1.0,3.0,7.0,15.0,4.0,7.0,,,3.0,99.0
31,"Sandilands, Aaron",6,5,10,16,2,,28.0,,,2.0,3.0,3.0,3.0,1.0,,8.0,8.0,1.0,1.0,2.0,,1.0,79.0
6,"Solomon, Dean",11,6,5,16,,2.0,,3.0,3.0,5.0,,1.0,,1.0,,2.0,14.0,,1.0,7.0,1.0,2.0,93.0
17,"Tarrant, Chris",12,9,4,16,2,2.0,,3.0,,1.0,,4.0,1.0,2.0,,6.0,11.0,2.0,6.0,2.0,1.0,2.0,95.0
19,"Walker, James",9,7,12,21,,,,1.0,1.0,4.0,2.0,2.0,1.0,,,6.0,16.0,1.0,1.0,3.0,2.0,,72.0
1,"Webster, Luke",9,2,6,15,3,,,,1.0,1.0,,2.0,,1.0,,4.0,9.0,,,3.0,,1.0,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,227,124,164,391,21,11.0,31.0,49.0,35.0,60.0,35.0,56.0,15.0,22.0,6.0,127.0,259.0,14.0,24.0,54.0,19.0,17.0,
Opposition,Opposition,198,91,163,361,13,14.0,24.0,55.0,38.0,52.0,27.0,46.0,22.0,15.0,,127.0,228.0,9.0,8.0,55.0,39.0,5.0,
