Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Aitken, Ian",,,1,1,,,,,,,,,,,,,,,,,,,
31,"Alvin, Tom",11,2,8,19,,,,1.0,,,,,1.0,4.0,,,,,,,,,
17,"Arceri, Mark",8,2,9,17,2,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
25,"Athorn, Mark",5,1,6,11,,,,,,,,,,,,,,,,,,,
21,"Bradley, Craig",19,2,9,28,,3.0,,1.0,,,,,,,,,,,,,,,
20,"Brown, Fraser",10,2,10,20,1,,,,,,,,1.0,4.0,1.0,,,,,,,,
40,"Cavedon, Andrew",11,5,2,13,2,,5.0,,,,,,,4.0,,,,,,,,,
34,"De Iulio, Ron",7,,1,8,1,2.0,,4.0,,,,,,1.0,,,,,,,,,
35,"Dean, Peter",5,5,6,11,,,,,,,,,1.0,,,,,,,,,,
12,"Gleeson, Adrian",8,2,9,17,1,1.0,,1.0,,,,,3.0,,,,,,,,,,
13,"Hanna, Mil",11,4,9,20,,,,2.0,,,,,3.0,1.0,2.0,,,,,,,,
33,"Hogg, Matthew",6,2,3,9,,,,,,,,,,1.0,,,,,,,,,
28,"Kernahan, David",3,,1,4,,,,,,,,,1.0,1.0,,,,,,,,,
4,"Kernahan, Stephen",16,4,3,19,1,,3.0,1.0,,,,,6.0,3.0,,,,,,,,,
3,"Oliver, Stephen",,,,,,,,,,,,,,,,,,,,,,,
7,"Ratten, Brett",7,2,7,14,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
14,"Sexton, Michael",8,3,4,12,,,2.0,2.0,,,,,1.0,1.0,,,,,,,,,
9,"Sholl, Brett",8,5,3,11,,,,,,,,,1.0,,,,,,,,,,
1,"Silvagni, Stephen",12,10,4,16,8,3.0,,,,,,,1.0,,3.0,,,,,,,,
11,"Spalding, Earl",10,3,2,12,1,,,,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,165,54,97,262,17,13.0,11.0,14.0,,,,,23.0,23.0,6.0,,,,,,,,
Opposition,Opposition,178,48,89,267,12,17.0,15.0,24.0,,,,,23.0,23.0,,,,,,,,,
