Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
14,"Bugg, Tomas",22y 41d,56 (14-0-42 25.00%),13 (0.23),←,
21,"Buntine, Matt",21y 209d,18 (5-0-13 27.78%),,←,
18,"Cameron, Jeremy",22y 45d,58 (11-0-47 18.97%),144 (2.48),←,
3,"Coniglio, Stephen",21y 152d,51 (12-0-39 23.53%),17 (0.33),←,
35,"Corr, Aidan",20y 364d,20 (4-0-16 20.00%),1 (0.05),←,
4,"Greene, Toby",21y 233d,60 (12-0-48 20.00%),24 (0.40),←,
32,"Griffen, Ryan",28y 293d,209 (102-1-106 49.04%),132 (0.63),7 (5-0-2 71.43%),2 (0.29)
19,"Haynes, Nick",22y 363d,34 (8-0-26 23.53%),2 (0.06),←,
33,"Hoskin-Elliott, Will",21y 256d,42 (8-0-34 19.05%),39 (0.93),←,
40,"Kennedy, Adam",22y 308d,56 (9-0-47 16.07%),4 (0.07),←,
25,"McCarthy, Cam",20y 45d,8 (6-0-2 75.00%),18 (2.25),←,
41,"Mumford, Shane",28y 315d,124 (80-2-42 65.32%),44 (0.35),24 (11-0-13 45.83%),5 (0.21)
24,"Patfull, Joel",30y 160d,189 (78-3-108 42.06%),25 (0.13),7 (5-0-2 71.43%),1 (0.14)
9,"Scully, Tom",24y 1d,93 (24-1-68 26.34%),31 (0.33),62 (11-0-51 17.74%),25 (0.40)
23,"Shaw, Heath",29y 170d,198 (121-2-75 61.62%),37 (0.19),25 (11-0-14 44.00%),
5,"Shiel, Dylan",22y 68d,57 (12-0-45 21.05%),30 (0.53),←,
10,"Smith, Devon",21y 361d,66 (14-0-52 21.21%),59 (0.89),←,
36,"Stewart, James",21y 73d,8 (5-0-3 62.50%),7 (0.88),←,
17,"Treloar, Adam",22y 68d,65 (14-0-51 21.54%),42 (0.65),←,
8,"Ward, Callan",25y 36d,128 (45-0-83 35.16%),61 (0.48),68 (13-0-55 19.12%),28 (0.41)
6,"Whitfield, Lachie",20y 302d,37 (9-0-28 24.32%),18 (0.49),←,
29,"Williams, Zac",20y 238d,21 (4-0-17 19.05%),5 (0.24),←,
Totals,Totals,23y 120d,1598 (597-9-992 37.36%),753 (0.47),,
C,"Cameron, Leon",42y 256d,29 (11-0-18 37.93%),,←,
