Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",27y 174d,116 (58-0-58 50.00%),18 (0.16),←,
44,"Bock, Nathan",21y 70d,6 (3-0-3 50.00%),6 (1.00),←,
2,"Carey, Wayne",33y 2d,270 (164-0-106 60.74%),724 (2.68),26 (12-0-14 46.15%),53 (2.04)
4,"Clarke, Matthew",30y 254d,212 (104-2-106 49.53%),32 (0.15),82 (42-0-40 51.22%),13 (0.16)
11,"Doughty, Michael",24y 298d,44 (26-0-18 59.09%),18 (0.41),←,
9,"Edwards, Tyson",27y 297d,184 (95-0-89 51.63%),114 (0.62),←,
34,"Hart, Ben",29y 325d,273 (141-1-131 51.83%),42 (0.15),←,
37,"Hentschel, Trent",21y 156d,13 (5-0-8 38.46%),3 (0.23),←,
13,"Hudson, Ben",25y 95d,8 (3-0-5 37.50%),1 (0.13),←,
18,"Johncock, Graham",21y 221d,58 (32-0-26 55.17%),60 (1.03),←,
3,"Massie, Kris",23y 365d,82 (46-0-36 56.10%),21 (0.26),39 (20-0-19 51.28%),9 (0.23)
39,"Mattner, Martin",21y 297d,21 (12-0-9 57.14%),2 (0.10),←,
16,"McGregor, Ken",23y 121d,84 (40-0-44 47.62%),40 (0.48),←,
23,"McLeod, Andrew",27y 299d,203 (104-0-99 51.23%),215 (1.06),←,
32,"Ricciuto, Mark",28y 356d,250 (122-1-127 49.00%),208 (0.83),←,
26,"Schuback, Jacob",20y 183d,5 (1-0-4 20.00%),3 (0.60),←,
12,"Shirley, Robert",23y 355d,39 (18-0-21 46.15%),3 (0.08),←,
14,"Skipworth, Hayden",21y 94d,9 (3-0-6 33.33%),1 (0.11),←,
20,"Stenglein, Tyson",23y 318d,94 (51-0-43 54.26%),21 (0.22),←,
19,"Stevens, Mark",28y 217d,118 (69-0-49 58.47%),119 (1.01),97 (53-0-44 54.64%),99 (1.02)
15,"Torney, Jason",26y 348d,143 (74-1-68 52.10%),23 (0.16),25 (15-0-10 60.00%),7 (0.28)
17,"Welsh, Scott",25y 174d,106 (61-0-45 57.55%),149 (1.41),70 (35-0-35 50.00%),119 (1.70)
Totals,Totals,25y 162d,2338 (1232-5-1101 52.69%),1823 (0.78),,
C,"Ayres, Gary",43y 244d,220 (119-1-100 54.32%),,104 (54-0-50 51.92%),
