St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
14,"Ball, Luke",19y 342d,22 (15-0-7 68.18%),15 (0.68),←,
6,"Black, Heath",24y 339d,109 (34-0-75 31.19%),46 (0.42),40 (16-0-24 40.00%),11 (0.28)
3,"Clarke, Xavier",20y 216d,42 (17-1-24 41.67%),24 (0.57),←,
26,"Dal Santo, Nick",20y 69d,32 (14-1-17 45.31%),14 (0.44),←,
22,"Fisher, Leigh",20y 12d,7 (6-0-1 85.71%),2 (0.29),←,
9,"Gehrig, Fraser",28y 59d,174 (86-1-87 49.71%),256 (1.47),59 (23-0-36 38.98%),97 (1.64)
18,"Goddard, Brendon",18y 347d,24 (15-0-9 62.50%),7 (0.29),←,
34,"Guerra, Brent",21y 338d,68 (50-0-18 73.53%),47 (0.69),3 (3-0-0 100.00%),8 (2.67)
35,"Harvey, Robert",32y 254d,283 (136-3-144 48.59%),164 (0.58),←,
7,"Hayes, Lenny",24y 108d,99 (35-2-62 36.36%),40 (0.40),←,
8,"Hudghton, Max",27y 242d,138 (55-2-81 40.58%),13 (0.09),←,
5,"Jones, Austinn",27y 216d,185 (78-2-105 42.70%),119 (0.64),←,
33,"Knobel, Trent",23y 344d,36 (20-1-15 56.94%),5 (0.14),23 (11-1-11 50.00%),5 (0.22)
23,"Koschitzke, Justin",21y 224d,47 (19-0-28 40.43%),20 (0.43),←,
31,"Maguire, Matt",19y 337d,35 (16-0-19 45.71%),8 (0.23),←,
44,"Milne, Stephen",24y 54d,58 (18-1-39 31.90%),112 (1.93),←,
19,"Penny, Luke",23y 83d,56 (30-0-26 53.57%),5 (0.09),21 (15-0-6 71.43%),
17,"Powell, Stephen",27y 237d,102 (63-1-38 62.25%),85 (0.83),28 (17-0-11 60.71%),21 (0.75)
12,"Riewoldt, Nick",21y 197d,56 (23-1-32 41.96%),66 (1.18),←,
40,"Schwarze, Troy",22y 130d,40 (13-1-26 33.75%),7 (0.17),←,
4,"Thompson, Andrew",31y 193d,154 (63-2-89 41.56%),86 (0.56),←,
13,"Voss, Brett",26y 69d,97 (42-2-53 44.33%),32 (0.33),62 (23-1-38 37.90%),21 (0.34)
Totals,Totals,24y 18d,1864 (848-21-995 45.49%),1173 (0.63),,
C,"Thomas, Grant",46y 77d,57 (23-1-33 41.23%),,←,
