North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",25y 41d,70 (35-1-34 50.71%),55 (0.79),←,
18,"Atley, Shaun",20y 246d,47 (24-0-23 51.06%),7 (0.15),←,
3,"Bastinac, Ryan",21y 329d,65 (35-0-30 53.85%),25 (0.38),←,
35,"Black, Aaron",22y 169d,8 (5-0-3 62.50%),13 (1.63),←,
10,"Cunnington, Ben",21y 321d,62 (31-0-31 50.00%),19 (0.31),←,
38,"Daw, Majak",22y 67d,5 (3-0-2 60.00%),9 (1.80),←,
11,"Firrito, Michael",29y 171d,201 (99-2-100 49.75%),28 (0.14),←,
43,"Gibson, Sam",26y 355d,21 (13-0-8 61.90%),9 (0.43),←,
22,"Goldstein, Todd",24y 320d,87 (44-1-42 51.15%),41 (0.47),←,
17,"Grima, Nathan",27y 285d,62 (32-1-29 52.42%),,←,
6,"Hansen, Lachlan",24y 273d,85 (41-1-43 48.82%),74 (0.87),←,
29,"Harvey, Brent",35y 3d,348 (188-3-157 54.45%),413 (1.19),←,
34,"Macmillan, Jamie",21y 236d,44 (25-0-19 56.82%),17 (0.39),←,
42,"McMahon, Scott",26y 349d,113 (58-1-54 51.77%),27 (0.24),←,
41,"Mullett, Aaron",21y 83d,17 (9-0-8 52.94%),6 (0.35),←,
20,"Petrie, Drew",30y 214d,230 (110-3-117 48.48%),278 (1.21),←,
9,"Swallow, Andrew",25y 349d,137 (64-1-72 47.08%),66 (0.48),←,
12,"Thomas, Lindsay",25y 78d,118 (54-2-62 46.61%),176 (1.49),←,
16,"Thompson, Scott",27y 8d,101 (44-2-55 44.55%),5 (0.05),←,
8,"Wells, Daniel",28y 103d,198 (100-2-96 51.01%),122 (0.62),←,
19,"Wright, Sam",22y 306d,60 (30-0-30 50.00%),49 (0.82),←,
7,"Ziebell, Jack",22y 78d,70 (32-0-38 45.71%),25 (0.36),←,
Totals,Totals,25y 83d,2149 (1076-20-1053 50.07%),1464 (0.68),,
C,"Scott, Brad",37y 14d,75 (38-0-37 50.67%),,←,
