Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Barker, John",7,5,9,16,,1.0,,2.0,,2.0,,3.0,,2.0,,5.0,11.0,1.0,1.0,1.0,,1.0,100.0
10,"Bateman, Chance",13,3,6,19,2,,,3.0,2.0,5.0,2.0,2.0,2.0,1.0,,7.0,13.0,,1.0,1.0,1.0,1.0,93.0
20,"Beaumont, Simon",9,4,6,15,1,,1.0,10.0,2.0,3.0,3.0,4.0,2.0,1.0,,8.0,7.0,,,1.0,,,100.0
30,"Brown, Campbell",11,6,6,17,,,,3.0,1.0,2.0,2.0,,1.0,,,6.0,11.0,1.0,,,,,90.0
39,"Campbell, Robert",2,3,5,7,,,7.0,1.0,2.0,,3.0,,2.0,,,6.0,1.0,2.0,,3.0,,,32.0
24,"Croad, Trent",3,1,2,5,,,1.0,1.0,1.0,,,3.0,,3.0,,4.0,2.0,1.0,,4.0,,,85.0
19,"Dixon, Ben",16,3,4,20,,,,4.0,3.0,1.0,3.0,2.0,1.0,1.0,,9.0,10.0,,,2.0,,1.0,100.0
1,"Everitt, Peter",5,2,5,10,2,,39.0,2.0,,2.0,3.0,1.0,2.0,,,6.0,4.0,1.0,,4.0,,,92.0
15,"Hodge, Luke",11,4,3,14,1,,,1.0,,6.0,4.0,1.0,2.0,1.0,,9.0,7.0,,,1.0,,2.0,70.0
2,"Holland, Nick",4,5,3,7,,,,2.0,2.0,1.0,,3.0,1.0,1.0,,3.0,5.0,,,5.0,,,77.0
8,"Jacobs, Danny",5,2,6,11,,,1.0,2.0,3.0,,,3.0,,1.0,,4.0,6.0,1.0,,8.0,,,100.0
18,"Ladson, Rick",2,2,4,6,,,,1.0,,,,2.0,,1.0,,3.0,3.0,,,,,,49.0
37,"Lekkas, Angelo",10,2,3,13,,1.0,,5.0,2.0,6.0,,6.0,1.0,1.0,,4.0,8.0,,,2.0,1.0,1.0,100.0
12,"Lonie, Nathan",7,2,2,9,,,,4.0,3.0,1.0,1.0,,,,,4.0,4.0,,,3.0,,,94.0
5,"Mitchell, Sam",3,,4,7,,,,,,2.0,4.0,,1.0,,,5.0,2.0,,,,,,28.0
40,"Osborne, Michael",7,3,2,9,,,,,1.0,1.0,1.0,4.0,,,,2.0,7.0,,1.0,4.0,1.0,,65.0
13,"Picioane, Lance",10,6,9,19,,,1.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,,7.0,13.0,,2.0,3.0,,1.0,98.0
16,"Ries, Nick",5,3,2,7,,2.0,,2.0,,1.0,2.0,,,,,3.0,3.0,,1.0,,,,58.0
11,"Smith, Joel",18,5,,18,1,,,3.0,2.0,7.0,2.0,2.0,,1.0,,5.0,13.0,,,1.0,3.0,,100.0
23,"Thompson, Nathan",6,6,2,8,2,1.0,3.0,1.0,,2.0,,2.0,1.0,1.0,,4.0,4.0,2.0,3.0,,,,93.0
21,"Vandenberg, Richard",5,3,6,11,1,,,3.0,,3.0,5.0,,1.0,,,6.0,7.0,,,2.0,,,100.0
6,"Williams, Mark",2,1,3,5,2,,,2.0,,1.0,,,1.0,,,3.0,2.0,,1.0,,,,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,161,71,92,253,12,8.0,53.0,55.0,27.0,50.0,38.0,43.0,21.0,18.0,,113.0,143.0,9.0,10.0,45.0,6.0,7.0,
Opposition,Opposition,202,102,80,282,24,10.0,23.0,38.0,38.0,53.0,32.0,45.0,18.0,21.0,6.0,117.0,160.0,14.0,21.0,54.0,7.0,14.0,
