Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Buntine, Matt",25y 240d,58 (30-0-28 51.72%),3 (0.05),←,
18,"Cameron, Jeremy",26y 76d,143 (63-3-77 45.10%),367 (2.57),←,
3,"Coniglio, Stephen",25y 183d,130 (62-1-67 48.08%),78 (0.60),←,
16,"Daniels, Brent",20y 99d,20 (14-0-6 70.00%),9 (0.45),←,
1,"Davis, Phil",28y 290d,154 (76-3-75 50.32%),6 (0.04),136 (65-3-68 48.90%),5 (0.04)
24,"de Boer, Matt",29y 98d,181 (105-4-72 59.12%),74 (0.41),43 (27-3-13 66.28%),26 (0.60)
7,"Deledio, Brett",32y 59d,268 (127-6-135 48.51%),196 (0.73),25 (17-1-7 70.00%),14 (0.56)
31,"Finlayson, Jeremy",23y 127d,28 (15-2-11 57.14%),29 (1.04),←,
4,"Greene, Toby",25y 264d,134 (60-1-73 45.15%),150 (1.12),←,
27,"Himmelberg, Harry",23y 39d,53 (35-1-17 66.98%),59 (1.11),←,
2,"Hopper, Jacob",22y 130d,57 (37-1-19 65.79%),24 (0.42),←,
22,"Kelly, Josh",24y 124d,110 (63-2-45 58.18%),70 (0.64),←,
40,"Kennedy, Adam",26y 339d,105 (41-0-64 39.05%),9 (0.09),←,
41,"Mumford, Shane",32y 346d,182 (118-4-60 65.93%),52 (0.29),82 (49-2-31 60.98%),13 (0.16)
36,"Perryman, Harry",20y 179d,23 (12-1-10 54.35%),4 (0.17),←,
50,"Reid, Sam",29y 221d,77 (44-3-30 59.09%),28 (0.36),67 (38-3-26 58.96%),27 (0.40)
23,"Shaw, Heath",33y 201d,295 (181-5-109 62.20%),39 (0.13),122 (71-3-48 59.43%),2 (0.02)
42,"Stein, Jake",25y 150d,1 (1-0-0 100.00%),,←,
14,"Taranto, Tim",21y 139d,50 (32-1-17 65.00%),22 (0.44),←,
15,"Taylor, Sam",20y 42d,20 (15-0-5 75.00%),1 (0.05),←,
20,"Tomlinson, Adam",25y 310d,128 (55-3-70 44.14%),34 (0.27),←,
29,"Williams, Zac",24y 269d,89 (47-0-42 52.81%),22 (0.25),←,
Totals,Totals,25y 295d,2306 (1233-41-1032 53.47%),1276 (0.55),,
C,"Cameron, Leon",46y 287d,130 (72-3-55 56.54%),,←,
