Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Alvin, Tom",14,4,2,16,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
17,"Arceri, Mark",14,1,2,16,2,1.0,,,,,,,1.0,,,,,,,,,,
25,"Athorn, Mark",4,,3,7,,,,,,,,,,,,,,,,,,,
16,"Bond, Chris",7,2,2,9,,1.0,,,,,,,1.0,,,,,,,,,,
21,"Bradley, Craig",7,1,7,14,,,,1.0,,,,,2.0,,,,,,,,,,
20,"Brown, Fraser",11,1,7,18,1,1.0,,,,,,,2.0,5.0,2.0,,,,,,,,
40,"Cavedon, Andrew",10,4,5,15,,,12.0,,,,,,1.0,1.0,,,,,,,,,
34,"De Iulio, Ron",11,,1,12,1,3.0,,5.0,,,,,,2.0,,,,,,,,,
35,"Dean, Peter",7,1,9,16,,,,,,,,,1.0,,,,,,,,,,
12,"Gleeson, Adrian",14,,3,17,1,,,,,,,,,2.0,,,,,,,,,
13,"Hanna, Mil",9,4,5,14,,,,,,,,,1.0,2.0,,,,,,,,,
28,"Kernahan, David",7,1,2,9,,,,1.0,,,,,3.0,1.0,,,,,,,,,
4,"Kernahan, Stephen",18,10,3,21,5,3.0,5.0,,,,,,2.0,1.0,1.0,,,,,,,,
30,"McCormack, Paul",2,2,4,6,,,,2.0,,,,,,1.0,,,,,,,,,
3,"Oliver, Stephen",1,1,1,2,,,3.0,1.0,,,,,,,,,,,,,,,
7,"Ratten, Brett",14,2,3,17,,,,1.0,,,,,2.0,2.0,,,,,,,,,
14,"Sexton, Michael",10,1,2,12,1,,,1.0,,,,,,1.0,,,,,,,,,
9,"Sholl, Brett",10,2,11,21,,1.0,,1.0,,,,,2.0,,,,,,,,,,
1,"Silvagni, Stephen",6,3,2,8,2,,,2.0,,,,,1.0,1.0,,,,,,,,,
11,"Spalding, Earl",9,5,4,13,,1.0,4.0,,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,185,45,78,263,13,14.0,24.0,17.0,,,,,21.0,21.0,3.0,,,,,,,,
Opposition,Opposition,192,71,79,271,10,8.0,13.0,32.0,,,,,21.0,21.0,3.0,,,,,,,,
