Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Abraham, Winston",9,3,3,12,3,,,,,2.0,1.0,1.0,1.0,1.0,,8.0,4.0,,1.0,1.0,1.0,,
33,"Allison, Brett",2,,,2,1,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,
11,"Archer, Glenn",13,5,4,17,3,1.0,,3.0,2.0,2.0,3.0,2.0,2.0,3.0,,12.0,3.0,3.0,3.0,1.0,,,
26,"Bell, Peter",26,7,4,30,2,1.0,1.0,,4.0,8.0,2.0,3.0,1.0,,1.0,13.0,14.0,,2.0,,,,
12,"Blakey, John",15,6,7,22,2,,,1.0,3.0,4.0,2.0,,3.0,,,10.0,12.0,1.0,,,,,
16,"Capuano, Mathew",1,,2,3,,,5.0,,,1.0,2.0,,1.0,,,2.0,1.0,,,,,,
23,"Clayton, Shane",7,3,1,8,,,,2.0,2.0,1.0,2.0,1.0,1.0,,,5.0,4.0,1.0,,,,,
3,"Dhurrkay, Gary",4,2,1,5,,,,1.0,,3.0,,,,,,1.0,3.0,,1.0,1.0,,,
6,"Grant, Shannon",10,9,9,19,,1.0,,1.0,1.0,6.0,1.0,,1.0,,,6.0,12.0,1.0,1.0,1.0,,,
29,"Harvey, Brent",10,2,3,13,,,,1.0,1.0,3.0,4.0,2.0,1.0,1.0,,7.0,8.0,1.0,,1.0,,,
21,"Hewitt, Evan",2,1,1,3,,1.0,3.0,1.0,,1.0,,,,,,2.0,1.0,1.0,1.0,1.0,,,
4,"Martyn, Mick",8,2,2,10,,,,1.0,6.0,1.0,,1.0,1.0,2.0,,7.0,1.0,1.0,,1.0,,,
5,"McCartney, Jason",9,3,,9,,,2.0,,2.0,2.0,1.0,1.0,1.0,,,3.0,5.0,,,1.0,,,
31,"McKernan, Corey",15,7,4,19,1,,15.0,2.0,2.0,5.0,9.0,2.0,1.0,1.0,2.0,15.0,4.0,4.0,1.0,3.0,,,
20,"Mellington, Anthony",,,3,3,,,,1.0,,,,,,,,3.0,,,,,,,
28,"Pickett, Byron",11,2,,11,,,,1.0,5.0,,,1.0,1.0,,,6.0,4.0,,,3.0,1.0,,
13,"Pike, Martin",9,3,2,11,,,,,3.0,2.0,2.0,,2.0,,,4.0,5.0,,,3.0,,,
39,"Rawlings, Brady",5,,3,8,,,,2.0,1.0,2.0,2.0,,,,,5.0,3.0,,,1.0,,,
8,"Scott, Robert",12,3,3,15,1,,,2.0,2.0,2.0,3.0,3.0,3.0,,,8.0,8.0,1.0,,3.0,,,
7,"Simpson, Adam",19,8,4,23,1,1.0,3.0,4.0,,9.0,7.0,2.0,,,,12.0,11.0,3.0,1.0,3.0,,,
10,"Stevens, Anthony",14,3,4,18,,,,2.0,5.0,1.0,3.0,2.0,,2.0,,6.0,11.0,,,2.0,4.0,,
30,"Welsh, Scott",8,2,2,10,,,,,2.0,4.0,1.0,,,,,7.0,2.0,1.0,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,209,71,62,271,14,8.0,29.0,26.0,41.0,59.0,45.0,21.0,20.0,10.0,3.0,143.0,117.0,18.0,11.0,26.0,6.0,,
Opposition,Opposition,196,79,136,332,13,12.0,35.0,17.0,40.0,59.0,41.0,20.0,10.0,20.0,3.0,123.0,203.0,11.0,15.0,25.0,7.0,,
